"CountryCode","C1_School_closing","C2_Workplace_closing","C3_Cancel_public_events","C4_Restrictions_on_gatherings","C5_Close_public_transport","C6_Stay_at_home_requirements","C7_Restrictions_on_internal_movement","C8_International_travel_controls","E1_Income_support","E2_Debt_contract_relief","H1_Public_information_campaigns","H2_Testing_policy","H3_Contact_tracing","StringencyIndex","Days","Government","Nationwide_ConfirmedCases","Nationwide_DailyConfirmed","Capital_ConfirmedCases","Capital_DailyConfirmed","NonCapital_ConfirmedCases","NonCapital_DailyConfirmed"
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",155,1,11789,17,2676,12,9113,5
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",156,1,11809,20,2690,14,9119,6
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",157,1,11848,39,2711,21,9137,18
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",158,1,11872,24,2730,19,9142,5
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",159,1,11904,32,2753,23,9151,9
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",160,1,11944,40,2788,35,9156,5
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",161,1,11990,46,2819,31,9171,15
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",162,1,12027,37,2843,24,9184,13
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",163,1,12057,30,2860,17,9197,13
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",164,1,12121,64,2887,27,9234,37
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",165,1,12173,52,2910,23,9263,29
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.8,0.666666666666667,0.5,1,1,1,"56.94",166,1,12232,59,2941,31,9291,28
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"54.17",167,1,12277,45,2969,28,9308,17
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"54.17",168,1,12329,52,2993,24,9336,28
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"54.17",169,1,12360,31,3008,15,9352,16
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"54.17",170,1,12388,28,3026,18,9362,10
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"54.17",171,1,12440,52,3055,29,9385,23
