Date,Cases,Difference,Case_Type,Country_Region,Days_after_First_Cases
2020-04-16,8847,12,Confirmed,비수도권,88
2020-04-17,8854,7,Confirmed,비수도권,89
2020-04-18,8862,8,Confirmed,비수도권,90
2020-04-19,8865,3,Confirmed,비수도권,91
2020-04-20,8871,6,Confirmed,비수도권,92
2020-04-21,8873,2,Confirmed,비수도권,93
2020-04-22,8880,7,Confirmed,비수도권,94
2020-04-23,8885,5,Confirmed,비수도권,95
2020-04-24,8889,4,Confirmed,비수도권,96
2020-04-25,8892,3,Confirmed,비수도권,97
2020-04-26,8895,3,Confirmed,비수도권,98
2020-04-27,8897,2,Confirmed,비수도권,99
2020-04-28,8900,3,Confirmed,비수도권,100
2020-04-29,8904,4,Confirmed,비수도권,101
2020-04-30,8904,0,Confirmed,비수도권,102
2020-05-01,8905,1,Confirmed,비수도권,103
2020-05-02,8906,1,Confirmed,비수도권,104
2020-05-03,8910,4,Confirmed,비수도권,105
2020-05-04,8912,2,Confirmed,비수도권,106
2020-05-05,8912,0,Confirmed,비수도권,107
2020-05-06,8912,0,Confirmed,비수도권,108
2020-05-07,8914,2,Confirmed,비수도권,109
2020-05-08,8921,7,Confirmed,비수도권,110
2020-05-09,8922,1,Confirmed,비수도권,111
2020-05-10,8926,4,Confirmed,비수도권,112
2020-05-11,8931,5,Confirmed,비수도권,113
2020-05-12,8936,5,Confirmed,비수도권,114
2020-05-13,8945,9,Confirmed,비수도권,115
2020-05-14,8952,7,Confirmed,비수도권,116
2020-05-15,8956,4,Confirmed,비수도권,117
2020-05-16,8958,2,Confirmed,비수도권,118
2020-05-17,8962,4,Confirmed,비수도권,119
2020-05-18,8966,4,Confirmed,비수도권,120
2020-05-19,8970,4,Confirmed,비수도권,121
2020-05-20,8972,2,Confirmed,비수도권,122
2020-05-21,8973,1,Confirmed,비수도권,123
2020-05-22,8977,4,Confirmed,비수도권,124
2020-05-23,8980,3,Confirmed,비수도권,125
2020-05-24,8987,7,Confirmed,비수도권,126
2020-05-25,8989,2,Confirmed,비수도권,127
2020-05-26,8992,3,Confirmed,비수도권,128
2020-05-27,8995,3,Confirmed,비수도권,129
2020-05-28,9000,5,Confirmed,비수도권,130
2020-05-29,9000,0,Confirmed,비수도권,131
2020-05-30,9007,7,Confirmed,비수도권,132
2020-05-31,9012,5,Confirmed,비수도권,133
2020-06-01,9014,2,Confirmed,비수도권,134
2020-06-02,9014,0,Confirmed,비수도권,135
2020-06-03,9015,1,Confirmed,비수도권,136
2020-06-04,9016,1,Confirmed,비수도권,137
2020-06-05,9020,4,Confirmed,비수도권,138
2020-06-06,9024,4,Confirmed,비수도권,139
2020-06-07,9027,3,Confirmed,비수도권,140
2020-06-08,9028,1,Confirmed,비수도권,141
2020-06-09,9031,3,Confirmed,비수도권,142
2020-06-10,9034,3,Confirmed,비수도권,143
2020-06-11,9034,0,Confirmed,비수도권,144
2020-06-12,9035,1,Confirmed,비수도권,145
2020-06-13,9039,4,Confirmed,비수도권,146
2020-06-14,9042,3,Confirmed,비수도권,147
2020-06-15,9046,4,Confirmed,비수도권,148
2020-06-16,9052,6,Confirmed,비수도권,149
2020-06-17,9059,7,Confirmed,비수도권,150
2020-06-18,9072,13,Confirmed,비수도권,151
2020-06-19,9078,6,Confirmed,비수도권,152
2020-06-20,9091,13,Confirmed,비수도권,153
2020-06-21,9108,17,Confirmed,비수도권,154
2020-06-22,9113,5,Confirmed,비수도권,155
2020-06-23,9119,6,Confirmed,비수도권,156
2020-06-24,9137,18,Confirmed,비수도권,157
2020-06-25,9142,5,Confirmed,비수도권,158
2020-06-26,9151,9,Confirmed,비수도권,159
2020-06-27,9156,5,Confirmed,비수도권,160
2020-06-28,9171,15,Confirmed,비수도권,161
2020-06-29,9184,13,Confirmed,비수도권,162
2020-06-30,9197,13,Confirmed,비수도권,163
2020-07-01,9234,37,Confirmed,비수도권,164
2020-07-02,9263,29,Confirmed,비수도권,165
2020-07-03,9291,28,Confirmed,비수도권,166
2020-07-04,9308,17,Confirmed,비수도권,167
2020-07-05,9336,28,Confirmed,비수도권,168
2020-07-06,9352,16,Confirmed,비수도권,169
2020-07-07,9362,10,Confirmed,비수도권,170
2020-07-08,9385,23,Confirmed,비수도권,171
2020-07-09,9410,25,Confirmed,비수도권,172
2020-07-10,9428,18,Confirmed,비수도권,173
2020-07-11,9442,14,Confirmed,비수도권,174
2020-07-12,9450,8,Confirmed,비수도권,175
2020-07-13,9467,17,Confirmed,비수도권,176
2020-07-14,9472,5,Confirmed,비수도권,177
2020-07-15,9476,4,Confirmed,비수도권,178
2020-07-16,9486,10,Confirmed,비수도권,179
2020-07-17,9497,11,Confirmed,비수도권,180
2020-07-18,9506,9,Confirmed,비수도권,181
2020-07-19,9518,12,Confirmed,비수도권,182
2020-07-20,9528,10,Confirmed,비수도권,183
2020-07-21,9532,4,Confirmed,비수도권,184
2020-07-22,9540,8,Confirmed,비수도권,185
2020-07-23,9551,11,Confirmed,비수도권,186
2020-07-24,9560,9,Confirmed,비수도권,187
2020-07-25,9567,7,Confirmed,비수도권,188
2020-07-26,9569,2,Confirmed,비수도권,189
2020-07-27,9572,3,Confirmed,비수도권,190
2020-07-28,9578,6,Confirmed,비수도권,191
2020-07-29,9582,4,Confirmed,비수도권,192
2020-07-30,9584,2,Confirmed,비수도권,193
2020-07-31,9590,6,Confirmed,비수도권,194
2020-08-01,9592,2,Confirmed,비수도권,195
2020-08-02,9597,5,Confirmed,비수도권,196
2020-08-03,9600,3,Confirmed,비수도권,197
2020-08-04,9606,6,Confirmed,비수도권,198
2020-08-05,9619,13,Confirmed,비수도권,199
2020-08-06,9634,15,Confirmed,비수도권,200
2020-08-07,9635,1,Confirmed,비수도권,201
2020-08-08,9636,1,Confirmed,비수도권,202
2020-08-09,9642,6,Confirmed,비수도권,203
2020-08-10,9645,3,Confirmed,비수도권,204
2020-08-11,9657,12,Confirmed,비수도권,205
2020-08-12,9669,12,Confirmed,비수도권,206
2020-08-13,9679,10,Confirmed,비수도권,207
2020-08-14,9692,13,Confirmed,비수도권,208
2020-08-15,9704,12,Confirmed,비수도권,209
2020-08-16,9730,26,Confirmed,비수도권,210
2020-08-17,9758,28,Confirmed,비수도권,211
2020-08-18,9796,38,Confirmed,비수도권,212
2020-08-19,9833,37,Confirmed,비수도권,213
2020-08-20,9889,56,Confirmed,비수도권,214
2020-08-21,9963,74,Confirmed,비수도권,215
2020-08-22,10046,83,Confirmed,비수도권,216
2020-08-23,10142,96,Confirmed,비수도권,217
