"","(Intercept)","Day","log(Day)","(Intercept)_smoothing","Day_smoothing","log(Day)_smoothing"
"Afghanistan",-31.8448928587145,-0.123921142817387,10.9649842978318,-33.9791200052599,-0.126788208636389,11.4968424441897
"Albania",1.91512355192647,0.0191779027083932,-0.0152279267737211,1.88557304349373,0.0199828489411317,-0.035584399062175
"Algeria",-0.289001594990983,0.00123018663067174,1.23123365243451,-0.504035936607994,0.00155199525669449,1.26384300125016
"Andorra",3.31199025206327,-0.00721304189230358,-0.235221915326553,3.00596121143955,-0.0095346479178155,-0.113699030009338
"Angola",-3.23725822701419,0.0243507085497559,0.712285622845289,-2.33599125971593,0.0272226460126416,0.436599015960756
"Anguilla",NA,NA,NA,NA,NA,NA
"Antigua_and_Barbuda",NA,NA,NA,NA,NA,NA
"Argentina",-4.85354729463503,0.00700471765522973,2.47318284205836,-5.73091701111973,0.00552536937661354,2.68305056846085
"Armenia",-12.905895336441,-0.0523290090026852,5.26423525893154,-14.38345251563,-0.0548755590874285,5.64166581223807
"Aruba",3.21865814791221,0.0730343463240884,-2.03248367343343,3.24998471935199,0.0758415893740085,-2.1306852208998
"Australia",1.99022390528053,0.00910674106137786,0.327322056498006,1.99278099761667,0.00987990444491785,0.300680286963216
"Austria",4.76452258774361,-0.00611817302816514,0.180992485900486,4.42081531827304,-0.00795059107113539,0.29662097696053
"Azerbaijan",-15.4570710307317,-0.0497421149961423,5.7069821089928,-16.7442508193924,-0.0514172743386667,6.01990938770373
"Bahamas",1.87488220272564,0.054529648226571,-1.25463677894908,1.91647759243825,0.0554466495423486,-1.30405286272338
"Bahrain",-11.5108914377905,-0.0343412330877805,4.54328979284862,-12.4808884805908,-0.0354228193150807,4.77228945801806
"Bangladesh",-13.5456695056632,-0.0504160671480665,5.78349477437244,-14.7550139457871,-0.0521015504203256,6.07943951717483
"Barbados",NA,NA,NA,NA,NA,NA
"Belarus",-12.4783431810629,-0.0803671042652352,5.87258822096391,-14.2863725342725,-0.0847069091247367,6.36902955819643
"Belgium",-0.812675004505249,-0.0264284826727474,2.14768679890041,-1.39280169095508,-0.0274956597408114,2.29918976264425
"Belize",NA,NA,NA,NA,NA,NA
"Benin",-14.0222344923145,-0.0486343995640972,4.79299545482607,-13.8832357922062,-0.0459260665649468,4.70112621655125
"Bermuda",NA,NA,NA,NA,NA,NA
"Bhutan",NA,NA,NA,NA,NA,NA
"Bolivia",-18.4899190257908,-0.0443411653946384,6.46051772308373,-18.9056728132602,-0.0434042061274828,6.5190568197068
"Bonaire, Saint Eustatius and Saba",NA,NA,NA,NA,NA,NA
"Bosnia_and_Herzegovina",2.81056167740981,0.0194078808852908,-0.0360561010980651,2.63418597472158,0.0192963521294634,-0.0028490442371261
"Brazil",-15.2406578209214,-0.040059470417224,6.36307803153655,-15.9731075744293,-0.0401989297074566,6.51323306672661
"British_Virgin_Islands",NA,NA,NA,NA,NA,NA
"Brunei_Darussalam",NA,NA,NA,NA,NA,NA
"Bulgaria",0.642410312538296,0.00573472140499783,0.727850547585026,0.528480805754609,0.0065754290535016,0.72799945962219
"Burundi",NA,NA,NA,NA,NA,NA
"Cambodia",NA,NA,NA,NA,NA,NA
"Cameroon",-8.16661952502267,-0.0456966985722696,3.8959402905365,-8.98051311203273,-0.0464714964671067,4.0932530623601
"Canada",-16.3914103660787,-0.0628830900270174,6.47703576843034,-17.9322320836775,-0.0654202974973155,6.86675082650663
"Cape_Verde",-5.09519918860888,-0.00602597558632561,1.97136276086857,-5.06751691419068,-0.00529011402949755,1.94114533005519
"Cases_on_an_international_conveyance_Japan",NA,NA,NA,NA,NA,NA
"Cayman_Islands",NA,NA,NA,NA,NA,NA
"Central_African_Republic",-56.539228739993,-0.196734466124218,17.4942514466319,-57.8174705545137,-0.195218878504829,17.7449802846804
"Chad",-10.8789570181635,-0.076307128107016,4.42749756335566,-11.8117103006383,-0.078470381502054,4.68669914029666
"Chile",-19.9402442289167,-0.0759052616059694,7.81334185560868,-22.1337427666337,-0.0800213354591334,8.37956698773493
"Colombia",-7.35758890661644,-0.00407762564369105,3.40369365724013,-6.99656162929559,-0.00157427707628905,3.25316149729141
"Congo",-9.396218951539,-0.026875093649738,3.39580964115829,-9.19992206815935,-0.0241487203561201,3.28774872830289
"Costa_Rica",-0.251257033507038,0.0264684067957454,0.510887834291526,0.114368533908399,0.0288801906382277,0.358627403188944
"Cote_dIvoire",-9.49901422238519,-0.0390844685195903,4.02861155403702,-10.501693263445,-0.0405986550525455,4.27947878002949
"Croatia",3.93911563667412,0.0239300633540346,-0.592085464664008,3.72572821658002,0.0223079653329704,-0.514399583695047
"Cuba",2.79566035188565,0.000160971678901966,0.0814783296729596,2.49061964649006,-0.00167888751102828,0.185935614008331
"Curacao",NA,NA,NA,NA,NA,NA
"Cyprus",2.9688757750269,-0.00346958157703665,-0.134331878100728,2.76886498270097,-0.00413351659540659,-0.0702430370567007
"Czechia",4.49418360530032,0.00759442201912137,-0.08444219994733,4.23055792564961,0.00640041070411999,-0.00273163698780519
"Democratic_Republic_of_the_Congo",-13.7516040929375,-0.0600534312782462,5.30241129056577,-15.1529160004434,-0.0627210312394361,5.66846798701468
"Denmark",2.41366564182642,-0.0187905463050801,0.881758744295808,2.01745572386413,-0.0196087988947042,0.991743075682838
"Djibouti",-7.83514763740946,-0.0687291256538906,3.96924426087785,-8.90089082540655,-0.0707532750663425,4.25894192873473
"Dominica",NA,NA,NA,NA,NA,NA
"Dominican_Republic",-0.82787586946792,-0.00648651170988243,1.72872465470274,-1.0395764902354,-0.00572090851671235,1.75227994760329
"Ecuador",1.64576371651323,-0.00988937966809959,1.31725235862686,1.2118092182356,-0.0106017503636856,1.42611374309216
"Egypt",-41.8734448138415,-0.114408174010548,13.1036471740388,-44.6240051001564,-0.118211619319269,13.7762635285184
"El_Salvador",-10.9644657516728,-0.0242085931163018,4.06559596217956,-10.8515543086337,-0.0218245341463057,3.97859455689222
"Eritrea",NA,NA,NA,NA,NA,NA
"Estonia",2.16470023911873,-0.0230655042089774,0.530441131260497,1.62168392490156,-0.026463682507825,0.723832426980261
"Eswatini",-11.2747530046054,-0.010469437124871,3.39672272422557,-10.2512479166301,-0.0061527433584336,3.06436026476036
"Ethiopia",-3.16678805623309,0.0275369178054752,1.15839091299346,-2.7852768551211,0.0294073990217837,1.01441521618878
"Falkland_Islands_(Malvinas)",NA,NA,NA,NA,NA,NA
"Faroe_Islands",NA,NA,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA
"Finland",-12.1152285726257,-0.0648821876130501,4.98197699787466,-13.6412282878042,-0.0683980647233728,5.39723476876151
"France",2.60112895449214,-0.00660367403743118,1.1575826069581,1.64793725645646,-0.0100018150918821,1.44264361279576
"French_Polynesia",NA,NA,NA,NA,NA,NA
"Gabon",-17.1380251294099,-0.0662514458384341,6.14822776677367,-17.8143858563964,-0.0659277406508957,6.28872619194113
"Gambia",-7.52053432164445,0.0422508135124191,1.06111266547504,-1.93349811734826,0.0580035273190303,-0.536942065164379
"Georgia",-0.126923016175333,-0.00794931659808873,0.687470712651762,-0.618282032679433,-0.00964252244321886,0.832911592745698
"Germany",-2.74052125024276,-0.0382325486847956,3.0724436616827,-3.68047540546605,-0.0403731863410599,3.3272103888435
"Ghana",-9.44574350130375,-0.0349977257324531,4.11537944786265,-9.84276698144042,-0.0342171921320884,4.18044711935411
"Gibraltar",NA,NA,NA,NA,NA,NA
"Greece",4.51108539669327,0.0224149512193327,-0.671388345163544,4.35308233787869,0.0215550682920174,-0.622213456610866
"Greenland",NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA
"Guam",3.37490088804567,0.0524916984476547,-1.59577841809189,3.38183156486092,0.0517588771511389,-1.58818136858168
"Guatemala",-22.1367234363305,-0.0508796538214337,7.30181675371985,-22.7974793879936,-0.0504558241849093,7.42433567542708
"Guernsey",NA,NA,NA,NA,NA,NA
"Guinea",-1.95761503599183,-0.0188345739852368,1.77065630735013,-2.51454309554524,-0.0199943804396143,1.91763754337217
"Guinea_Bissau",-4.60131765119818,-0.0477189793227991,2.61767029737753,-5.69277586578221,-0.0522997069866174,2.95622795947935
"Guyana",1.55798771419343,0.0379330150989315,-0.851876137591515,1.61722499439731,0.0381093315603201,-0.880363764876432
