"","(Intercept)","Day","log(Day)","(Intercept)_smoothing","Day_smoothing","log(Day)_smoothing"
"Haiti",-30.2144186989271,-0.118225518548382,10.1449585698981,-31.7851474791219,-0.12001125932491,10.5304165590916
"Holy_See",NA,NA,NA,NA,NA,NA
"Honduras",-14.2417822600745,-0.0351338861035188,5.199305228345,-15.7609426806649,-0.0379387840577187,5.5841144367778
"Hungary",2.15171669146033,-0.0105476176927172,0.540703795170611,1.12163611575694,-0.0187260556351827,0.931086832468108
"Iceland",2.03010757523669,-0.0337071159747804,0.689867472613396,1.48175071254482,-0.0368344735261948,0.883118052867766
"India",-19.6554573360814,-0.0131327422198351,6.29659887784735,-20.226042031942,-0.0131828564664818,6.39998001478169
"Indonesia",0.983856745199823,0.00347792563036528,1.20994373331962,0.360019001685754,0.0019470570838567,1.37368564238925
"Iran",3.98898285645683,-0.00716601814225532,0.970890436379171,3.58319364992434,-0.00791876428091652,1.07530192736163
"Iraq",-20.0914218196667,-0.0266897182061705,6.38822473467047,-21.0769876803953,-0.0273891755587176,6.59999084275263
"Ireland",-0.0848436493392922,-0.0511722787389102,2.18997228796737,-1.09247954424034,-0.0552950228218706,2.50607201541758
"Isle_of_Man",NA,NA,NA,NA,NA,NA
"Israel",4.19746085833773,0.0171075897224792,0.0364698279044261,4.15878477362509,0.0178640586929437,0.0185752619553714
"Italy",-3.80282065965564,-0.0560693729224349,3.70704626308643,-5.5585329645376,-0.0619560357893621,4.22433180992607
"Jamaica",2.86654858080213,0.0317902233532392,-0.831354777634629,2.5427452888252,0.0260270316085107,-0.637924820038912
"Jersey",NA,NA,NA,NA,NA,NA
"Jordan",3.05888516267334,0.0137912267233756,-0.439563489440159,2.73477389337696,0.0108316050984607,-0.307954603647848
"Kazakhstan",-15.7361801854374,-0.0420313563510283,5.85459729508418,-15.845756893297,-0.0400544131329892,5.82480622316532
"Kenya",-17.7581613800876,-0.0320835900380118,5.73122406797459,-17.277165684647,-0.0286412652813654,5.53590572578789
"Kosovo",-0.589202999940474,0.010138835037552,0.841988528686558,-0.547955846958176,0.0114407480382895,0.794582170053694
"Kuwait",-12.491035968161,-0.0418626269326785,5.05052094080333,-13.7835438055495,-0.0439842350292449,5.37428569588629
"Kyrgyzstan",-33.9453010152048,-0.0830505198409221,10.4973942614671,-33.9179022791099,-0.0796257407963185,10.4031023211022
"Laos",NA,NA,NA,NA,NA,NA
"Latvia",1.68885292195216,-0.0201722248243759,0.469869241141135,1.20671103369568,-0.0232221417332975,0.642097973299961
"Lebanon",3.90757066784029,0.0482944981430272,-1.23974417686519,3.82655318673707,0.0479363124893043,-1.22787633577343
"Lesotho",-38.2162915223006,-0.163601172987898,12.4108209788818,-32.5536540406427,-0.132593504698188,10.5427681819322
"Liberia",-8.52786259484901,-0.036168328011016,3.17579314667294,-8.46235513802596,-0.0342464304769304,3.11921159829116
"Libya",-2.13505419290145,0.0397876227969854,0.414795802985387,-1.33444366828356,0.0435894155515494,0.13237786834463
"Liechtenstein",NA,NA,NA,NA,NA,NA
"Lithuania",2.91401051448507,-0.00308553691096871,0.0420016228145148,2.55856242716813,-0.00533423056017449,0.167767426626654
"Luxembourg",4.48205405595463,0.00167330850030071,-0.196971707493656,4.25039073629881,0.000950503898586262,-0.126916304711273
"Madagascar",-25.4081202287397,-0.0587621238153977,7.86687389864114,-24.7157759595327,-0.0543208806001264,7.60652966405153
"Malawi",-25.1078613614348,-0.0731114343365124,7.96447846526211,-22.6120095271685,-0.0625003772422949,7.1809335012198
"Malaysia",-13.7245434825031,-0.0692617838238741,5.46710428739734,-15.2577047894661,-0.0723719382557149,5.87512686192494
"Maldives",-0.512052381875803,0.0109472164712016,0.676205107956112,-0.462831832052102,0.0117831526711504,0.637652405432765
"Mali",-2.51158023745784,-0.0362567054469056,1.96867612438584,-3.31958621906543,-0.0392112033117139,2.21290201606911
"Malta",3.19447905128972,0.0231406293076198,-0.747143540717198,3.08598900223844,0.0227667865238908,-0.718872055450632
"Mauritania",-69.0892618375376,-0.194059856033887,20.2551679971396,-71.1894588866947,-0.195114974149721,20.7282365626226
"Mauritius",NA,NA,NA,NA,NA,NA
"Mexico",-8.71257659822763,-0.0297363144130243,4.36907859093425,-9.56315226005333,-0.030645300661016,4.56702600049352
"Moldova",0.727503434229183,-0.000462308401762183,1.04177071068806,0.34949299323449,-0.0010675737980539,1.13318326575248
"Monaco",NA,NA,NA,NA,NA,NA
"Mongolia",NA,NA,NA,NA,NA,NA
"Montenegro",1.99246867994597,0.0253476727767079,-0.297891562636714,1.96103006709589,0.0259480212741178,-0.313299372275448
"Montserrat",NA,NA,NA,NA,NA,NA
"Morocco",4.38935859081937,0.0298806420303143,-0.431846455789719,4.29373963942943,0.0299295011824098,-0.423217038855691
"Mozambique",-2.88659469535344,0.0117265778513586,1.05972603028476,-2.74080469128884,0.0132770920554328,0.982396403381492
"Myanmar",NA,NA,NA,NA,NA,NA
"Namibia",-12.7978672023712,0.0216959594702326,2.88497969249875,-6.54602620989787,0.03637576702579,1.18191668808017
"Netherlands",4.29935508241276,-0.0141193620609248,0.682591544576732,3.84138194428435,-0.0159987421995777,0.825539360196589
"New_Caledonia",NA,NA,NA,NA,NA,NA
"Nicaragua",-28.2496306389819,-0.0898330158173701,8.96408030824055,-27.8558495929579,-0.0856026217678868,8.7819383126509
"Niger",0.944654976753742,-0.0429662931499787,0.95418610328973,0.395245440709939,-0.0452515120083345,1.13749609389379
"Nigeria",-14.2205284124676,-0.047188525401267,5.46856524982099,-14.9777068268493,-0.0473504102580418,5.63196629006408
"North_Macedonia",-2.20932495814974,-0.0080842426020714,1.64703681629269,-2.36363775215522,-0.00697752647534328,1.65164043253557
"Northern_Mariana_Islands",NA,NA,NA,NA,NA,NA
"Norway",3.17204864177144,-0.0252604124597908,0.691406340694639,2.74345212146273,-0.0266724944210026,0.824777910164257
"Oman",-42.5099351326696,-0.112518746770103,13.1639933744108,-44.9598142647394,-0.11544846958808,13.7505867705375
"Pakistan",-27.2742524853256,-0.0997899434191669,9.8799081232745,-29.1260663242049,-0.102027700598945,10.33071823784
"Palestine",-8.45218056586111,0.00406905774814278,2.76561389059094,-6.79918837916918,0.00896926682898806,2.2812030789305
"Panama",-0.74360581463252,-0.00441613058109429,1.65073958198459,-1.08665263108689,-0.00433674830243093,1.71783461318195
"Papua_New_Guinea",NA,NA,NA,NA,NA,NA
"Paraguay",2.50925929181009,0.0424642914636299,-0.659876848793932,2.43976077152185,0.0421909181559985,-0.653027410187714
"Peru",-0.273278871370048,-0.0100557702587688,2.10347890898481,-0.975011031495115,-0.0115397443221915,2.28427003370857
"Philippines",-0.843350220601129,0.0190762750840484,1.01239723834941,-0.50330489768495,0.0205673593822952,0.888338384860924
"Poland",3.16280185706327,-0.000199448302966477,0.629672939491629,2.78986489569888,-0.0012176021695963,0.731062691665311
"Portugal",2.98809629372536,-0.0184382727423683,1.03678970810344,2.42911785326913,-0.0204352593877346,1.20509123008684
"Qatar",-15.461889382606,-0.0789609781428944,6.63142068340497,-17.1967098006457,-0.0821914333264486,7.08479030838681
"Romania",3.67483973724294,0.0132962350991044,0.209859731776341,3.5016601597053,0.0132009622052436,0.24273474436631
"Russia",-25.2336639922036,-0.0678635060440603,8.88276582859079,-27.2163614711057,-0.0706779055457048,9.36582363606913
"Rwanda",1.87108913747097,0.0287970868614709,-0.417588321484437,1.70364814697958,0.0277279146942065,-0.36604619726413
"Saint_Kitts_and_Nevis",NA,NA,NA,NA,NA,NA
"Saint_Lucia",NA,NA,NA,NA,NA,NA
"Saint_Vincent_and_the_Grenadines",NA,NA,NA,NA,NA,NA
"San_Marino",NA,NA,NA,NA,NA,NA
"Sao_Tome_and_Principe",NA,NA,NA,NA,NA,NA
"Saudi_Arabia",-12.7241753388288,-0.0563487963054946,5.74249204309793,-13.9080423012316,-0.0578902359799392,6.03257188925034
"Senegal",-4.17901888160345,-0.0173863277953569,2.29835104026249,-4.73418917655103,-0.0180665468361948,2.43148740501996
"Serbia",2.90606582938043,-0.00337554922064868,0.600467301482697,2.67146071031459,-0.00329748708525419,0.650005803570135
"Seychelles",NA,NA,NA,NA,NA,NA
"Sierra_Leone",-6.36862586938233,-0.0513859667674894,3.08640058762173,-7.11357561208964,-0.0526701059579342,3.28529727872252
"Singapore",-27.8293218685902,-0.0773062668402154,9.08320946941147,-29.3229865798418,-0.0788255598435413,9.43377141872867
"Sint_Maarten",NA,NA,NA,NA,NA,NA
"Slovakia",3.52544735609013,0.0134213623593666,-0.407817339770093,3.28845087608554,0.0116609513228293,-0.320565218914945
"Slovenia",3.87572891470362,0.00534363625789579,-0.380810847676293,3.61610719755251,0.00335396023462353,-0.28037939425825
"Somalia",-13.4152804210574,-0.0883136897022683,5.52085681102052,-15.2113943891761,-0.0936433635149885,6.0371942563554
"South_Africa",-49.0034483750821,-0.115406743193993,15.0090416528716,-50.4478702814468,-0.115338487268178,15.303611318493
"South_Korea",3.63578968933079,-0.00246925100191076,0.252967676746868,3.26393513601028,-0.00425884080225049,0.374571225880183
"South_Sudan",-15.5892858762598,-0.10522363308484,6.26217805984479,-16.7243706143056,-0.106433803505193,6.55413774389754
"Spain",5.34983759119023,-0.000386050412313992,0.522820235027501,4.74546130839826,-0.00313397963818696,0.716128545127248
"Sudan",-18.4848646003302,-0.0780849351937264,6.79922506345814,-20.1587486121065,-0.0813571639885158,7.23812752972508
"Suriname",-16.6325476679814,-0.0101946211069081,4.48663807473145,-13.6997567439849,-0.00156729563839044,3.64039060198139
"Sweden",-16.1029812056179,-0.0549429625318696,6.12851879834664,-17.1143581582976,-0.0558765008837738,6.36470069106813
"Switzerland",4.61334188898489,-0.0181791929236519,0.555673767956248,4.12189588011345,-0.0209286290124434,0.72387042636428
"Syria",0.709319578666055,0.0433496100336207,-0.610045648858237,0.864650138123676,0.0451893541596881,-0.703696972750828
"Taiwan",NA,NA,NA,NA,NA,NA
"Tajikistan",3.38478924331817,-0.0283956459896519,0.647368855248417,2.85986034035997,-0.0315891354265378,0.833137754477292
"Thailand",-19.0221362425735,-0.0935786724119309,6.92710641007263,-20.6793540470666,-0.0965535420162393,7.36271495853166
"Timor_Leste",NA,NA,NA,NA,NA,NA
"Togo",-0.718270331741788,0.0030377464323466,0.571451406082163,-0.974330134063781,0.00238621530910973,0.637609887043946
"Trinidad_and_Tobago",3.35108591971609,0.0782566552704933,-2.37217374454287,3.31585132670315,0.0795061908252222,-2.41961111500096
"Turkey",5.47221844963579,-0.0193783023377099,0.832937116656237,4.94658495698925,-0.0215268086057617,0.997665842587317
"Turks_and_Caicos_islands",NA,NA,NA,NA,NA,NA
"Uganda",1.69952043374689,0.0267750110885542,-0.34931233011124,1.50667559501403,0.0254764845369535,-0.287446160271059
"Ukraine",2.94017631144103,0.007802886594542,0.622732350938088,2.54537595009761,0.00668808368823729,0.727645812809652
"United_Arab_Emirates",-20.2034777170101,-0.0582363761387952,7.03355933092611,-22.1915031010211,-0.0616820380521584,7.53666941993715
"United_Kingdom",-10.2601445352161,-0.0597203600200062,5.28595566862539,-12.0374905985387,-0.0638113343156883,5.76596131928244
"United_Republic_of_Tanzania",NA,NA,NA,NA,NA,NA
"United_States_of_America",-4.18682041383389,-0.0161452759124015,3.44356341883732,-4.59219577370359,-0.0161955072252701,3.52315425113096
"United_States_Virgin_Islands",2.48682203583164,0.0480884178341163,-1.27383718369489,3.02742051995299,0.0503098312899921,-1.4537380827142
"Uruguay",3.50260622343581,0.00660083449380071,-0.447649850976289,3.31881889792289,0.00509473064868097,-0.372266389860726
"Uzbekistan",-0.01844674811798,0.00977351870303635,0.980846519406977,0.147029032983334,0.0117493451938694,0.890326597500142
"Venezuela",-4.35368465363659,0.0146955608246626,1.75936947906811,-3.39125118811683,0.0180051917675523,1.46011776473955
"Vietnam",0.720270409686674,0.0140853676918498,-0.213590229605972,0.657930877439217,0.014809001571303,-0.22379335399071
"Yemen",-15.6353410453691,-0.0833605707360472,5.83459754413423,-16.4762192062231,-0.083925368524981,6.03880069495323
"Zambia",-2.93975758528965,0.014101886901468,1.22715972081446,-2.28928522441355,0.017663802473633,0.991015638231938
"Zimbabwe",-29.5745552119896,-0.0476082735439224,8.26622146239152,-24.3385520736845,-0.0319330058215595,6.76239705914597
