"","(Intercept)","Day","log(Day)","(Intercept)_smoothing","Day_smoothing","log(Day)_smoothing"
"Afghanistan",-31.8448928587145,-0.123921142817387,10.9649842978318,-38.1826968335908,-0.132179496238047,12.5345110646933
"Albania",1.91512355192647,0.0191779027083932,-0.0152279267737211,1.83839387357117,0.0206378139766161,-0.0572977623221686
"Algeria",-0.289001594990983,0.00123018663067174,1.23123365243451,-0.809758133991792,0.00254241043297959,1.29285546337903
"Andorra",3.31199025206327,-0.00721304189230358,-0.235221915326553,2.45210367214445,-0.0160133177574205,0.137259112585522
"Angola",-3.23725822701419,0.0243507085497559,0.712285622845289,-1.68217684081221,0.0305382443316933,0.190538041828388
"Anguilla",NA,NA,NA,NA,NA,NA
"Antigua_and_Barbuda",NA,NA,NA,NA,NA,NA
"Argentina",-4.85354729463503,0.00700471765522973,2.47318284205836,-6.68338190078865,0.00484807677860631,2.87595891603342
"Armenia",-12.905895336441,-0.0523290090026852,5.26423525893154,-16.7734662257553,-0.0578914071894741,6.22431864354363
"Aruba",3.21865814791221,0.0730343463240884,-2.03248367343343,3.36194904021749,0.0770337893959847,-2.21807286739977
"Australia",1.99022390528053,0.00910674106137786,0.327322056498006,2.01822283636106,0.0113560191491358,0.243999283944456
"Austria",4.76452258774361,-0.00611817302816514,0.180992485900486,3.65465023428332,-0.0119991960900742,0.552351881948931
"Azerbaijan",-15.4570710307317,-0.0497421149961423,5.7069821089928,-18.7523867902798,-0.052994266396369,6.48015996436266
"Bahamas",1.87488220272564,0.054529648226571,-1.25463677894908,2.05242346849995,0.0591523110821244,-1.4622414812471
"Bahrain",-11.5108914377905,-0.0343412330877805,4.54328979284862,-14.841109117695,-0.0389885927939254,5.35210930717726
"Bangladesh",-13.5456695056632,-0.0504160671480665,5.78349477437244,-17.2778033021057,-0.0557676556943272,6.69865249851575
"Barbados",NA,NA,NA,NA,NA,NA
"Belarus",-12.4783431810629,-0.0803671042652352,5.87258822096391,-17.8808673175453,-0.092634054681347,7.33915075092237
"Belgium",-0.812675004505249,-0.0264284826727474,2.14768679890041,-2.89196521941922,-0.0310332425661011,2.70670813100681
"Belize",NA,NA,NA,NA,NA,NA
"Benin",-14.0222344923145,-0.0486343995640972,4.79299545482607,-14.4459459599407,-0.0438739386344593,4.77285588339925
"Bermuda",NA,NA,NA,NA,NA,NA
"Bhutan",NA,NA,NA,NA,NA,NA
"Bolivia",-18.4899190257908,-0.0443411653946384,6.46051772308373,-19.4063920161491,-0.0409234314038083,6.54916118359907
"Bonaire, Saint Eustatius and Saba",NA,NA,NA,NA,NA,NA
"Bosnia_and_Herzegovina",2.81056167740981,0.0194078808852908,-0.0360561010980651,2.51071965937826,0.0201948733254461,-0.013008343208295
"Brazil",-15.2406578209214,-0.040059470417224,6.36307803153655,-17.8698989921511,-0.0417302297104906,6.93480320432015
"British_Virgin_Islands",NA,NA,NA,NA,NA,NA
"Brunei_Darussalam",NA,NA,NA,NA,NA,NA
"Bulgaria",0.642410312538296,0.00573472140499783,0.727850547585026,0.537272184806546,0.00845854151229488,0.669980051040426
"Burundi",NA,NA,NA,NA,NA,NA
"Cambodia",NA,NA,NA,NA,NA,NA
"Cameroon",-8.16661952502267,-0.0456966985722696,3.8959402905365,-10.7226009069439,-0.0487391331540651,4.525285158008
"Canada",-16.3914103660787,-0.0628830900270174,6.47703576843034,-21.3710766996546,-0.0712704277392951,7.73939707342901
"Cape_Verde",-5.09519918860888,-0.00602597558632561,1.97136276086857,-5.34172311706603,-0.00441886783716499,1.96657388917559
"Cases_on_an_international_conveyance_Japan",NA,NA,NA,NA,NA,NA
"Cayman_Islands",NA,NA,NA,NA,NA,NA
"Central_African_Republic",-56.539228739993,-0.196734466124218,17.4942514466319,-61.7319098843812,-0.196449351871744,18.6300291646991
"Chad",-10.8789570181635,-0.076307128107016,4.42749756335566,-14.4231920869307,-0.0861271132462328,5.43677071028982
"Chile",-19.9402442289167,-0.0759052616059694,7.81334185560868,-25.99456225141,-0.0862295714213555,9.34961040815143
"Colombia",-7.35758890661644,-0.00407762564369105,3.40369365724013,-6.18718903685488,0.00314916417583666,2.93967008224958
"Congo",-9.396218951539,-0.026875093649738,3.39580964115829,-9.3424654510792,-0.0212223698179697,3.24232846816714
"Costa_Rica",-0.251257033507038,0.0264684067957454,0.510887834291526,0.502479883025993,0.0315252346489683,0.182284851078389
"Cote_dIvoire",-9.49901422238519,-0.0390844685195903,4.02861155403702,-11.8999503189269,-0.0413502661484649,4.59586604040685
"Croatia",3.93911563667412,0.0239300633540346,-0.592085464664008,3.23483159319328,0.0185775589412163,-0.33329639384469
"Cuba",2.79566035188565,0.000160971678901966,0.0814783296729596,1.94345259229107,-0.00436219072190424,0.361128337012958
"Curacao",NA,NA,NA,NA,NA,NA
"Cyprus",2.9688757750269,-0.00346958157703665,-0.134331878100728,2.42602726720355,-0.00654349828482087,0.0586752778524717
"Czechia",4.49418360530032,0.00759442201912137,-0.08444219994733,3.67522653079283,0.00386717025957056,0.169446774196416
"Democratic_Republic_of_the_Congo",-13.7516040929375,-0.0600534312782462,5.30241129056577,-17.2481774098492,-0.0652269208531568,6.18156346055466
"Denmark",2.41366564182642,-0.0187905463050801,0.881758744295808,1.0316430294174,-0.0227929127643932,1.28319083768983
"Djibouti",-7.83514763740946,-0.0687291256538906,3.96924426087785,-10.7887292333348,-0.0732525870362575,4.74956499478994
"Dominica",NA,NA,NA,NA,NA,NA
"Dominican_Republic",-0.82787586946792,-0.00648651170988243,1.72872465470274,-1.25810022850943,-0.00364124254947484,1.74018601924453
"Ecuador",1.64576371651323,-0.00988937966809959,1.31725235862686,0.319405859488335,-0.0121506677334048,1.65075447737741
"Egypt",-41.8734448138415,-0.114408174010548,13.1036471740388,-48.8033068575647,-0.122225105482453,14.7506318546103
"El_Salvador",-10.9644657516728,-0.0242085931163018,4.06559596217956,-10.0757326321686,-0.0157679534672075,3.65363840769627
"Eritrea",NA,NA,NA,NA,NA,NA
"Estonia",2.16470023911873,-0.0230655042089774,0.530441131260497,0.421408214054667,-0.0334616954220199,1.13927487144805
"Eswatini",-11.2747530046054,-0.010469437124871,3.39672272422557,-8.67384193162419,0.00134443779988739,2.52568729174994
"Ethiopia",-3.16678805623309,0.0275369178054752,1.15839091299346,-2.68411772928512,0.0306822392243157,0.929387971130433
"Falkland_Islands_(Malvinas)",NA,NA,NA,NA,NA,NA
"Faroe_Islands",NA,NA,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA
"Finland",-12.1152285726257,-0.0648821876130501,4.98197699787466,-17.2967252221088,-0.0772719045864107,6.39834211829576
"France",2.60112895449214,-0.00660367403743118,1.1575826069581,-0.506563528759336,-0.0169815531561388,2.07047121959528
"French_Polynesia",NA,NA,NA,NA,NA,NA
"Gabon",-17.1380251294099,-0.0662514458384341,6.14822776677367,-19.4488531415762,-0.0664107365824606,6.65328402635732
"Gambia",-7.52053432164445,0.0422508135124191,1.06111266547504,0.175177266674464,0.0719689065613873,-1.39716697871857
"Georgia",-0.126923016175333,-0.00794931659808873,0.687470712651762,-1.5358075567504,-0.0123836750560643,1.09440436264822
"Germany",-2.74052125024276,-0.0382325486847956,3.0724436616827,-6.11883124716018,-0.0465898816225816,4.0010378487882
"Ghana",-9.44574350130375,-0.0349977257324531,4.11537944786265,-9.94116569521943,-0.0304705093061252,4.1073252168816
"Gibraltar",NA,NA,NA,NA,NA,NA
"Greece",4.51108539669327,0.0224149512193327,-0.671388345163544,3.97991064010348,0.0188089765677884,-0.488348246875917
"Greenland",NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA
"Guam",3.37490088804567,0.0524916984476547,-1.59577841809189,3.22412123118203,0.0414782480199288,-1.32359545592706
"Guatemala",-22.1367234363305,-0.0508796538214337,7.30181675371985,-24.9020572799768,-0.0522011278690799,7.8967200171089
"Guernsey",NA,NA,NA,NA,NA,NA
"Guinea",-1.95761503599183,-0.0188345739852368,1.77065630735013,-3.49957124123005,-0.0214086577318554,2.16284239067649
"Guinea_Bissau",-4.60131765119818,-0.0477189793227991,2.61767029737753,-7.07642585236866,-0.0548996278582187,3.33049530511847
"Guyana",1.55798771419343,0.0379330150989315,-0.851876137591515,1.47885965469002,0.0353614890719621,-0.806393023487491
"Haiti",-30.2144186989271,-0.118225518548382,10.1449585698981,-35.428670923036,-0.125075044437928,11.4403174455363
"Holy_See",NA,NA,NA,NA,NA,NA
"Honduras",-14.2417822600745,-0.0351338861035188,5.199305228345,-18.5755243515238,-0.0427357227567774,6.28544477014779
"Hungary",2.15171669146033,-0.0105476176927172,0.540703795170611,-0.342653772345364,-0.0267902713107782,1.42228291807134
"Iceland",2.03010757523669,-0.0337071159747804,0.689867472613396,0.339032054020147,-0.0427079172245216,1.27163404738316
"India",-19.6554573360814,-0.0131327422198351,6.29659887784735,-20.3507839902125,-0.0115369067414118,6.35010927218318
"Indonesia",0.983856745199823,0.00347792563036528,1.20994373331962,-0.585940750684159,0.000353723771560921,1.60120362388871
"Iran",3.98898285645683,-0.00716601814225532,0.970890436379171,2.79537368208808,-0.00926954734824192,1.27427290495109
"Iraq",-20.0914218196667,-0.0266897182061705,6.38822473467047,-22.8199475476378,-0.0284107269457269,6.96539086540266
"Ireland",-0.0848436493392922,-0.0511722787389102,2.18997228796737,-3.49765323897735,-0.0653253870859545,3.25868269383402
"Isle_of_Man",NA,NA,NA,NA,NA,NA
"Israel",4.19746085833773,0.0171075897224792,0.0364698279044261,3.96633074453829,0.0183269816737668,0.0327051391784022
"Italy",-3.80282065965564,-0.0560693729224349,3.70704626308643,-9.34642725960324,-0.0737429325268665,5.32010743715125
"Jamaica",2.86654858080213,0.0317902233532392,-0.831354777634629,1.95937560280664,0.0177420643756732,-0.340556359303658
"Jersey",NA,NA,NA,NA,NA,NA
"Jordan",3.05888516267334,0.0137912267233756,-0.439563489440159,2.25248800465421,0.00575866284675764,-0.100853535926815
"Kazakhstan",-15.7361801854374,-0.0420313563510283,5.85459729508418,-14.6467070235483,-0.0323484211641337,5.37002485916981
"Kenya",-17.7581613800876,-0.0320835900380118,5.73122406797459,-15.2361984501253,-0.0193122615745328,4.85416254192098
"Kosovo",-0.589202999940474,0.010138835037552,0.841988528686558,-0.118634427785312,0.0151826609954953,0.59644372147994
"Kuwait",-12.491035968161,-0.0418626269326785,5.05052094080333,-16.4580323347074,-0.0483972486160787,6.04341989733474
"Kyrgyzstan",-33.9453010152048,-0.0830505198409221,10.4973942614671,-31.0544709184773,-0.06623247159322,9.45608572166009
