,(Intercept)_1,log(Days_after_first_Case)_1,Days_after_first_Case_1,(Intercept)_2,log(Days_after_first_Case)_2,Days_after_first_Case_2,psi,(Intercept)_1_s,log(Days_after_first_Case)_1_s,Days_after_first_Case_1_s,(Intercept)_2_s,log(Days_after_first_Case)_2_s,Days_after_first_Case_2_s,psi_s
Eswatini,-0.264713185,-1.093932689,0.134587208,24.63569824,-7.360924816,0.122621655,42,0.005524678,-1.569995852,0.179443346,19.63105416,-5.932968563,0.107107595,48
Ethiopia,-1.099968415,0.7082326,-0.000581425,-76.08458009,22.5196498,-0.224963066,42,-0.033935506,0.99136183,-0.270748605,-27.74216002,8.654813265,-0.071334002,12
Falkland_Islands_(Malvinas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,-31.97700416,11.1987643,-0.153378171,-368.9922466,93.78185025,-0.659202669,138,-36.01435431,12.52837183,-0.176168557,15.79752608,-1.780879314,-0.033479147,91
France,-72.95513941,24.7132122,-0.339901044,4.974052179,0.289860475,-0.00096114,110,-69.90079523,23.75580342,-0.325656557,1.328295829,1.210328999,-0.007377374,114
French_Polynesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,-0.433817053,-0.437581204,0.109717295,-25.57509149,8.771334676,-0.103455169,63,-2.023998997,0.371420824,0.077990069,-32.61638967,10.75913209,-0.124418014,67
Gambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,-0.504813017,0.337555446,0.044404503,14.54359739,-3.252245154,0.021207743,45,-0.159760396,0.081252923,0.061857215,10.14439104,-1.983614869,0.007101432,48
Germany,-71.70410039,24.89338689,-0.364960901,62.09085896,-14.14949823,0.098829737,104,-68.70335481,23.93457575,-0.349804688,69.01259176,-15.91502668,0.111619458,107
Ghana,-8.455153069,4.198332323,-0.059467886,69.3276886,-18.45125528,0.214593146,81,1.514212282,-0.247744027,0.093153887,31.88626274,-8.25567974,0.119577813,57
Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,-3.378451552,3.175157588,-0.10668113,-20.007229,5.272454455,-0.01795402,82,-3.363231257,3.16803404,-0.106407629,-22.56323817,5.958650312,-0.024005722,84
Greenland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,1.055418712,0.802478045,-0.105801745,-18.27162454,4.557906163,-0.013222823,48,1.083452787,0.771639905,-0.102465378,-24.23286416,6.26142686,-0.031927054,52
Guatemala,0.853598082,-0.297414535,0.082209549,18.99597845,-4.512666401,0.080298936,71,1.207887863,-0.506080415,0.091232657,1.284349875,0.394895201,0.031699381,73
Guernsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,-8.220831866,4.018491626,-0.063891312,20738.20952,-5536.846691,48.14752776,112,-10.34143451,4.807565117,-0.082119558,64.34412444,-16.6529949,0.162624422,86
Guinea_Bissau,1.432109812,-2.115230212,0.267115684,25.37923596,-6.511023695,0.071924176,40,0.58927379,-0.857476056,0.156399821,32.30688902,-8.635129224,0.100909863,46
Guyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,0.092196925,-0.21621541,0.053540677,-80.76579949,25.29144787,-0.311870734,34,-4.274706478,1.156970118,0.056469952,-136.6689719,40.57458214,-0.456263471,84
Holy_See,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,0.892044493,0.292104688,0.040554633,-10097.08827,2689.069698,-23.09523966,115,0.892044493,0.292104688,0.040554633,-10097.08827,2689.069698,-23.09523966,115
Hungary,-0.390631518,0.8286426,0.058315018,1.22609763,1.513506882,-0.057742374,36,-3.591296964,2.677924151,-0.04695048,10.30424446,-1.208119053,-0.02331538,51
Iceland,-9.827295265,6.249136628,-0.242382502,-17.31242413,2.497070522,0.051447565,82,-9.685062727,6.183208724,-0.239773191,-136.7395395,34.16589818,-0.215923546,87
India,-0.270095975,-1.748579127,0.211049346,-12.566444,4.543870493,-0.002582383,67,-13.66876843,3.290954461,0.08990128,-11.70390514,4.320387048,-0.000869633,71
Indonesia,-0.806227552,2.068124507,-0.028252332,10.13933294,-1.533385557,0.037994694,64,-1.052777248,2.183948509,-0.032681942,14.23470503,-2.670319924,0.049280231,65
Iran,-3.274895349,4.032517656,-0.097991722,-22.58913532,8.052109134,-0.067374624,68,-3.318711002,4.051650881,-0.098644583,-23.18368881,8.212727306,-0.068815389,72
Iraq,-6.376509247,3.854273396,-0.100830301,-59.36934279,16.61106498,-0.105519922,57,-5.568332,3.471604928,-0.085290582,-71.2542245,19.81121202,-0.13400229,63
Ireland,-13.80596783,7.393809598,-0.175264691,264.2780834,-69.49701991,0.589008225,101,-13.6425923,7.33140812,-0.17368721,259.0740684,-68.23102235,0.581774859,105
Isle_of_Man,-1.922556331,2.584458338,-0.16543183,-26.30258509,-3.98E-13,4.15E-15,62,-0.260539238,1.172181351,-0.030084584,10.65303031,-2.034181912,-0.062689875,25
Israel,-24.76795685,11.43659474,-0.278148407,-17.63245167,3.784751027,0.045399916,84,-24.28789925,11.25288082,-0.273384663,-9.695832534,1.694970323,0.062573099,88
Italy,-32.03342752,12.97381564,-0.208879177,95.12061059,-22.11401484,0.140246293,103,-30.36046636,12.41269128,-0.198746186,76.20017672,-17.26507953,0.104442248,108
Jamaica,-5.337373711,2.934122905,-0.07641251,-194.2293837,53.23103219,-0.492774459,87,0.766566308,-0.478676062,0.09191744,46.71422627,-13.26775538,0.15706879,49
Jersey,0.130733599,1.390898409,-0.104675079,13.01825845,-4.228510117,0.056129655,69,1.208910616,-2.055311746,0.633912805,2.740306075,0.13059859,-0.051774167,10
Jordan,-1.019345029,2.477088222,-0.182658707,-21.71315452,7.145998825,-0.088498368,34,-0.673528038,2.212504159,-0.160164278,-30.85527023,9.830442067,-0.120498336,40
Kazakhstan,-0.92987168,1.660072831,-0.008170151,-607.269497,165.6760591,-1.488040141,87,-0.931406563,1.663953151,-0.008499002,-2091.427367,567.0933019,-5.145771083,97
Kenya,-3.477115982,2.494606048,-0.088509088,-10.41495051,3.456774194,-0.003391276,38,-0.631558673,0.174406268,0.113621622,-0.295653358,0.502922501,0.030956785,16
Kosovo,-2.484656012,2.274221511,-0.072371844,-54.11067705,14.64240858,-0.090730601,68,-2.544724809,2.302509923,-0.073424812,-60.2507428,16.34719337,-0.107715194,76
Kuwait,1.651820296,-0.338795777,0.084035823,43.75195341,-10.02116907,0.089202397,79,1.174168591,-0.107177012,0.076267724,55.56283887,-13.20545329,0.117672935,83
Kyrgyzstan,1.145924849,0.536805837,0.002660001,-172.8657036,47.51883303,-0.404461909,78,0.97303002,0.632436686,-0.001516253,-220.6199136,60.67139988,-0.532358114,83
Laos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,-4.808067935,3.867928105,-0.175407202,11.73774443,-2.399840154,0.003876465,42,-3.760732525,3.267019104,-0.140511515,13.07149945,-2.795054892,0.008678724,46
Lebanon,-9.557753305,5.386043147,-0.18775145,-17.55489906,5.316330142,-0.03981974,56,-9.259821148,5.246668156,-0.182150522,-14.81138944,4.559687248,-0.032528802,60
Lesotho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,-6.172324808,2.840992744,-0.065435159,-61.54336757,17.55972228,-0.163556599,60,0.320479121,-0.317075796,-0.284154304,0.659138695,-0.057876346,0.02413972,11
Libya,-1.838509073,1.518991756,-0.095929461,-39.32631455,11.17939097,-0.084450392,36,-2.149767285,1.774769911,-0.118828414,-38.73221361,11.0068821,-0.082448026,38
Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,-6.8800901,4.694366971,-0.173269669,-17.26957807,6.032855288,-0.087593593,57,-7.053468198,4.778979943,-0.176958023,-6.932747489,3.094632262,-0.056027304,60
Luxembourg,-2.627618,3.650140007,-0.16939691,61.97391672,-18.74636073,0.262210198,79,-2.517127029,3.593189308,-0.166717438,50.5137163,-15.66296344,0.234719698,82
Madagascar,0.991075691,-0.132212147,0.039268067,-2778.980994,753.2199372,-6.873623582,102,0.634489153,0.605765498,-0.045815209,1.375582859,-0.490262587,0.054726808,18
Malawi,0.207639986,-0.378172342,0.064483953,5242.640371,-1460.418234,14.87031069,95,0.578434263,-0.407793057,0.027801313,-6.782785207,1.985329938,0.022120651,15
Malaysia,-51.85347753,17.69265117,-0.260836499,-111.7322219,31.20998486,-0.27958752,93,-50.77424122,17.3397668,-0.254875017,-124.3950874,34.48629617,-0.304683015,97
Maldives,1.625538665,-3.285034031,0.301420219,-13.60462797,5.314302235,-0.075976031,53,1.05963891,-1.625287183,0.171168612,-1.060580001,1.724220464,-0.03653244,57
Mali,-0.909400939,1.286948041,-0.016570998,-7134.2742,1966.685476,-19.20234072,101,-0.090766812,0.891789962,-0.002052551,-21.61212375,7.719643673,-0.109420088,73
Malta,-2.759771885,2.458937844,-0.102617037,-53.77164816,16.94830884,-0.235992791,51,-0.347047754,0.892924192,0.000422653,6.587954325,-1.039364017,-0.011696187,34
Mauritania,-0.855422634,-0.22853183,-0.005458677,-123.6512014,35.6462804,-0.355170239,31,-12.09339019,2.756410894,0.04772048,-189.0393203,54.1758451,-0.552598647,100
Mauritius,-0.183143315,2.346369121,-0.22753236,-84.32983908,24.03012714,-0.280058285,50,1.530341214,0.345386727,0.024776535,21.96277302,-7.476585104,0.107819942,22
Mexico,-5.524463559,3.39677633,-0.017222951,-4194.430875,1097.806222,-8.777832811,122,-3.223325504,2.58053579,-0.000566979,-1.933092963,2.39434305,-0.006962238,82
Moldova,-6.547415725,4.126297343,-0.096405106,-20.60610022,7.14284985,-0.066990131,56,-0.120787162,0.44480624,0.124308394,1.009234167,0.991724842,-0.000835967,14
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,-1.317779332,2.529592883,-0.189774596,-482.751913,129.4838334,-1.108769362,63,-1.348282176,2.550361916,-0.191275792,-482.7444632,129.4817991,-1.108750174,70
Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,-5.982340664,3.922349831,-0.0868033,-211.7198741,58.01140561,-0.503417129,84,-5.95939959,3.913843224,-0.086621525,-284.426211,77.65721764,-0.681526591,89
Mozambique,-0.208128891,3.580436628,-1.060859709,-6.750353554,2.286575032,-0.006407743,10,-0.211779832,1.686017478,-0.454164075,-7.201088381,2.427019025,-0.008389781,14
Myanmar,-2.394027371,1.919337473,-0.08634075,-31.77433471,9.794950022,-0.125702878,51,-0.215020613,-2.821652254,0.951813242,-0.138975696,0.639974256,-0.021822841,8
Namibia,-1.108915606,0.954392218,-0.13526153,-76.64283964,18.31384719,-0.055747129,50,-1.163958042,1.014966346,-0.141981029,-75.14082571,17.90281554,-0.05184692,61
Netherlands,-9.112912813,6.038922668,-0.153644297,-39.31822945,12.89218171,-0.149474804,76,-8.897063437,5.950456736,-0.15099038,-65.3215529,19.97877332,-0.215419693,81
New_Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,0.607297745,-3.164642831,0.241510612,103.0383449,-27.90916909,0.291981119,69,-19.6470142,5.535791778,-0.003021075,192.6649155,-52.46727439,0.526211116,83
Niger,-14.99167171,9.57185706,-0.495171833,5.16245731,-0.663334063,-0.009415371,37,-1.051509759,1.993375961,-0.087123204,424.7896533,-114.5611816,1.040466826,92
Nigeria,-6.781100678,3.114228539,-0.012685664,-633.1258549,170.3223783,-1.466507671,111,-0.674153132,0.400323133,0.078749472,-7.731275496,3.494947533,-0.02146697,58
North_Macedonia,-7.530527303,4.457566448,-0.130044463,-70.0042399,20.10408165,-0.177229763,59,-7.593363988,4.488816034,-0.131454633,-80.53572614,23.00912063,-0.205465314,63
Northern_Mariana_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,-4.421050892,4.087407593,-0.136321527,-14.17667683,4.732882556,-0.049095414,79,-4.517942029,4.131312879,-0.137929711,12.99621083,-2.58895392,0.01628559,82
Oman,-6.63423576,3.048333137,-0.018434276,-45.4331268,13.59996602,-0.104880733,62,-9.310889806,4.157916891,-0.052451094,-43.48186322,13.06660548,-0.099871354,65
Pakistan,-4.060246807,3.073937583,-0.036224087,-32.65505394,11.11954827,-0.10222581,49,-4.86079296,3.436756184,-0.04970269,-34.0294229,11.50428615,-0.106138732,52
Palestine,-0.084637753,1.01475852,-0.035189968,-410.3781463,108.7864423,-0.871602022,80,2.150471796,-1.36696941,0.19686203,27.35702488,-8.950370588,0.177557493,21
Panama,-1.206351823,2.292035481,-0.049777151,-31.39124249,9.760881757,-0.070324567,63,-1.079657441,2.189941721,-0.041995289,10.68683006,-2.067510041,0.052022015,30
Papua_New_Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,0.541740848,-1.346037166,0.355100267,1.54493771,-0.069032924,0.024652575,14,0.345039972,-0.319248674,0.142322194,1.631958455,-0.095099342,0.024977227,18
Peru,-1.066373177,2.087956742,-0.051071996,-13.45944678,6.308779119,-0.072012969,20,-7.459788525,4.291282631,-0.035744678,73.55385147,-17.43025602,0.150241925,88
Philippines,-32.53440871,11.18789349,-0.13649552,75.14978023,-18.81803277,0.174612695,106,0.386451543,-2.772954893,0.292602353,26.42639809,-6.329655669,0.082345079,58
Poland,-5.166051832,4.057840564,-0.09707011,-10.68494361,4.841518316,-0.057057091,58,-4.533740775,3.755669505,-0.084380012,-3.943980807,2.923106392,-0.036446727,47
Portugal,-8.475949563,5.798044836,-0.157391303,-12.50682102,4.796765301,-0.03844533,70,-5.624627764,4.602583547,-0.119893498,-6.558662446,3.199165924,-0.024306708,85
Qatar,-2.776586229,2.251649255,0.004360721,-14.59364291,6.806473211,-0.094519848,86,-3.137639013,2.386799168,0.001237563,-26.38600195,10.00030497,-0.123668095,89
Romania,-9.803862384,5.33970354,-0.103421176,-1.082335192,0.95471504,0.019390344,90,-9.311123176,5.15251664,-0.098811526,-22.3093772,6.599693764,-0.028769722,94
Russia,-45.20091252,13.28945153,-0.056683446,-21.54039741,8.209745262,-0.071638063,82,-84.221155,25.54625637,-0.241890626,-11.8260359,5.676810065,-0.051728322,87
Rwanda,0.352844969,0.536139542,-0.016852563,-81.75678103,23.05712594,-0.212203223,61,-0.008005999,0.832748639,-0.034554197,4.639739614,-1.36946095,0.046322028,19
Saint_Kitts_and_Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint_Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint_Vincent_and_the_Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Marino,0.463775518,0.554320805,-0.001082051,11.51089729,-2.056152441,-0.016366392,49,0.29352989,0.678676506,-0.009612543,30.35512514,-7.50086793,0.044789991,57
Sao_Tome_and_Principe,-3.16203172,1.726828883,-0.016361177,51.55507752,-13.05331706,0.079971944,64,-5.187692396,2.666110198,-0.05131634,397.6559077,-115.0549081,1.336156874,71
Saudi_Arabia,1.52232821,0.300791277,0.089467384,-3.235356151,2.827733136,-0.017044972,50,0.482396541,0.852619836,0.064085619,-3.79329097,2.984870909,-0.018675659,54
Senegal,1.698010434,-0.49581954,0.084175534,3.081378747,0.315540303,0.001020401,57,0.35854014,0.307492118,0.071323455,-8.092116204,3.50398782,-0.033537244,14
Serbia,-8.459116231,5.393656967,-0.144841104,-0.464337868,-0.271746399,0.062773184,83,-5.264244559,4.077753371,-0.105689585,-347.4503732,92.80613949,-0.759201577,98
Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra_Leone,-1.618969713,0.659618737,0.057557529,-1.716554796,1.740861556,-0.036567863,44,-2.26952313,1.04483668,0.03612572,-0.531621609,1.383893879,-0.031892274,47
Singapore,2.61884541,-2.085053754,0.152806905,-11.97376574,5.470953932,-0.065909229,90,1.971243955,-1.490568037,0.127472481,-21.40894963,7.912228811,-0.084538917,94
Sint_Maarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,-3.81807804,3.195109268,-0.113813363,-26.70535277,5.310734526,0.03479875,90,-3.829875902,3.200632452,-0.114024958,1.307566623,-2.192570741,0.100657792,92
Slovenia,-0.782102386,2.335080742,-0.120548533,-46.52326106,10.39299258,-0.004671689,84,-0.528595733,2.195424683,-0.113510754,-280.0150885,72.58989391,-0.539587161,95
Somalia,-0.964786014,-1.658864189,0.297716639,-10.80549379,4.791877307,-0.081623671,35,-23.75205444,9.366262314,-0.181442464,-18.32194407,7.050105196,-0.11062692,50
South_Africa,-7.508109706,5.859008992,-0.271635147,-0.43027165,1.012685552,0.039048592,36,-3.743802213,3.709491906,-0.144450018,-0.710358629,1.091422811,0.038237048,39
South_Korea,-38.94214005,15.74982645,-0.336444662,-55.31283426,14.36497047,-0.085453703,90,-37.89364818,15.37033662,-0.327886837,-68.17307765,17.61655152,-0.108193505,95
South_Sudan,-0.557838579,-0.631932622,0.147295494,-46.01030386,16.16493069,-0.271548705,52,-7.316109999,2.626679706,0.017686227,-2.970284812,3.196372194,-0.100314117,57
Spain,-65.94034215,24.06148171,-0.39507934,84.30320594,-19.89403725,0.141880032,94,-62.95283041,23.07077893,-0.377537716,108.5986932,-26.1818189,0.189972485,97
Sudan,-0.626665818,-2.341370261,0.431692217,-34.67582595,11.8027006,-0.147381514,13,-16.26595603,5.418403757,-0.018908087,-64.90836091,20.21624033,-0.231984104,72
Suriname,0.338056687,0.61722802,-0.266776786,-111.5862036,31.55065297,-0.306244212,16,0.334071132,0.695868299,-0.288165652,-111.5862036,31.55065297,-0.306244212,17
