"","(Intercept)_1","log(Days_after_first_Case)_1","Days_after_first_Case_1","(Intercept)_2","log(Days_after_first_Case)_2","Days_after_first_Case_2","psi","(Intercept)_1_s","log(Days_after_first_Case)_1_s","Days_after_first_Case_1_s","(Intercept)_2_s","log(Days_after_first_Case)_2_s","Days_after_first_Case_2_s","psi_s"
"Faroe_Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",-31.977004161364,11.1987642972522,-0.153378170565735,-368.992246589338,93.781850251187,-0.65920266943779,138,-36.4814453184493,12.6843833073172,-0.178964938151198,37.9466646961791,-7.59505533523958,0.0134717527339384,93
"France",-72.9551394102463,24.7132122021172,-0.339901044446422,4.97405217857555,0.289860474788203,-0.000961140059780059,110,-48.9409979287772,16.2378872845796,-0.161738596252187,44.9645719250624,-9.60907101234308,0.0625855725428255,69
"French_Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon",-0.433817052558218,-0.437581203977393,0.109717294778038,-25.5750914949832,8.77133467624592,-0.103455169363366,63,-3.74077754184653,1.12126648881504,0.0539828716607643,-28.5889648636326,9.62924232035598,-0.11274412115124,69
"Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",-0.504813016912588,0.337555445766395,0.044404502507382,14.5435973876713,-3.25224515418336,0.0212077429576862,45,-0.191646072073624,0.104944524149608,0.0602789850714253,8.05044282471528,-1.38162793778621,0.00046541434966137,49
"Germany",-71.7041003949846,24.8933868920051,-0.364960901022992,62.0908589618195,-14.1494982281607,0.0988297369977487,104,-64.4875050312663,22.5891755326939,-0.328640227109296,37.1676375935165,-7.8389008723276,0.0543268534344742,110
"Ghana",-8.45515306908261,4.19833232278524,-0.0594678859425588,69.3276886003345,-18.4512552772576,0.214593146011233,81,0.819912950289926,0.172447135973355,0.0720771743229477,28.1495033285483,-7.20596876701792,0.108717102422303,60
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece",-3.37845155185914,3.17515758784549,-0.106681130216683,-20.0072289995707,5.27245445549899,-0.0179540201089464,82,-3.17295097077972,3.07970070940155,-0.103083857506752,-60.4769136674799,16.0915831249057,-0.111996505040264,85
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guam",1.05541871244698,0.802478044571688,-0.105801745130214,-18.2716245351592,4.55790616313771,-0.0132228227788454,48,1.09692282855592,0.757748933458072,-0.101065430881065,-22.4483370804136,5.75199746350876,-0.0263516558611211,55
"Guatemala",0.853598082076079,-0.29741453520792,0.0822095488517601,18.9959784545196,-4.51266640115804,0.0802989363480384,71,0.690250448828303,-0.21609670348421,0.0794312241019388,4.47410988618204,-0.486638460840621,0.0403538784214832,75
"Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea",-8.22083186621413,4.01849162618583,-0.0638913118857969,20738.2095184989,-5536.84669138035,48.1475277554018,112,-11.1591048414434,5.11648987194665,-0.089622248163972,240.056799643944,-64.6607863559825,0.615827044803462,89
"Guinea_Bissau",1.4321098121797,-2.11523021167388,0.267115683624194,25.3792359636331,-6.51102369527169,0.0719241760069002,40,-0.927472082607255,0.23293210622367,0.0885272000050155,41.9445592774111,-11.5104116680115,0.137200246821402,49
"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haiti",0.0921969248250044,-0.216215410299535,0.0535406766134427,-80.7657994941484,25.2914478732489,-0.311870733509449,34,-18.3254717659756,6.0494029489262,-0.0399791946613146,-90.2818059056392,27.7288637358319,-0.328847805362304,91
"Holy_See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras",0.639985605239943,0.389921201292582,0.0383994737357458,1291.72049080358,-331.026122400247,2.48992084666096,116,-1.57941802791549,1.33949283765791,0.0111444822379341,-163.539724163956,45.9968549626508,-0.418125552262139,88
"Hungary",-6.26766297117422,3.93144895450191,-0.0965030142047948,-153.142616901411,39.9000282084679,-0.299430439286226,110,-5.08835822993646,3.39301340318635,-0.0762945617679282,1.32727794345706,1.35858015296672,-0.0513864290826838,60
"Iceland",-9.82729526456002,6.24913662847705,-0.242382501816087,-17.3124241277839,2.49707052201618,0.0514475648824723,82,-9.69302150665667,6.18688751806674,-0.23991782714294,-123.048711057515,30.5450982721234,-0.185640705648603,89
"India",-0.270095974898675,-1.74857912659884,0.211049345899236,-12.5664440031863,4.54387049347925,-0.00258238347174568,67,-17.1209512434978,4.46422694841024,0.0676181065131748,-12.2345835560067,4.45765114150455,-0.00191541149015328,73
"Indonesia",-0.806227552222584,2.06812450651565,-0.028252332044235,10.1393329397843,-1.53338555747553,0.0379946939002386,64,-0.502207900622855,1.92701933528408,-0.023030361750045,12.9884784207924,-2.3255569899135,0.0458969618369053,67
"Iran",-3.27489534944163,4.03251765552699,-0.0979917221309578,-22.589135315331,8.0521091344751,-0.0673746243912442,68,-3.34778543549631,4.06407949300329,-0.0990472929434992,-20.3271628875852,7.44514125711838,-0.0620528143282926,74
"Iraq",-6.37650924726857,3.85427339560306,-0.100830301347503,-59.3693427879838,16.6110649774125,-0.105519922171808,57,-3.054665733969,2.30851001712876,-0.0412547296571702,-87.8274862698265,24.2609120764832,-0.173221727443706,66
"Ireland",-13.8059678308427,7.3938095983007,-0.175264690526023,264.278083376521,-69.4970199055985,0.589008224543188,101,-6.02696361786573,4.25088356868236,-0.0880428513758048,-15.3421649029273,7.8644932731657,-0.180813041251246,29
"Isle_of_Man",-1.92255633054604,2.58445833776745,-0.165431830185059,-26.3025850929926,-3.98099789576333e-13,4.15492739998893e-15,62,-0.222363492502399,1.15882222358889,-0.0314459372465062,-8.2845005154092,4.43189863995021,-0.185597307536296,28
"Israel",-24.7679568535987,11.4365947412687,-0.278148407259612,-17.6324516679358,3.78475102653177,0.0453999161935465,84,-24.457155978291,11.3175294103426,-0.275051871752105,10.223533635262,-3.54271870136002,0.105401742592748,90
"Italy",-32.0334275165143,12.9738156385226,-0.208879176526016,95.1206105937043,-22.1140148386372,0.14024629317143,103,-30.2173455975307,12.364829385521,-0.197890490337076,100.38827543299,-23.4298898844968,0.149049576673511,110
"Jamaica",-5.33737371127589,2.93412290501356,-0.0764125097435669,-194.229383744384,53.2310321939744,-0.492774458637885,87,1.06091970898815,-0.438095527867715,0.0353352393144169,-4.88224932795188,2.54481678834945,-0.0543908159926931,15
"Jersey",0.130733599345063,1.39089840879708,-0.104675079254221,13.018258448747,-4.22851011666769,0.05612965542707,69,1.20582335207985,0.457092246036856,-0.0477563788626777,11.4529804648393,-3.07963731567814,0.0169393363219699,15
"Jordan",-1.01934502893069,2.477088222245,-0.182658706901255,-21.7131545160864,7.14599882456359,-0.0884983682074567,34,-0.492895852675689,2.07727786620608,-0.149141333560007,-34.1392539432489,10.7863876617161,-0.131604728571417,43
