,(Intercept)_1,log(Days_after_first_Case)_1,Days_after_first_Case_1,(Intercept)_2,log(Days_after_first_Case)_2,Days_after_first_Case_2,psi,(Intercept)_1_s,log(Days_after_first_Case)_1_s,Days_after_first_Case_1_s,(Intercept)_2_s,log(Days_after_first_Case)_2_s,Days_after_first_Case_2_s,psi_s
Bhutan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia,0.215622245,0.324776168,0.059363084,-4.457689265,2.458755901,-0.001254362,77,0.045628377,0.391998197,0.059521366,-16.05243603,5.682098039,-0.033494066,36
"Bonaire, Saint Eustatius and Saba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosnia_and_Herzegovina,-0.901387852,1.954298074,-0.062400561,-23.99887675,5.977912961,0.006990759,78,-0.877945856,1.942555013,-0.06190839,-25.08424241,6.276169269,0.004122766,81
Brazil,-13.29939932,6.34291081,-0.077081283,-20.78087558,7.8720526,-0.053891565,55,-15.19613952,7.102952788,-0.099297416,-19.75686881,7.591690084,-0.051254084,58
British_Virgin_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunei_Darussalam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,-0.052385711,1.313868337,-0.028558981,-51.04772534,13.82067092,-0.082254335,82,-0.285932576,1.429290691,-0.033080959,-20.65446044,5.579669926,-0.006658765,84
Burundi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cambodia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,-13.83650776,8.424327648,-0.377757818,-13.08482509,5.119028257,-0.050606293,35,-9.382587684,6.009305325,-0.244347669,-14.0209427,5.393458831,-0.053849619,39
Canada,-1.154731141,-1.527351711,0.223928526,-22.77656018,8.663656311,-0.098175102,65,-7.394119269,0.815044716,0.167462673,-22.63108102,8.624640188,-0.097836968,67
Cape_Verde,0.350638541,-5.974725575,0.832620857,-0.678829773,0.462957533,0.020055663,27,0.60206299,-1.181625509,0.019923638,-2.525633802,1.059967879,0.010951474,11
Cases_on_an_international_conveyance_Japan,2.393950756,-0.289115463,0.191582137,17.6836896,-3.911816524,-0.178760694,15,1.776676258,1.081257681,-0.055469769,-476.0973704,238.1779069,-11.71584994,18
Cayman_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central_African_Republic,-2.930211335,0.302853143,0.07607289,-55.17140765,16.95871195,-0.18457098,83,-0.852495169,-0.030621724,-0.000552335,-51.53379689,15.84846203,-0.169889679,28
Chad,-1.208753318,-0.250542392,0.101704418,-14.05670507,6.994418142,-0.184696942,58,-2.729569432,0.553152676,0.067389542,1.797949832,2.352261852,-0.129092867,62
Chile,-7.018172322,4.780827099,-0.114935615,-58.15486894,18.56663802,-0.186406135,49,-5.933607888,4.277321744,-0.094886004,-61.79956266,19.58780693,-0.196854733,52
Colombia,-1.223471447,2.226315798,-0.045825244,-2.424370541,1.879506203,0.015074883,42,1.778371933,0.623482941,0.030970931,1864.054246,-492.9079918,4.200225926,113
Congo,-3.110432928,1.623963051,-0.018624809,22.0049352,-6.343301055,0.106064774,81,-2.774848477,1.472869118,-0.013576446,19.70933179,-5.709738041,0.099871922,85
Costa_Rica,-1.362037943,2.107991837,-0.09581866,27.0664225,-8.411891027,0.157327219,64,-0.002824199,1.331544453,-0.055232775,25.71762917,-8.044486434,0.153909343,75
Cote_dIvoire,-2.762566122,2.362634578,-0.056112196,-30.09537977,9.265363297,-0.07146046,53,-0.060778088,-1.770594863,0.614664997,3.086062581,-0.222845512,0.032444334,10
Croatia,-12.5671573,6.583745208,-0.190151729,-946.4828978,247.0845416,-1.937843738,90,-12.61473873,6.603373208,-0.190749873,-1067.153994,278.7205279,-2.194215281,94
Cuba,-4.938008542,3.598124797,-0.113943308,-52.25884,16.27459118,-0.205210015,65,-1.047584843,1.447350265,0.002127873,11.74926158,-2.185599541,0.003563784,33
Curacao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,-1.57176326,2.375235012,-0.113317878,1.107550982,0.312252416,-0.0208523,65,-1.558034345,2.367488019,-0.112904587,0.061261267,0.60703002,-0.023935305,66
Czechia,-7.135802561,5.151119179,-0.164035734,20.52135617,-5.120928717,0.072511163,69,-6.933345303,5.060726331,-0.160767474,30.38919671,-7.813789708,0.09763607,72
Democratic_Republic_of_the_Congo,0.765701358,0.018993732,0.053439625,-37.20395224,11.83479117,-0.124181357,76,0.679174698,0.065809928,0.051553763,-40.02229816,12.61400607,-0.131841349,77
Denmark,-4.356189692,3.603311073,-0.088275904,-67.03073869,19.62423224,-0.195788448,91,-4.230863786,3.551407645,-0.086742744,-135.587942,37.88081109,-0.352341391,94
Djibouti,-23.25699694,11.49021513,-0.393914939,-91.23438564,29.18343086,-0.400378506,43,0.058495708,0.773965573,0.01831028,507.049253,-140.6632209,1.431058695,82
Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican_Republic,-0.960516095,2.008678612,-0.025516938,3.097220552,0.076252294,0.02822754,85,-0.979462347,2.01691865,-0.025779644,26.55918078,-6.291963514,0.086884173,88
Ecuador,-12.16124324,6.386031273,-0.120144325,3.404126983,0.266460548,0.016783509,86,3.316547416,-0.411033825,0.111986812,38.36164706,-9.322744278,0.108109126,54
Egypt,-13.54873273,5.506565559,-0.066865812,-49.67249163,14.87930376,-0.119133102,65,-12.48895837,5.083399453,-0.054786532,-54.91442873,16.28750488,-0.131522923,69
El_Salvador,0.302724719,0.004616789,0.071540186,14.27843062,-3.540993424,0.072185516,47,-0.534923481,-0.202541364,0.210398948,-1.257657908,1.010961947,0.018327972,11
Eritrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,-4.464415159,3.692602375,-0.1400397,-49.09021855,15.02582841,-0.185035606,63,-4.507557204,3.714016837,-0.14098437,-54.42656874,16.52240789,-0.20042498,66
Eswatini,-0.264713185,-1.093932689,0.134587208,24.63569824,-7.360924816,0.122621655,42,0.069515686,-1.688410892,0.189723398,21.04032913,-6.335405009,0.111491252,47
Ethiopia,-1.099968415,0.7082326,-0.000581425,-76.08458009,22.5196498,-0.224963066,42,0.993668562,-0.85183706,0.089429304,296.6121652,-79.34852185,0.737868979,94
Falkland_Islands_(Malvinas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,-38.90876223,13.50183469,-0.194007971,10.25797496,-0.325753052,-0.045259919,87,-34.30253553,11.94855816,-0.165363007,188.5230965,-45.94552014,0.290515147,114
France,-72.95513941,24.7132122,-0.339901044,4.974052179,0.289860475,-0.00096114,110,-60.05032292,20.03456877,-0.235794075,43.89982604,-9.321650831,0.060067171,66
French_Polynesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,-0.433817053,-0.437581204,0.109717295,-25.57509149,8.771334676,-0.103455169,63,-1.945914752,0.33515555,0.079262371,-26.38621462,9.006914736,-0.10616565,66
Gambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,-1.375157522,1.638346424,-0.142445051,-6.415034586,3.007077174,-0.05613757,15,-1.60432149,2.043628608,-0.214514869,-5.601579305,2.751119538,-0.052482378,18
Germany,-71.70410039,24.89338689,-0.364960901,62.09085896,-14.14949823,0.098829737,104,-70.01685326,24.35413648,-0.356428732,71.66992536,-16.5903031,0.116445003,106
Ghana,-8.455153069,4.198332323,-0.059467886,69.3276886,-18.45125528,0.214593146,81,0.508896211,0.357033921,0.062634225,42.22198156,-11.17622562,0.150353724,55
Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,-3.378451552,3.175157588,-0.10668113,-20.007229,5.272454455,-0.01795402,82,-3.363231257,3.16803404,-0.106407629,-22.56323817,5.958650312,-0.024005722,84
Greenland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,1.055418712,0.802478045,-0.105801745,-18.27162454,4.557906163,-0.013222823,48,1.112953843,0.739715188,-0.099085186,-28.62959608,7.514232911,-0.045559634,50
Guatemala,0.853598082,-0.297414535,0.082209549,18.99597845,-4.512666401,0.080298936,71,1.207887863,-0.506080415,0.091232657,1.284349875,0.394895201,0.031699381,73
Guernsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,-8.220831866,4.018491626,-0.063891312,20738.20952,-5536.846691,48.14752776,112,-10.34143451,4.807565117,-0.082119558,64.34412444,-16.6529949,0.162624422,86
Guinea_Bissau,1.432109812,-2.115230212,0.267115684,25.37923596,-6.511023695,0.071924176,40,0.834307757,-1.113355846,0.176213348,35.99361318,-9.741931569,0.115137392,44
Guyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,1.211336455,-1.418083917,0.139863576,-52.37369751,17.14980952,-0.221119379,74,-0.789715639,-0.231494076,0.092089162,-20.64615072,8.258722812,-0.129265134,80
Holy_See,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,-3.145713438,2.996640321,-0.144198587,-7.885067907,2.987654083,0.003775221,32,1.048178469,0.23004816,0.04198048,-4935.817914,1319.993623,-11.48409187,113
Hungary,-6.267662971,3.931448955,-0.096503014,-153.1426169,39.90002821,-0.299430439,110,-3.101102071,2.429909172,-0.035623393,10.71475744,-1.328288889,-0.021902677,47
Iceland,-9.827295265,6.249136628,-0.242382502,-17.31242413,2.497070522,0.051447565,82,-9.76505821,6.220249158,-0.24123545,-62.93083721,14.61523441,-0.051498615,85
India,-0.270095975,-1.748579127,0.211049346,-12.566444,4.543870493,-0.002582383,67,-7.877515937,1.275624883,0.130677754,-11.88320763,4.366798396,-0.00122411,70
Indonesia,0.535123032,1.448772589,-0.005881731,6.952285421,-0.67269834,0.030223787,84,-1.052777248,2.183948509,-0.032681942,14.23470503,-2.670319924,0.049280231,65
Iran,-3.274895349,4.032517656,-0.097991722,-22.58913532,8.052109134,-0.067374624,68,-3.31147218,4.048528521,-0.098541163,-23.64796369,8.337698007,-0.069922853,71
Iraq,-6.376509247,3.854273396,-0.100830301,-59.36934279,16.61106498,-0.105519922,57,-4.989756178,3.205599605,-0.075236849,-71.8814173,19.97979963,-0.135494024,62
Ireland,-13.80596783,7.393809598,-0.175264691,264.2780834,-69.49701991,0.589008225,101,-13.82963357,7.402866912,-0.175494988,518.5881028,-136.8898372,1.15733678,103
Isle_of_Man,-1.922556331,2.584458338,-0.16543183,-26.30258509,-3.98E-13,4.15E-15,62,-0.203777677,1.111199457,-0.022912389,11.53757116,-2.348584872,-0.056083431,24
Israel,-24.76795685,11.43659474,-0.278148407,-17.63245167,3.784751027,0.045399916,84,-24.45381747,11.31633647,-0.27502693,-12.31121073,2.383065828,0.056934847,87
Italy,-32.03342752,12.97381564,-0.208879177,95.12061059,-22.11401484,0.140246293,103,-30.65790006,12.51223811,-0.200530758,81.94916509,-18.73330648,0.115146388,107
Jamaica,-5.337373711,2.934122905,-0.07641251,-194.2293837,53.23103219,-0.492774459,87,1.155792844,-0.892902912,0.124946896,43.81486453,-12.41920517,0.147149935,46
Jersey,1.447977685,-0.76655909,0.221128883,9.250490273,-2.293028944,0.001468239,16,0.628994576,1.047035244,-0.081957246,-2183889.923,590154.7847,-5364.722239,107
Jordan,-1.019345029,2.477088222,-0.182658707,-21.71315452,7.145998825,-0.088498368,34,-0.917766135,2.399593992,-0.176066307,-26.10999732,8.440506436,-0.104047842,38
Kazakhstan,-0.92987168,1.660072831,-0.008170151,-607.269497,165.6760591,-1.488040141,87,-1.13888815,1.747709137,-0.010713843,-1453.269835,394.7587822,-3.584122025,94
Kenya,-3.477115982,2.494606048,-0.088509088,-10.41495051,3.456774194,-0.003391276,38,-0.514707675,-0.273832567,0.209187413,-0.344825642,0.517608313,0.030775052,13
Kosovo,-2.484656012,2.274221511,-0.072371844,-54.11067705,14.64240858,-0.090730601,68,-2.544724809,2.302509923,-0.073424812,-60.2507428,16.34719337,-0.107715194,76
Kuwait,1.651820296,-0.338795777,0.084035823,43.75195341,-10.02116907,0.089202397,79,1.449012759,-0.237078927,0.080478421,50.78599251,-11.92016066,0.106259963,82
Kyrgyzstan,1.145924849,0.536805837,0.002660001,-172.8657036,47.51883303,-0.404461909,78,0.97303002,0.632436686,-0.001516253,-220.6199136,60.67139988,-0.532358114,83
Laos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,-4.808067935,3.867928105,-0.175407202,11.73774443,-2.399840154,0.003876465,42,-4.028633504,3.420709749,-0.149385777,11.37144873,-2.29501721,0.00273325,44
Lebanon,-9.557753305,5.386043147,-0.18775145,-17.55489906,5.316330142,-0.03981974,56,-9.622999959,5.417876711,-0.18915524,-14.23807759,4.402122543,-0.031027628,59
Lesotho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,-6.172324808,2.840992744,-0.065435159,-61.54336757,17.55972228,-0.163556599,60,-0.674348885,-0.941669489,0.201056601,6.605749257,-1.902775754,0.049484029,30
Libya,-1.838509073,1.518991756,-0.095929461,-39.32631455,11.17939097,-0.084450392,36,-2.149767285,1.774769911,-0.118828414,-38.73221361,11.0068821,-0.082448026,38
Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,-6.8800901,4.694366971,-0.173269669,-17.26957807,6.032855288,-0.087593593,57,-6.964780568,4.735896853,-0.175098203,-12.54540626,4.687695828,-0.073060175,59
Luxembourg,-2.627618,3.650140007,-0.16939691,61.97391672,-18.74636073,0.262210198,79,-2.604445362,3.638187029,-0.168833303,71.52942451,-21.32414527,0.285406124,81
Madagascar,0.991075691,-0.132212147,0.039268067,-2778.980994,753.2199372,-6.873623582,102,0.742517776,0.279427419,0.019971715,1.495656928,-0.526089884,0.055173492,16
Malawi,1.469930589,-1.761135825,0.152443903,27.84666903,-8.25100966,0.148542768,57,0.483936712,-1.883047601,0.433143319,-7.264281565,2.134288543,0.020023801,12
Malaysia,-51.85347753,17.69265117,-0.260836499,-111.7322219,31.20998486,-0.27958752,93,-51.24838336,17.49512088,-0.257516751,-120.4664114,33.4698665,-0.296898362,96
Maldives,1.625538665,-3.285034031,0.301420219,-13.60462797,5.314302235,-0.075976031,53,1.233995501,-1.910258897,0.191945846,-4.691459507,2.761568141,-0.047864293,56
Mali,-0.909400939,1.286948041,-0.016570998,-7134.2742,1966.685476,-19.20234072,101,-0.090766812,0.891789962,-0.002052551,-21.61212375,7.719643673,-0.109420088,73
Malta,-2.759771885,2.458937844,-0.102617037,-53.77164816,16.94830884,-0.235992791,51,-0.575956518,1.283647581,-0.04686721,446.764325,-118.0324826,0.978938957,106
Mauritania,-0.855422634,-0.22853183,-0.005458677,-123.6512014,35.6462804,-0.355170239,31,-4.091017217,0.143878255,0.090303907,-675.350818,185.5042955,-1.742511763,99
Mauritius,-0.183143315,2.346369121,-0.22753236,-84.32983908,24.03012714,-0.280058285,50,1.463111688,0.447035183,0.010629151,37.00310247,-12.50396493,0.189063894,20
Mexico,-3.209902346,2.575317148,-0.000433744,0.346719678,1.773679871,-0.001192596,77,-3.322201439,2.618165072,-0.001483852,0.473671045,1.739741684,-0.000897189,81
Moldova,-6.547415725,4.126297343,-0.096405106,-20.60610022,7.14284985,-0.066990131,56,-0.09497388,0.555361576,0.086106621,0.488713224,1.153036813,-0.003031664,11
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,-1.317779332,2.529592883,-0.189774596,-482.751913,129.4838334,-1.108769362,63,-1.345411776,2.548421104,-0.19113695,-482.7482805,129.4828414,-1.108760003,69
Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,-5.982340664,3.922349831,-0.0868033,-211.7198741,58.01140561,-0.503417129,84,-6.242342566,4.028649718,-0.089890766,-229.2971681,62.76570922,-0.546672396,87
Mozambique,-0.208128891,3.580436628,-1.060859709,-6.750353554,2.286575032,-0.006407743,10,-0.16453998,0.950643543,-0.245666391,-7.669354519,2.571700658,-0.010388238,11
Myanmar,-2.394027371,1.919337473,-0.08634075,-31.77433471,9.794950022,-0.125702878,51,0.509859601,-0.868021665,0.185165853,10.22528868,-2.879591429,0.039579419,26
Namibia,-1.108915606,0.954392218,-0.13526153,-76.64283964,18.31384719,-0.055747129,50,-1.157967986,1.008572751,-0.141290573,-75.72242488,18.06191254,-0.053354612,59
Netherlands,-9.112912813,6.038922668,-0.153644297,-39.31822945,12.89218171,-0.149474804,76,-8.851659416,5.931965734,-0.150445006,-68.81075214,20.92588432,-0.224114036,80
New_Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,0.5728977,-7.811686483,0.556525385,21.86603112,-4.922676642,0.046673655,66,-0.812970809,-4.143109469,0.981145113,-64.67716296,19.85247802,-0.227456912,11
Niger,-14.99167171,9.57185706,-0.495171833,5.16245731,-0.663334063,-0.009415371,37,-3.422532397,2.011368404,0.07781685,10.9145674,-2.575766553,0.022283339,21
Nigeria,0.256053916,-0.107023605,0.101825921,-5.999126946,3.00656378,-0.016363577,54,-0.124872711,0.111328571,0.0913157,-8.55932882,3.727579682,-0.023870348,57
North_Macedonia,-7.530527303,4.457566448,-0.130044463,-70.0042399,20.10408165,-0.177229763,59,-8.139455541,4.737475487,-0.140833546,-72.81617294,20.88050417,-0.18480084,62
Northern_Mariana_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,-4.421050892,4.087407593,-0.136321527,-14.17667683,4.732882556,-0.049095414,79,-4.517942029,4.131312879,-0.137929711,12.99621083,-2.58895392,0.01628559,82
Oman,-6.63423576,3.048333137,-0.018434276,-45.4331268,13.59996602,-0.104880733,62,-9.310889806,4.157916891,-0.052451094,-43.48186322,13.06660548,-0.099871354,65
Pakistan,-4.060246807,3.073937583,-0.036224087,-32.65505394,11.11954827,-0.10222581,49,-4.86079296,3.436756184,-0.04970269,-34.0294229,11.50428615,-0.106138732,52
Palestine,-0.084637753,1.01475852,-0.035189968,-410.3781463,108.7864423,-0.871602022,80,2.101559886,-0.696292222,0.050360274,22.1712363,-7.411093967,0.159203109,17
Panama,-1.206351823,2.292035481,-0.049777151,-31.39124249,9.760881757,-0.070324567,63,1.011354195,5.386126183,-1.518896013,4.730089645,-0.257880014,0.02877552,7
Papua_New_Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,0.539339878,0.228753108,0.021153698,4369.844675,-1163.276197,10.02835777,109,-1.793529626,1.255576784,-0.008301743,-1270.619396,343.6745631,-3.093454258,96
Peru,-1.066373177,2.087956742,-0.051071996,-13.45944678,6.308779119,-0.072012969,20,-5.411462264,3.552813928,-0.019863731,12.89313851,-0.98848247,-0.000310863,87
Philippines,-6.240053224,2.777436528,-0.007332119,-1309.191571,322.1003764,-1.986339631,147,-0.158430792,0.153148553,-0.290198745,2.456393008,0.157391165,0.025021253,24
Poland,-5.166051832,4.057840564,-0.09707011,-10.68494361,4.841518316,-0.057057091,58,-5.025622033,4.001951807,-0.095760353,1.174638191,1.446319791,-0.019913589,42
Portugal,-8.475949563,5.798044836,-0.157391303,-12.50682102,4.796765301,-0.03844533,70,-6.123170452,4.810580837,-0.126292505,-19.83251785,6.777619007,-0.056389655,82
Qatar,-2.776586229,2.251649255,0.004360721,-14.59364291,6.806473211,-0.094519848,86,-3.137639013,2.386799168,0.001237563,-26.38600195,10.00030497,-0.123668095,89
Romania,-9.803862384,5.33970354,-0.103421176,-1.082335192,0.95471504,0.019390344,90,-9.315302111,5.15409821,-0.098850025,-26.72264186,7.770371645,-0.038668292,93
Russia,-45.20091252,13.28945153,-0.056683446,-21.54039741,8.209745262,-0.071638063,82,-75.12281694,22.71262763,-0.200200378,-15.93269371,6.746146464,-0.060093445,85
Rwanda,0.352844969,0.536139542,-0.016852563,-81.75678103,23.05712594,-0.212203223,61,0.17912487,0.392139429,0.048198166,5.105484659,-1.512848948,0.048242765,14
Saint_Kitts_and_Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint_Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint_Vincent_and_the_Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Marino,0.463775518,0.554320805,-0.001082051,11.51089729,-2.056152441,-0.016366392,49,0.280127844,0.687935941,-0.01020453,28.51290142,-6.973595838,0.039046531,55
Sao_Tome_and_Principe,-0.064250145,-10.92217841,1.510600739,-41.14560426,14.94420704,-0.290139925,27,-10.69028718,-52.85563183,12.07658154,-14.16902894,6.186047853,-0.145694999,8
Saudi_Arabia,1.52232821,0.300791277,0.089467384,-3.235356151,2.827733136,-0.017044972,50,0.774977543,0.704432673,0.070467238,-3.616698206,2.935236391,-0.018163861,53
Senegal,1.698010434,-0.49581954,0.084175534,3.081378747,0.315540303,0.001020401,57,-0.275511603,2.868876817,-0.544370268,-6.677915206,3.074068394,-0.027942712,11
Serbia,-8.459116231,5.393656967,-0.144841104,-0.464337868,-0.271746399,0.062773184,83,-6.175484793,4.452612554,-0.116717707,-159.7657143,42.53781784,-0.317719545,94
Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra_Leone,-1.618969713,0.659618737,0.057557529,-1.716554796,1.740861556,-0.036567863,44,-1.739764594,0.736009961,0.052924234,-4.04413706,2.443349878,-0.045820007,46
Singapore,2.61884541,-2.085053754,0.152806905,-11.97376574,5.470953932,-0.065909229,90,2.307454261,-1.754326398,0.138026477,-23.45445128,8.439918457,-0.088523672,93
Sint_Maarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,-3.81807804,3.195109268,-0.113813363,-26.70535277,5.310734526,0.03479875,90,-3.855272575,3.212461406,-0.114473047,2.56287548,-2.528609495,0.103601117,91
Slovenia,-0.782102386,2.335080742,-0.120548533,-46.52326106,10.39299258,-0.004671689,84,-0.539437841,2.201397967,-0.113810535,-273.3296989,70.81020603,-0.524315889,93
Somalia,-0.964786014,-1.658864189,0.297716639,-10.80549379,4.791877307,-0.081623671,35,-22.20820494,8.727600621,-0.161124692,-17.79554698,6.894566806,-0.108725885,48
South_Africa,-7.508109706,5.859008992,-0.271635147,-0.43027165,1.012685552,0.039048592,36,-4.8328684,4.333393854,-0.181189596,-0.57759426,1.054144147,0.038619896,38
South_Korea,-38.94214005,15.74982645,-0.336444662,-55.31283426,14.36497047,-0.085453703,90,-38.07955763,15.43754673,-0.329397011,-66.83118558,17.2777371,-0.105835854,94
South_Sudan,-0.557838579,-0.631932622,0.147295494,-46.01030386,16.16493069,-0.271548705,52,-1.795880954,0.118827621,0.108600131,-64.3278826,21.63069592,-0.341522309,55
Spain,-65.94034215,24.06148171,-0.39507934,84.30320594,-19.89403725,0.141880032,94,-63.97028193,23.40792768,-0.383491905,99.48482958,-23.82555142,0.172018003,96
Sudan,-35.93266087,12.22033969,-0.154564014,-14825.92217,3941.106531,-33.65349308,114,-16.04949569,5.340541532,-0.01719398,-48.57369466,15.64689988,-0.185197915,71
Suriname,0.338056687,0.61722802,-0.266776786,-111.5862036,31.55065297,-0.306244212,16,0.336234246,0.158791159,-0.135783536,-111.5862034,31.55065291,-0.306244212,13
