,(Intercept)_1,log(Days_after_first_Case)_1,Days_after_first_Case_1,(Intercept)_2,log(Days_after_first_Case)_2,Days_after_first_Case_2,psi,(Intercept)_1_s,log(Days_after_first_Case)_1_s,Days_after_first_Case_1_s,(Intercept)_2_s,log(Days_after_first_Case)_2_s,Days_after_first_Case_2_s,psi_s
Mali,-0.909400939,1.286948041,-0.016570998,-7134.2742,1966.685476,-19.20234072,101,-0.090766812,0.891789962,-0.002052551,-21.61212375,7.719643673,-0.109420088,73
Malta,-2.759771885,2.458937844,-0.102617037,-53.77164816,16.94830884,-0.235992791,51,-2.980331243,2.585830596,-0.10974949,-48.94233658,15.54364658,-0.219654371,52
Mauritania,-4.091017217,0.143878255,0.090303907,-675.350818,185.5042955,-1.742511763,99,-0.855422634,-0.22853183,-0.005458677,-123.6512014,35.6462804,-0.355170239,31
Mauritius,-0.183143315,2.346369121,-0.22753236,-84.32983908,24.03012714,-0.280058285,50,1.247026453,0.919388699,-0.074795309,29.16233404,-9.695250779,0.137539263,17
Mexico,-3.209902346,2.575317148,-0.000433744,0.346719678,1.773679871,-0.001192596,77,-2.960762156,2.478489094,0.002054254,-2.38906209,2.521076907,-0.008223422,78
Moldova,-6.547415725,4.126297343,-0.096405106,-20.60610022,7.14284985,-0.066990131,56,-2.537303512,2.045253707,0.006389316,-0.28616935,1.338233125,-0.003770363,37
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,-1.317779332,2.529592883,-0.189774596,-482.751913,129.4838334,-1.108769362,63,-1.329405433,2.537543082,-0.190352851,-482.7517827,129.4837978,-1.108769026,65
Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,-5.982340664,3.922349831,-0.0868033,-211.7198741,58.01140561,-0.503417129,84,-6.15676683,3.993721538,-0.088879996,-212.4509938,58.2093945,-0.505226036,85
Mozambique,0.591231982,-0.642649452,0.069404903,18.42669424,-4.49269859,0.053057366,77,0.591231982,-0.642649452,0.069404903,18.42669424,-4.49269859,0.053057366,77
Myanmar,0.746680084,-1.606857613,0.299461962,10.67166107,-3.020081292,0.041620071,22,0.736212635,-1.558249862,0.291429724,9.605263568,-2.675477456,0.036281644,23
Namibia,-1.108915606,0.954392218,-0.13526153,-76.64283964,18.31384719,-0.055747129,50,-1.141553579,0.990780558,-0.139342525,-76.35450636,18.23489352,-0.054996311,55
Netherlands,-9.112912813,6.038922668,-0.153644297,-39.31822945,12.89218171,-0.149474804,76,-9.066532792,6.01988914,-0.153071189,-44.84168689,14.39986978,-0.163579469,77
New_Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,-0.314104629,-1.083877791,0.119223955,-69.85740956,21.37119886,-0.245604084,24,-0.331839467,-1.696602547,0.267353202,-64.67716236,19.85247785,-0.22745691,14
Niger,-14.99167171,9.57185706,-0.495171833,5.16245731,-0.663334063,-0.009415371,37,-13.51149615,8.755662335,-0.448418737,7.23545301,-1.293240597,-0.001063811,39
Nigeria,0.256053916,-0.107023605,0.101825921,-5.999126946,3.00656378,-0.016363577,54,0.220266502,-0.085606792,0.100744982,-7.054024765,3.304149642,-0.019478295,55
North_Macedonia,-7.530527303,4.457566448,-0.130044463,-70.0042399,20.10408165,-0.177229763,59,-7.847039273,4.603527384,-0.135706397,-70.50409865,20.24223823,-0.178581398,60
Northern_Mariana_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,-4.421050892,4.087407593,-0.136321527,-14.17667683,4.732882556,-0.049095414,79,-4.366569021,4.062598617,-0.135403026,-24.83004135,7.609544522,-0.074975218,80
Oman,-6.63423576,3.048333137,-0.018434276,-45.4331268,13.59996602,-0.104880733,62,-8.104930067,3.663049616,-0.037596069,-44.26714404,13.28108104,-0.101880255,63
Pakistan,-4.060246807,3.073937583,-0.036224087,-32.65505394,11.11954827,-0.10222581,49,-4.060246807,3.073937583,-0.036224087,-32.65505394,11.11954827,-0.10222581,49
Palestine,-0.084637753,1.01475852,-0.035189968,-410.3781463,108.7864423,-0.871602022,80,-0.15016098,1.050217331,-0.036744262,-645.9974107,171.8659807,-1.424619383,90
Panama,-1.206351823,2.292035481,-0.049777151,-31.39124249,9.760881757,-0.070324567,63,-1.170841836,2.275383186,-0.049146086,-43.54573805,13.12156987,-0.103286232,69
Papua_New_Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,0.541740848,-1.346037166,0.355100267,1.54493771,-0.069032924,0.024652575,14,-1.860046189,1.286185202,-0.009344547,-418.7668052,113.9354724,-1.022937087,90
Peru,-6.227910833,3.794867261,-0.02178602,-16.15731467,7.095820458,-0.081152237,45,-6.216653073,3.846455055,-0.026367953,52.6094121,-11.77694091,0.099233966,85
Philippines,-32.53440871,11.18789349,-0.13649552,75.14978023,-18.81803277,0.174612695,106,-0.866342266,-1.472952257,0.214165594,30.23214788,-7.341525506,0.090801395,56
Poland,-5.166051832,4.057840564,-0.09707011,-10.68494361,4.841518316,-0.057057091,58,-1.902887594,2.302266967,-0.004134231,2.914555051,0.934765019,-0.013864773,34
Portugal,-8.475949563,5.798044836,-0.157391303,-12.50682102,4.796765301,-0.03844533,70,-7.794281361,5.510570449,-0.148188796,-13.29791434,5.008804055,-0.040305879,75
Qatar,-2.776586229,2.251649255,0.004360721,-14.59364291,6.806473211,-0.094519848,86,-2.86385439,2.284632968,0.003579797,-15.63705548,7.08928783,-0.097107857,87
