"","(Intercept)_1","log(Days_after_first_Case)_1","Days_after_first_Case_1","(Intercept)_2","log(Days_after_first_Case)_2","Days_after_first_Case_2","psi","(Intercept)_1_s","log(Days_after_first_Case)_1_s","Days_after_first_Case_1_s","(Intercept)_2_s","log(Days_after_first_Case)_2_s","Days_after_first_Case_2_s","psi_s"
"British_Virgin_Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei_Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria",-0.052385711044762,1.3138683370602,-0.0285589811220807,-51.0477253358698,13.820670921334,-0.0822543345328762,82,-0.427094448286265,1.49815060040147,-0.0357285468693961,20.7723830295373,-5.64301138907786,0.095961739128215,86
"Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cameroon",-13.8365077594108,8.42432764797024,-0.377757817741039,-13.0848250870561,5.11902825719045,-0.0506062925652041,35,-6.52128156938363,4.48057327017232,-0.163578229144754,-14.5165301720727,5.53744686757444,-0.0555068692116651,42
"Canada",-1.15473114128476,-1.52735171147474,0.223928525681622,-22.7765601779248,8.66365631133085,-0.0981751021631284,65,-20.8105035441903,5.45341758051119,0.0746207546301666,-23.5526362079951,8.87109341392376,-0.0999524651238447,69
"Cape_Verde",0.350638540545892,-5.97472557462575,0.832620856738428,-0.678829772871654,0.462957533456266,0.020055663230164,27,0.485794758985594,-1.53994057297568,0.161689852064015,-0.713684315681008,0.498673456592391,0.0187106477903669,17
"Cases_on_an_international_conveyance_Japan",2.39395075583308,-0.289115463292316,0.191582136917442,17.6836895978697,-3.9118165236413,-0.178760694122601,15,1.10041402461594,2.02124782595666,-0.195302972655651,14039.9903475234,-6237.51901169353,240.01536924867,22
"Cayman_Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central_African_Republic",-2.50169837158175,0.115960839696556,0.0817216519662645,-56.4505890803213,17.343754654352,-0.189421338519325,80,-4.22719633236233,0.80526487302884,0.0638616065013838,-69.0095579850598,20.7753784743931,-0.221835089876099,85
"Chad",-1.20875331759156,-0.2505423919787,0.101704418378113,-14.0567050667941,6.99441814218191,-0.184696941744547,58,-5.84805602964028,1.94090251284383,0.0202683786397821,36.778214184225,-7.90908069202992,-0.00552969509795173,67
"Chile",-7.01817232242141,4.78082709908279,-0.114935615107878,-58.1548689392273,18.5666380184801,-0.186406135439476,49,-5.50357814506018,4.0791587048276,-0.087159822752866,-63.0152064820484,19.927841694533,-0.200315509060909,53
"Colombia",2.0191685088348,0.530578847776818,0.0330349121341964,552.511789071565,-145.706059256179,1.27826685888663,109,-0.203691098785605,2.85978293753639,-0.379777773473191,1.40845239567774,0.772211016092331,0.0275177391230083,6
"Congo",-3.11043292821024,1.62396305095866,-0.018624809203591,22.0049351995256,-6.34330105521643,0.106064774013009,81,-2.33121325656595,1.27513485159688,-0.00720893155805327,-4.30724806595316,0.833165222088074,0.0387066443995315,88
"Costa_Rica",-1.36203794280419,2.1079918367292,-0.0958186601362672,27.0664225045597,-8.4118910269855,0.157327218926315,64,0.0137264772137661,1.32204715722632,-0.0547505346043899,30.2051169875244,-9.25961351018958,0.16498743446145,76
"Cote_dIvoire",-2.76256612214318,2.36263457762326,-0.0561121956237586,-30.0953797687338,9.26536329691365,-0.0714604602407777,53,-0.576877097335093,0.13223134656003,0.226381628381597,3.1363534495804,-0.238932513946756,0.0326792277986118,16
"Croatia",-12.5671573029444,6.58374520759667,-0.190151728500879,-946.482897818494,247.084541645654,-1.93784373802486,90,-12.6981700832277,6.63770119461979,-0.191789379413275,-1066.57215897778,278.568079762948,-2.19298256433517,97
"Cuba",-4.93800854244339,3.59812479712899,-0.113943308227675,-52.2588400031184,16.2745911834483,-0.205210014932245,65,-1.44181028642796,1.71160956393974,-0.0165921416287997,13.7518913865921,-2.80290566879198,0.0120180332194979,37
"Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus",-1.57176326030106,2.37523501182065,-0.113317878194449,1.10755098183688,0.312252416364865,-0.0208523004332065,65,-1.5193304267483,2.34570005456676,-0.111748391500835,-5.2029429398007,2.08891106478721,-0.039392936475441,68
"Czechia",-7.13580256146849,5.15111917880606,-0.164035733553432,20.5213561746993,-5.12092871658157,0.0725111628425814,69,-6.13275415275576,4.70383731685162,-0.147953825068265,27.7115271111729,-7.08884034738065,0.0910494639042137,75
"Democratic_Republic_of_the_Congo",0.765701357943497,0.0189937322258815,0.0534396251596169,-37.2039522430653,11.834791171119,-0.12418135674267,76,0.232432981584307,0.294350870346073,0.0429541729812478,-36.5653833563625,11.6656939575139,-0.122767347049797,80
"Denmark",-4.35618969171293,3.60331107339608,-0.0882759041850465,-67.0307386884997,19.6242322400921,-0.195788448394408,91,-4.26523966633231,3.56557499682077,-0.0871558061300963,-159.448433176674,44.2228680730462,-0.40636643817447,97
"Djibouti",-23.25699693933,11.4902151324853,-0.393914939129903,-91.2343856384011,29.1834308621251,-0.400378505796135,43,-1.29127176688431,-1.71398331127366,0.726467717244123,-7.86310115929038,3.951061622066,-0.0669233384289711,9
"Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican_Republic",-0.960516094618264,2.00867861241801,-0.0255169378793766,3.09722055223511,0.0762522939951306,0.0282275403489143,85,-0.791098160053104,1.93765098612506,-0.0234450705732096,17.0945918789307,-3.72866685605379,0.0634556277508733,89
"Ecuador",-12.1612432424458,6.38603127311382,-0.120144325096365,3.40412698254491,0.266460548195711,0.0167835092543081,86,2.90205988660486,-0.140350978084194,0.0972832450579628,38.5283282359628,-9.36991288818976,0.108604746542638,55
"Egypt",-13.5487327291695,5.50656555868033,-0.0668658115700622,-49.6724916306565,14.879303762422,-0.119133101895002,65,-9.25271825999189,3.83772660615448,-0.0225462662908215,-63.2691994523259,18.5243506626447,-0.150979834195129,72
"El_Salvador",0.302724718991928,0.0046167885930834,0.071540186077816,14.2784306227768,-3.5409934241816,0.0721855163927486,47,-0.81500775374128,0.524406713512107,0.0747723985340291,-1.33380718476988,1.03454576369789,0.0180039757971761,16
"Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia",-4.46441515943496,3.69260237505011,-0.140039699660884,-49.0902185496717,15.0258284080082,-0.18503560617141,63,-4.44121460212196,3.68139074934631,-0.139573778514118,-60.994011499402,18.3545943732556,-0.218941785053262,68
"Eswatini",-0.264713184502189,-1.0939326891495,0.134587208382444,24.6356982410543,-7.3609248155863,0.122621654831053,42,-0.117030088513151,-1.37455854228128,0.163109172146264,19.6221815257201,-5.93043962012991,0.10708020353194,49
"Ethiopia",-1.09996841536236,0.708232599897599,-0.000581424999541614,-76.0845800869935,22.5196498042371,-0.224963065759272,42,-0.0383826280732833,0.885807076605364,-0.237884802641778,-28.2844166685191,8.81255399615296,-0.0731561426018149,14
"Falkland_Islands_(Malvinas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faroe_Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",-31.3795684245678,11.0099714658467,-0.150556994504253,5714.01460520965,-1410.99301475119,9.05645233356633,148,-33.3813907833239,11.651339835601,-0.160597322274536,211.935749265672,-51.9235645364476,0.334115684042377,116
"France",-72.9551394102463,24.7132122021172,-0.339901044446422,4.97405217857555,0.289860474788203,-0.000961140059780059,110,-42.3830879875583,14.0059722138609,-0.118783547604432,44.1486393341486,-9.39023399156031,0.0607072238757039,68
"French_Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon",-0.433817052558218,-0.437581203977393,0.109717294778038,-25.5750914949832,8.77133467624592,-0.103455169363366,63,-2.02399899657639,0.371420824019086,0.0779900685618195,-32.6163896700787,10.7591320937178,-0.124418014005016,67
"Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",-1.37515752200152,1.63834642422044,-0.142445051455298,-6.41503458577934,3.00707717357488,-0.0561375697135823,15,-0.159760396344093,0.0812529226584009,0.0618572149665645,10.144391043099,-1.98361486899337,0.00710143206818019,48
"Germany",-71.7041003949846,24.8933868920051,-0.364960901022992,62.0908589618195,-14.1494982281607,0.0988297369977487,104,-67.0258224934504,23.3990137279031,-0.341366357976776,57.2876071246542,-12.938871771016,0.0904391956240111,108
"Ghana",0.433342864482294,0.371187660672142,0.0644814751372283,27.8509645496937,-7.0649145873337,0.105355234220514,49,0.581828533835849,0.304249689598428,0.0660369624507331,37.0541079488873,-9.71179551679549,0.134786733140194,59
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece",-3.37845155185914,3.17515758784549,-0.106681130216683,-20.0072289995707,5.27245445549899,-0.0179540201089464,82,-3.36323125684187,3.16803403968345,-0.106407629071418,-22.5632381682501,5.95865031237465,-0.0240057221600229,84
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guam",1.05541871244698,0.802478044571688,-0.105801745130214,-18.2716245351592,4.55790616313771,-0.0132228227788454,48,1.07044768985073,0.785501289977339,-0.103915702230014,-21.5308061496619,5.49221632824549,-0.0235819118936314,53
"Guatemala",0.853598082076079,-0.29741453520792,0.0822095488517601,18.9959784545196,-4.51266640115804,0.0802989363480384,71,0.968814202371484,-0.367500071313985,0.0854183125746861,2.29878744536507,0.1143467706828,0.0344601343146815,74
"Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea",-8.22083186621413,4.01849162618583,-0.0638913118857969,20738.2095184989,-5536.84669138035,48.1475277554018,112,-10.5049292089987,4.86957116859297,-0.0836392317687532,118.471722941335,-31.4544834143744,0.302787279759032,88
"Guinea_Bissau",1.4321098121797,-2.11523021167388,0.267115683624194,25.3792359636331,-6.51102369527169,0.0719241760069002,40,0.211107307050767,-0.534284830161348,0.133981642894661,34.8524100443562,-9.39861035095563,0.110698355000209,47
"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haiti",0.611975576681717,-0.970543230873066,0.119052850030155,-63.4291803551221,20.2503731540187,-0.253239024203837,77,-0.0108004049979136,0.0620602800244416,0.000976652686925344,-63.0437110563725,20.0507164355899,-0.247377588437742,16
"Holy_See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras",0.892044493454295,0.292104687990761,0.0405546333706639,-10097.0882689796,2689.06969817278,-23.0952396563665,115,0.639985605239943,0.389921201292582,0.0383994737357458,1291.72049080358,-331.026122400247,2.48992084666096,116
"Hungary",-6.26766297117422,3.93144895450191,-0.0965030142047948,-153.142616901411,39.9000282084679,-0.299430439286226,110,-4.65749106139786,3.19448492644889,-0.0687358967997145,13.3637379414622,-2.09392284024224,-0.013241848773435,56
"Iceland",-9.82729526456002,6.24913662847705,-0.242382501816087,-17.3124241277839,2.49707052201618,0.0514475648824723,82,-9.68933073762312,6.18518217418865,-0.239850835955919,-130.527196821734,32.5226589038592,-0.202172099191072,88
"India",-0.270095974898675,-1.74857912659884,0.211049345899236,-12.5664440031863,4.54387049347925,-0.00258238347174568,67,-12.2315282866152,2.79647098980994,0.099612432730518,-12.1316664685105,4.43104408427779,-0.00171304862732298,72
"Indonesia",-0.806227552222584,2.06812450651565,-0.028252332044235,10.1393329397843,-1.53338555747553,0.0379946939002386,64,-0.900586707105409,2.11294538856033,-0.030004826607857,15.1980954762145,-2.93747271853947,0.0519223487999385,66
"Iran",-3.27489534944163,4.03251765552699,-0.0979917221309578,-22.589135315331,8.0521091344751,-0.0673746243912442,68,-3.29790622848232,4.04270632578311,-0.0983506974182314,-22.5092013801086,8.03135253871266,-0.0672134839219671,73
"Iraq",-6.37650924726857,3.85427339560306,-0.100830301347503,-59.3693427879838,16.6110649774125,-0.105519922171808,57,-3.73246014866199,2.6247834170262,-0.053296849853605,-79.8542668239549,22.1213872764128,-0.154399156583158,64
"Ireland",-13.8059678308427,7.3938095983007,-0.175264690526023,264.278083376521,-69.4970199055985,0.589008224543188,101,-6.02696361786573,4.25088356868236,-0.0880428513758048,-15.3421649029273,7.8644932731657,-0.180813041251246,29
"Isle_of_Man",-1.92255633054604,2.58445833776745,-0.165431830185059,-26.3025850929926,-3.98099789576333e-13,4.15492739998893e-15,62,-0.688135358193684,1.60009002896314,-0.0778804694659685,24.3007100629952,-6.80021693420538,0.0318552420891346,27
"Israel",-24.7679568535987,11.4365947412687,-0.278148407259612,-17.6324516679358,3.78475102653177,0.0453999161935465,84,-24.3779293655612,11.2872831823413,-0.274272862880578,-0.458372276774137,-0.734411640716034,0.0824512721030884,89
"Italy",-32.0334275165143,12.9738156385226,-0.208879176526016,95.1206105937043,-22.1140148386372,0.14024629317143,103,-30.2075624451408,12.3615610260786,-0.197832244838553,80.0763609427021,-18.2538662003244,0.111620367548788,109
"Jamaica",-5.33737371127589,2.93412290501356,-0.0764125097435669,-194.229383744384,53.2310321939744,-0.492774458637885,87,1.08504054007593,0.177999425714038,-0.142066457011875,-5.02763426128307,2.59189937050107,-0.0551262247605714,13
"Jersey",0.130733599345063,1.39089840879708,-0.104675079254221,13.018258448747,-4.22851011666769,0.05612965542707,69,1.36083227706872,-0.663870313349221,0.219627433553502,6.09179546663544,-1.13069888539364,-0.0231768916013417,13
"Jordan",-1.01934502893069,2.477088222245,-0.182658706901255,-21.7131545160864,7.14599882456359,-0.0884983682074567,34,-0.738708947333367,2.26231107640316,-0.164367105868439,-29.8940500405729,9.54935241783064,-0.117187249120306,42
"Kazakhstan",-0.929871679881627,1.66007283094685,-0.00817015090271803,-607.269496998517,165.676059111907,-1.48804014106403,87,-0.733565752073771,1.58426799558421,-0.00641400505204997,-2622.85532499381,710.419665533878,-6.43851584977128,99
"Kenya",-3.47711598195934,2.49460604753755,-0.0885090883139512,-10.4149505096942,3.4567741939776,-0.00339127646597934,38,-0.563362336666722,0.0643209388671358,0.129512185403386,-0.57416999831406,0.5854416495312,0.0299572920590932,19
"Kosovo",-2.4846560121694,2.27422151121752,-0.0723718444428885,-54.1106770534878,14.6424085766347,-0.0907306011657575,68,-2.42798479422858,2.24523978048783,-0.0710766246107619,-69.5104859476281,18.8886807685821,-0.132077075444327,75
"Kuwait",1.6518202964001,-0.338795776909187,0.0840358231100845,43.7519534097084,-10.0211690650382,0.08920239733737,79,1.05305536761492,-0.051862214063399,0.0745524969294711,54.3232045555237,-12.8723526681328,0.114728649618515,84
"Kyrgyzstan",1.14592484905775,0.536805837107155,0.00266000103283447,-172.865703583939,47.5188330265347,-0.404461908527547,78,0.92471877162406,0.0496325603714908,0.112501096657407,15.3272392435575,-4.58810285401439,0.111361421418529,20
"Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latvia",-1.06293241349285,1.81149835862413,-0.0677382861486585,-5579.40580737224,1444.32784493791,-11.136868603672,120,-3.7657574378684,3.26987537867056,-0.140673313540204,15.8868515196374,-3.62050192362606,0.0183973785095695,47
"Lebanon",-9.55775330459367,5.38604314719227,-0.187751450463513,-17.5548990567204,5.31633014207856,-0.0398197398687512,56,-8.90783208160147,5.08094142652057,-0.175403718459719,-15.3164563430663,4.69832666409785,-0.0338444719907617,61
"Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liberia",-6.17232480782732,2.84099274384626,-0.0654351588003567,-61.5433675749158,17.5597222805703,-0.163556599035494,60,0.368537152174084,-0.151069046429908,-0.349335711456911,1.60722729818422,-0.35519107628057,0.028335500963229,13
"Libya",-1.8385090731863,1.51899175635981,-0.0959294610833137,-39.3263145514942,11.1793909736756,-0.0844503917364305,36,-2.00085981803616,1.65407381504004,-0.108157812739637,-39.0567772754569,11.1011057034702,-0.0835409936109906,37
"Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",-6.88009009995466,4.69436697132223,-0.173269669279973,-17.2695780667388,6.03285528844795,-0.0875935929134892,57,-7.08696045308594,4.79519204486786,-0.177652748899251,-1.16085981096113,1.45891586766068,-0.0386300259806082,61
"Luxembourg",-2.62761800006797,3.65014000702079,-0.169396910183339,61.9739167180879,-18.7463607272918,0.262210198272899,79,-2.60444536167951,3.63818702891215,-0.168833303444769,71.5294245110474,-21.3241452724489,0.285406124214671,81
"Madagascar",0.345721173022559,1.00464175243828,-0.0990664989361959,-0.983912608243437,0.215007165322891,0.0458898413620401,30,0.611822578363392,0.613868319701956,-0.0435514690719149,-0.409467565878122,0.0427031057102525,0.0480691410945591,21
"Malawi",0.207639985845751,-0.378172342293324,0.0644839528678644,5242.64037110077,-1460.41823436027,14.8703106889346,95,0.544049559994446,-0.0259006520841944,-0.0642653849293489,-6.61828650387303,1.93485183259601,0.0228157156985341,18
"Malaysia",-51.8534775337008,17.6926511658625,-0.260836498892086,-111.732221856692,31.2099848584713,-0.279587520095798,93,-49.744005285261,17.0025831985788,-0.249163240071014,-133.296675935873,36.7869776566969,-0.322238982705695,98
"Maldives",1.62553866505088,-3.28503403087401,0.301420219007191,-13.6046279722242,5.31430223486541,-0.0759760309119317,53,0.719411706650869,-1.21335323281148,0.143229275791179,4.96259924448309,0.00678724203680138,-0.0178928305919608,59
"Mali",-0.055856800537631,0.876252535140954,-0.00161626542536863,-4.92665315433606,2.8970986402995,-0.0541961368143703,78,-0.0803921328677296,0.886325026165006,-0.00181917854624054,-30.5648358218699,10.2604840204363,-0.136878888124723,74
"Malta",-2.75977188529989,2.45893784422241,-0.102617037086621,-53.771648161915,16.9483088448047,-0.235992791258195,51,-0.514271267901343,1.24163538496959,-0.0442259858766276,-298.987799637853,83.6942921483761,-0.855445503896986,80
"Mauritania",-0.855422634135434,-0.228531829718392,-0.00545867667392337,-123.651201424125,35.6462804034734,-0.355170238556488,31,-14.6402192013402,3.56364334493855,0.0354984488157234,-158.900771050403,46.0452615247462,-0.479206672887927,101
"Mauritius",-0.183143315355651,2.34636912149662,-0.227532359838719,-84.3298390804869,24.0301271417137,-0.280058284962957,50,1.60529937922367,1.66869142235246,-0.438973422240176,3.95346891861248,-0.014435596147095,-0.0879763960907545,7
"Mexico",-3.20990234627745,2.57531714774748,-0.000433744046618,0.346719678110657,1.77367987077797,-0.00119259590633509,77,-3.37148837356587,2.63642195259251,-0.00189728327343527,-3.64384169186578,2.85911662996732,-0.011251848246665,84
"Moldova",-6.54741572535987,4.12629734307925,-0.0964051056252069,-20.6061002183353,7.14284985028851,-0.0669901313394227,56,-0.199945444832508,0.640344472101949,0.0861414846136711,1.81654288720291,0.743249260428496,0.00248754200526513,17
"Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montenegro",-1.31777933196185,2.52959288259463,-0.189774596172979,-482.751913000348,129.483833391658,-1.10876936151469,63,-1.35080218700439,2.5520628475746,-0.191397157579002,-482.737075088774,129.47978196878,-1.10873115736472,71
"Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco",-5.98234066400031,3.92234983058962,-0.0868032999149677,-211.719874083734,58.0114056127586,-0.503417128546151,84,-5.88667282498883,3.884410473236,-0.0857903021594494,-301.812155084898,82.3477347181013,-0.723818260254124,90
"Mozambique",-0.208128890856153,3.5804366277681,-1.06085970861211,-6.75035355399859,2.28657503214187,-0.00640774335734214,10,-0.238823933993385,1.86260506344569,-0.500510678982005,-6.73814472549902,2.28445707336343,-0.00643793688863007,16
"Myanmar",0.74668008365252,-1.60685761291038,0.299461962162604,10.6716610696885,-3.02008129158875,0.0416200708524502,22,0.226904074852452,-0.552543958183576,0.191415353035581,0.747233716323848,0.3314368673144,-0.0160940614728053,10
"Namibia",-1.10891560588404,0.954392217985725,-0.135261530444901,-76.6428396360404,18.3138471867046,-0.0557471286957171,50,-1.16651757355811,1.01768013305569,-0.142272309800931,-74.749511732206,17.7957974016649,-0.0508336112151859,62
"Netherlands",-9.11291281256,6.03892266816595,-0.15364429700262,-39.3182294474421,12.8921817131864,-0.149474804207492,76,-8.88765755706741,5.94663374301994,-0.150878197440426,-63.5664014816156,19.5029417570924,-0.211070486195526,82
"New_Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicaragua",0.572897700391407,-7.81168648334304,0.556525384928525,21.8660311221675,-4.92267664223987,0.0466736554389025,66,-9.87035060403182,2.20879071857612,0.0594202237355009,103.057027002025,-27.6711000528489,0.281197328526816,82
"Niger",-14.9916717061612,9.57185705953129,-0.49517183304918,5.16245731034316,-0.663334063423968,-0.00941537092755984,37,-0.784678798634396,2.76696097846286,-0.634911026946149,3.72376157761268,0.0259790813405527,-0.0299210291983753,9
"Nigeria",0.256053915827815,-0.10702360489571,0.101825921498546,-5.99912694603082,3.00656378035433,-0.0163635768952771,54,-1.04587524540791,0.585906806334443,0.0711917331777782,-7.83511869701844,3.52408476967224,-0.0217667951671344,59
"North_Macedonia",-7.53052730341604,4.45756644793299,-0.130044463479517,-70.0042398975043,20.1040816528439,-0.177229762705344,59,-7.01385568680568,4.2258517820316,-0.121655645290516,-91.7545079364671,26.0972967025397,-0.235275642589221,65
"Northern_Mariana_Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norway",-4.4210508921874,4.08740759336808,-0.136321526560082,-14.1766768250486,4.73288255645746,-0.0490954135515867,79,-4.2559588162664,4.01265557154558,-0.133591946623963,-32.9095342303855,9.76599325133621,-0.0936014460109998,84
"Oman",-6.63423575970934,3.04833313653528,-0.0184342764348558,-45.4331268025546,13.5999660155428,-0.104880732675832,62,-9.42399878111935,4.20381614270048,-0.0537950904634921,-43.2179196462661,12.9945691670484,-0.0991982503889019,66
