"","(Intercept)","log(Days_after_first_Case)","Days_after_first_Case","(Intercept)_smoothing","log(Days_after_first_Case)_smoothing","Days_after_first_Case_smoothing"
"Costa_Rica",3.89288833764803,-1.26518537571501,0.0637977006778333,4.86861976604549,-1.33023819305412,0.0536613707494455
"Cote_dIvoire",1.24876342231898,0.353840158642452,0.0243597760473977,6.3109379405334,-1.22874980178484,0.0451148772060984
"Croatia",1.59734870701231,0.599839592016375,-0.010863512155166,-0.977998491219961,1.53142062019254,-0.030350816098986
"Cuba",-1.98632373497141,2.25759721034043,-0.0661118083201098,3.31755563778777,0.235629699919463,-0.0195174947777888
"Curacao",NA,NA,NA,NA,NA,NA
"Cyprus",0.0147455253578123,1.51866613351646,-0.0725214512814763,-3.27152048109273,2.68536649118457,-0.0925288438265831
"Czechia",2.39335723618136,0.910297063151511,-0.0214037323290049,0.473214859947621,1.53116799861352,-0.0309188173385978
"Democratic_Republic_of_the_Congo",-6.99857536191359,3.07858558902275,-0.023723853689353,4.79037967902638,-0.787691088346843,0.0358349555636404
"Denmark",-2.5734174006383,2.88361569346635,-0.0685755253977313,-5.86883731150401,3.85820950342394,-0.0782579281051389
"Djibouti",-7.2381768300924,3.74648785966556,-0.063619333301645,-1.96015712915257,1.85609385693547,-0.0265551739905349
"Dominica",NA,NA,NA,NA,NA,NA
"Dominican_Republic",2.02281634137013,0.778074356994153,0.00758230756678114,0.173685080328791,1.32257960406333,-0.000291611065524899
"Ecuador",-1.65745003117505,2.51988389808374,-0.0339477585856901,-5.50489822221353,3.66767017295406,-0.0485426044689476
"Egypt",-18.1002012486774,6.27616187862938,-0.0398127266940372,-17.2707364594479,5.82343909819102,-0.029141790500909
"El_Salvador",-1.354453167184,1.04042877821348,0.0179405766649827,7.76466228571705,-1.46261689721289,0.0389277509357999
"Eritrea",NA,NA,NA,NA,NA,NA
"Estonia",-0.985589040543378,2.02633295110852,-0.0740293951985709,-4.25263254821069,3.10778289904527,-0.0892671330726578
"Eswatini",-1.41353111985593,0.289429443494869,0.032150141216264,0.365058673194939,-0.24021485459236,0.0358149600530936
"Ethiopia",-18.6306595501062,5.98598997265733,-0.0398900077964233,3.83144933766853,-0.945724286415897,0.0523923507365082
"Falkland_Islands_(Malvinas)",NA,NA,NA,NA,NA,NA
"Faroe_Islands",NA,NA,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA
"Finland",-29.7477712549127,10.4967138162079,-0.143014643789649,-36.5494867929716,12.2559113294574,-0.153931790667023
"France",-22.4258737983967,9.00478471539732,-0.114647173167676,-31.3463944992612,11.435370148619,-0.136038522038938
"French_Polynesia",NA,NA,NA,NA,NA,NA
"Gabon",-21.7282714742676,7.61566300460275,-0.0886506142611115,-24.76926752997,8.26201885747458,-0.0870787129127532
"Gambia",NA,NA,NA,NA,NA,NA
"Georgia",-3.91248774496541,2.19166174624778,-0.0434566098030525,-7.25826578988379,3.20006762334552,-0.0555340339216722
"Germany",-24.4000658148278,9.91525764237007,-0.137041667719611,-32.7426411005951,12.1720787870258,-0.155588551604864
"Ghana",-0.62444696803444,1.26057995452112,0.0080645195374136,6.14445892362504,-0.897958422210537,0.0375568154082354
"Gibraltar",NA,NA,NA,NA,NA,NA
"Greece",1.26973708445953,1.03078193943416,-0.031725047518683,-1.30201769480413,1.91597071162295,-0.0474447476663266
"Greenland",NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA
"Guam",2.55157490460735,-0.726520689864795,0.0195505795752383,1.53986133559459,-0.285347371677233,0.0076462065924848
"Guatemala",-5.85709677816187,2.40148746323949,0.0109731495908196,-5.02004670751947,2.03390378296062,0.0172576905298916
"Guernsey",NA,NA,NA,NA,NA,NA
"Guinea",-6.95236487173775,3.56004849990118,-0.0542588393490899,-11.6568471152637,4.94710544549362,-0.070862331892997
"Guinea_Bissau",-8.66551794570614,4.13586745754165,-0.0819893149058818,3.50319632458992,-0.203233342196653,0.00392069527148608
"Guyana",NA,NA,NA,NA,NA,NA
"Haiti",-44.4444279503825,14.4937367864418,-0.17692611116378,-19.618827244344,6.6502264207268,-0.0616219279343611
"Holy_See",NA,NA,NA,NA,NA,NA
"Honduras",-0.619956631413162,0.856470200035448,0.0288992351921631,-0.257499927445056,0.561120987657164,0.0371328238026573
"Hungary",-5.42087041565912,3.59604039942235,-0.0876434084372352,6.86954967744387,-0.753719838125535,-0.00343001270989387
"Iceland",-2.78562717272343,3.00001939442782,-0.11842206189922,-8.94385140849254,5.21180907215785,-0.161716888995864
"India",-18.4548147548076,6.08153861156409,-0.0146872482472948,-23.1303808348101,7.19450479607673,-0.0218339180361736
"Indonesia",2.07246399747279,0.815373119399009,0.0109630808734034,0.277040843133945,1.32084637040942,0.00435468207444817
"Iran",3.86601910668933,1.01954586966782,-0.00826558226637521,2.35773119063423,1.43426030757523,-0.0123741596465516
"Iraq",0.302987738039027,0.338543658902047,0.0454749177153201,1.6085045571863,-0.253441856777898,0.0565080505769812
"Ireland",-12.3589546186058,6.84580673347154,-0.161759205092427,-18.8722804224942,8.76099270212689,-0.179735638442193
"Isle_of_Man",-2.09735582062525,2.69306096717395,-0.172292004801639,0.918760847690676,1.06699134051344,-0.0869236915638829
"Israel",3.79562995577801,0.289966112500563,0.00688710936025886,1.34141074500885,1.1746558600448,-0.0115277316763443
"Italy",-20.1703530374124,9.05518662154117,-0.141763952211059,-26.8601366918195,10.8545846270164,-0.154916363557453
"Jamaica",-2.46669926923865,1.70363469915717,-0.0389108733133053,5.6568278456842,-0.924429648680942,0.00128377144005539
"Jersey",0.893473706794325,0.867508591543423,-0.0708505926189587,5.43452040364949,-0.465987376396133,-0.0595358755763412
"Jordan",2.18237047739819,0.0584244953530709,-0.00214008209585056,1.28812430147718,0.312126755771861,-0.00385522034246177
"Kazakhstan",3.95160496074389,-0.507015186017954,0.0535473184489446,3.76446091203865,-0.540717885851893,0.054239478650295
"Kenya",-0.654800207555348,0.611770161843823,0.029557463888151,8.52948536642943,-1.60462146525093,0.0364922100077922
"Kosovo",2.79751544699523,-0.513126119316064,0.0380144005362045,6.2360563926077,-1.29126115780141,0.0360986604675299
"Kuwait",-19.6389637296543,7.19574820801892,-0.0685086314757146,-26.8772293642327,9.11574826318706,-0.0847693373778125
"Kyrgyzstan",3.41870332378374,-0.835977359646452,0.0581726987806417,7.29882942228254,-1.54720806697884,0.048157531655948
"Laos",NA,NA,NA,NA,NA,NA
"Latvia",-0.428388457800084,1.50663038711254,-0.056470461486706,-3.72734650369646,2.65504080466916,-0.0766885617910545
"Lebanon",0.952838847277032,0.431653475587011,-0.000321778743848292,-0.522691909243632,0.896557877004703,-0.00758732969055528
"Lesotho",NA,NA,NA,NA,NA,NA
"Liberia",-1.05328209192216,0.481727732353966,0.0164318668505652,2.61864227913288,-0.752497187989379,0.0355193210430491
"Libya",0.630960156992022,-0.560920268345013,0.056649911534186,3.57369398620515,-1.40631010239632,0.0629196205242903
"Liechtenstein",NA,NA,NA,NA,NA,NA
"Lithuania",-1.14698069960881,1.98845899708858,-0.0675046714963504,-4.27620102200703,3.0133346605144,-0.0818591842127612
"Luxembourg",2.82275521980562,0.795981625427988,-0.0410137967451378,-0.172808563853672,1.97895588824593,-0.0704152059252371
"Madagascar",1.86998473938972,-0.612436669940265,0.0553756460588339,4.35714271482387,-1.2497616445292,0.0558918019301004
"Malawi",-0.76818862307039,0.0832646786809839,0.0504409406630434,5.80129197919601,-1.5117553837052,0.0528017807679259
"Malaysia",-22.1188537300867,8.0767539919157,-0.105337437971414,-27.0876649060204,9.33258776292812,-0.112119677202329
"Maldives",-17.3796060932059,6.39278924849385,-0.0874191792333701,-8.76625471379808,3.56592519374598,-0.0425642892056745
"Mali",-1.49464471713285,1.53968716325787,-0.0240436357149724,2.1304776174757,0.158744668888628,0.00625011295850153
"Malta",-0.798501750609475,1.3940879299077,-0.0511028505785103,2.13575722230676,0.225775775350557,-0.0215089041950011
"Mauritania",-82.7076952446559,24.0281152761817,-0.230474642422789,-51.5959182299774,14.5847114879196,-0.108616311752667
"Mauritius",1.13144908049532,1.2909321071746,-0.13693121165047,4.74359234942507,-0.245673270432067,-0.0740160660602349
"Mexico",-5.11286359575923,3.26198517326899,-0.0150595412783167,-8.11076978610716,4.02377701526468,-0.0212370351837873
"Moldova",-0.318288819448336,1.40648960138968,-0.00659705622690305,9.29583500901899,-1.22760638327108,0.0161947537825236
"Monaco",NA,NA,NA,NA,NA,NA
"Mongolia",NA,NA,NA,NA,NA,NA
"Montenegro",3.48980687208433,-1.21862137913262,0.0503879173848416,2.59850051957998,-0.631074452009153,0.0258675716644583
"Montserrat",NA,NA,NA,NA,NA,NA
"Morocco",1.57558828323606,0.826400586938539,-0.00199252986846583,-0.26864499576644,1.38792069189937,-0.0103463695380127
"Mozambique",-2.77109629878764,1.02180856289308,0.0123161314757011,6.19818537755894,-1.36163827837175,0.0290147225636991
"Myanmar",-0.268613586082148,0.684671881828166,-0.0226281482240791,3.09955748449613,-0.529009474293749,0.00195868506805417
"Namibia",1.39090554953913,-2.71611664329192,0.133019468212623,2.17313583730526,-2.74427144577461,0.122096747241597
"Netherlands",-3.30474523355188,3.72295281993706,-0.0899540326301929,-7.244366099499,4.88986459640754,-0.101429825106913
"New_Caledonia",NA,NA,NA,NA,NA,NA
"Nicaragua",-48.4335020519708,15.0590225016579,-0.169063672007828,-30.0427596282627,9.35288400706622,-0.0903529434805631
"Niger",0.0811142005846284,1.39810101404404,-0.060692430367658,3.71307346036473,-0.0583872028452802,-0.0218105290133321
"Nigeria",-9.14169847854664,3.89756154147186,-0.0258179032892021,-10.743894760488,4.19757915150478,-0.0243190274480481
"North_Macedonia",1.6245281351644,0.238783409613465,0.0189038281122846,1.01445247186701,0.340079950263938,0.0194109520771697
"Northern_Mariana_Islands",NA,NA,NA,NA,NA,NA
"Norway",-0.822594286339006,2.48858956926864,-0.0817345540120484,-4.30456860169458,3.60591192936583,-0.0959173098360785
"Oman",-9.74460718461969,3.70069267668204,-0.00737219502581989,-10.8904016354809,3.85813305191096,-0.00499480600707739
"Pakistan",-11.7730051686674,5.18487602166663,-0.0389923348134625,-11.9698312452711,5.02080021218517,-0.0303117431720815
"Palestine",3.68907700914393,-1.74381635364055,0.0860702737007226,8.78370524016743,-1.36850233072707,0.0142185225840463
"Panama",3.19139687446272,0.231405377418513,0.0217697861360286,5.93698533513054,-0.690540850215597,0.0351111860588212
"Papua_New_Guinea",NA,NA,NA,NA,NA,NA
"Paraguay",0.370307331573326,0.300230482905696,0.0194690958997538,-0.444869364659573,0.462252251246962,0.0192443482134731
"Peru",-12.4095355875645,5.99383704766419,-0.0680504833007007,-14.4723913369999,6.43603680897767,-0.0675822613106182
"Philippines",-0.90001194618966,1.08539378843656,0.0162745160081083,-5.23719364825281,2.32982274775268,0.00153199020973069
"Poland",-0.229096752923362,1.92907833205183,-0.0281076229211534,7.43057539148145,-0.643804695687377,0.013908025197634
"Portugal",1.72774264443018,1.5482005812504,-0.0310350121941748,3.4848370190067,0.901365639859795,-0.0183523032765072
"Qatar",-15.7345513122661,6.6962193616424,-0.0788833857609647,-19.3995797892913,7.56716906759904,-0.0815591742735677
"Romania",-0.281032218177601,1.76710052467946,-0.0214143363928318,-3.44650728877587,2.73167318613871,-0.0346422097125113
"Russia",-47.6484047058074,15.1109343224243,-0.128564315750983,-58.0040423522712,17.6798566100174,-0.144763968594322
"Rwanda",1.71110984668018,-0.386579048315433,0.0304321421675691,9.22177334201236,-0.572883569377499,-0.0903605230584377
"Saint_Kitts_and_Nevis",NA,NA,NA,NA,NA,NA
"Saint_Lucia",NA,NA,NA,NA,NA,NA
"Saint_Vincent_and_the_Grenadines",NA,NA,NA,NA,NA,NA
"San_Marino",-1.37046069774548,1.60581821709654,-0.0539642508890784,-4.48289389068591,2.62710286909923,-0.0684962838734565
"Sao_Tome_and_Principe",-9.6674329469179,4.56297492917977,-0.110888414738538,-8.70784191977098,3.95451572342033,-0.0835373594585229
"Saudi_Arabia",-5.77274698294628,3.55282235288328,-0.0249037066821108,-7.89620936591754,4.0364733332393,-0.0265679189514821
"Senegal",-4.39596119133591,2.3675345101274,-0.0183142350481017,8.81216504097804,-1.25964923074965,0.0132117709473889
"Serbia",1.91780722945266,1.06875326153856,-0.0185956992054041,2.8961901622927,0.753623421919646,-0.0153389125051391
"Seychelles",NA,NA,NA,NA,NA,NA
"Sierra_Leone",-7.3929036862404,3.45951654076835,-0.0592457159034297,-0.376466884041576,0.898202497942108,-0.00607053125948909
"Singapore",-54.5252618274335,16.6011433827527,-0.154127598740335,-64.9979426534298,19.1806956891247,-0.169129823997503
"Sint_Maarten",NA,NA,NA,NA,NA,NA
"Slovakia",0.738806725274946,1.05302526404283,-0.0359336839679603,-2.75615498596846,2.33276774269183,-0.063035866816806
"Slovenia",2.55919727771811,0.445713292636542,-0.0293600968066792,2.07769184459264,0.708591865081547,-0.0392751465112301
"Somalia",-16.0753649211463,6.4173146578025,-0.104118772223706,-0.963335962751581,1.31836561616302,-0.0157952155543538
"South_Africa",2.0110225926195,0.318233199181558,0.0464639699971152,1.78709901613455,0.290161489637427,0.0471582523527197
"South_Korea",-2.56779359705014,2.61965890234591,-0.051369631767164,-5.912979723452,3.62098765467208,-0.06301264088512
"South_Sudan",-28.3723934410053,10.6947736444095,-0.191919271828776,3.565032972312,-0.400433700097668,0.021208302300015
"Spain",-22.5332519389474,9.81415375164018,-0.152873349210275,-31.5356862271014,12.3214654833307,-0.175663258066849
"Sudan",-33.438688495335,11.4305655782278,-0.142600247034306,-0.722657006747015,1.20696977958741,0.00190712919306488
"Suriname",-0.472580574355278,-0.608620840601772,0.0616007698808819,5.17647960711305,-1.61455750265188,0.0483039138684844
"Sweden",-9.777959732693,4.1913904963706,-0.0298290737553906,-10.8372966958643,4.35220413802573,-0.0276829298616736
"Switzerland",-2.43766406047605,3.60050237778697,-0.108147042995596,-8.34762609708244,5.57222984136187,-0.139863514209814
"Syria",0.324215421345388,-0.361251832112353,0.0344582441161967,5.11159032338763,-1.34302042718162,0.0276282882469227
"Taiwan",-15.6614377642109,5.83631101124014,-0.103602621534263,-24.0450260828751,8.28465983942191,-0.130138627977775
"Tajikistan",2.08451248355492,1.39286253587997,-0.0643850666634481,-1.42535800136578,2.69306593894446,-0.09208605697868
"Thailand",-42.1520304713472,14.1256693226952,-0.195399470497117,-54.5432308269103,17.4772110371652,-0.222937216701895
"Timor_Leste",NA,NA,NA,NA,NA,NA
"Togo",-2.71534576535653,1.36053126466482,-0.0147858077613236,-4.83454659170921,1.94546321547999,-0.0201352093602607
"Trinidad_and_Tobago",NA,NA,NA,NA,NA,NA
"Turkey",3.19911126693009,1.81326676287392,-0.047088508533528,0.419494265542139,2.69278878318991,-0.0591120978714916
"Turks_and_Caicos_islands",NA,NA,NA,NA,NA,NA
"Uganda",-2.05321748139916,1.16111208018646,-0.00463458655537918,-1.31539621797421,0.79828524032121,0.00514572930486925
"Ukraine",0.746845431116298,1.4305711727485,-0.00762158952751453,-0.435131037364961,1.72129407731012,-0.00971139156654395
"United_Arab_Emirates",-32.464754217853,10.5095832409781,-0.0941659065310359,-42.3393565312778,13.0645240800789,-0.113608865973911
"United_Kingdom",-34.7895024577645,12.5010929773674,-0.143546689081641,-42.0797653609397,14.3262077410632,-0.153856054629416
"United_Republic_of_Tanzania",-21.257572175609,9.49738197052405,-0.2749090348432,6.70305889872332,-0.702655061674262,-0.0470480746148757
"United_States_of_America",-9.10963419868553,4.91484563528951,-0.0338119748889148,-16.763032723705,6.96990384689262,-0.0522448268095027
"United_States_Virgin_Islands",NA,NA,NA,NA,NA,NA
"Uruguay",2.87913917437534,0.0171228780692437,-0.01634931529698,2.14127978010929,0.32526176359575,-0.0230845401005622
"Uzbekistan",3.0789941390953,-0.144076544302347,0.0290612239713056,2.27544380884152,0.115121169841723,0.0229165867416766
"Venezuela",1.93790550093737,-0.356656777601462,0.0483732296353963,6.54966987481894,-1.54372339734628,0.0543548625435707
"Vietnam",-6.1613177695331,2.49155688913785,-0.0437732998105079,-10.7365122632672,3.8587597033342,-0.0598666113016397
"Western_Sahara",0.25745123129911,-1.0737358869136,0.107773473194278,1.66846359848979,-2.52925047242858,0.174870046066549
"Yemen",-16.2027234797867,6.03395549468206,-0.0874599483565342,2.80206088515568,-0.67377635400251,0.0435726072914055
"Zambia",-6.94341231566016,2.96390816624057,-0.0348937222857748,2.14555568032131,-0.0695620881683994,0.0138577628278618
"Zimbabwe",-1.2016334395305,0.0256982727369788,0.0423580552003415,4.12623408441248,-1.35579166144058,0.0486825622758778
