"","country","current_state","max_spread","max_suppression","control_index","peak_number","break_number","peak1","peak2","peak3","peak4","peak5","break1","break2","break3","break4","break5"
"41","El_Salvador",11.9420924424341,8.11813834404813,14.4444324535594,0.562025428839029,1,1,221,NA,NA,NA,NA,99,NA,NA,NA,NA
"42","Equatorial_Guinea",0.262934748293999,13.5751475005602,13.3229391021404,1.01893038739322,2,2,188,219,NA,NA,NA,112,204,NA,NA,NA
"43","Estonia",10.6417934914321,2.10863925280517,1.90670063175334,1.10590997752287,1,2,97,NA,NA,NA,NA,77,184,NA,NA,NA
"44","Eswatini",16.7955552004587,2.25045510475007,2.68600723011628,0.837844023469974,1,1,229,NA,NA,NA,NA,122,NA,NA,NA,NA
"45","Ethiopia",17.1905222736148,59.148330390884,33.0600456982575,1.78911822841193,1,1,241,NA,NA,NA,NA,103,NA,NA,NA,NA
"46","Finland",8.35559500422903,4.353063170517,3.54368094154201,1.22840155260219,1,2,105,NA,NA,NA,NA,74,199,NA,NA,NA
"47","France",34.2312221351149,214.278604709277,141.421631128902,1.51517559936759,1,2,98,NA,NA,NA,NA,63,173,NA,NA,NA
"48","Gabon",2.06436346988236,4.62833593735309,4.52010277554865,1.02394484532297,2,2,175,212,NA,NA,NA,107,198,NA,NA,NA
"49","Gambia",7.19086551480169,4.8121788776858,3.87058981919532,1.24326759033491,1,1,233,NA,NA,NA,NA,188,NA,NA,NA,NA
"50","Georgia",15.8945529608383,3.32916461302468,0.630373112776173,5.28126048771812,1,2,111,NA,NA,NA,NA,86,185,NA,NA,NA
