"","a1_Logi","b1_Logi","c1_Logi","a2_Logi","b2_Logi","c2_Logi","startpoint","breakpoint"
"Georgia",832.405153886432,2.66040385710316,0.0705161607571089,NA,NA,NA,86,185
"Germany",175870.904461367,4.49396030342735,0.114931728320491,160745.212352124,7.46137950965736,0.0369658630162594,63,165
"Ghana",8373.17393367213,5.37778421015987,0.112030221775435,39824.3281052304,7.42917376277862,0.065010121819392,89,149
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA
"Greece",2722.55232643029,3.01699165478,0.110825220883646,19513.8037388023,10.1830101644489,0.0542366756489075,72,153
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA,NA,NA
"Guam",5067.64039861171,7.83287081193815,0.0424341002349041,NA,NA,NA,93,NA
"Guatemala",90872.5476255365,5.47936323858459,0.0466845971462362,NA,NA,NA,99,NA
"Guernsey",NA,NA,NA,NA,NA,NA,NA,NA
"Guinea",5405.94716229562,3.13545494519596,0.0663010611426444,5212.98446863758,8.26180424070432,0.0630094984470366,98,187
"Guinea_Bissau",1291.36855154335,3.56774644007126,0.162404226297618,873.497319952075,4.90006221821106,0.055050243054687,116,168
"Guyana",NA,NA,NA,NA,NA,NA,NA,NA
"Haiti",8051.29390109804,4.19065403764303,0.0717445179178525,NA,NA,NA,115,NA
"Holy_See",NA,NA,NA,NA,NA,NA,NA,NA
"Honduras",56989.0918301233,6.21918971778287,0.0563831261007445,24527.7936046347,20.3301428716932,0.125573311999721,90,231
"Hungary",NA,NA,NA,NA,NA,NA,NA,NA
"Iceland",1749.5100378991,3.76705085742646,0.181761170177134,7517.67961006462,9.54747419940069,0.0355854699150271,73,144
"India",9218356.22631191,6.85808231170499,0.0370481329436,NA,NA,NA,75,NA
"Indonesia",NA,NA,NA,NA,NA,NA,NA,NA
"Iran",95727.2820931696,4.2923824747136,0.108230293594023,306355.61206454,5.39256554034268,0.0393184075949021,59,125
"Iraq",438242.49364123,6.4718081111373,0.037663681084143,NA,NA,NA,73,NA
"Ireland",24975.525533241,4.31041383264651,0.116014293261025,21650.5262263349,10.6695277222804,0.0516569902883243,76,182
"Isle_of_Man",NA,NA,NA,NA,NA,NA,NA,NA
"Israel",NA,NA,NA,NA,NA,NA,NA,NA
"Italy",234731.201881456,3.84974288635686,0.0866734417882776,94909.5050861913,13.5867366368944,0.0655212295642232,57,195
"Jamaica",NA,NA,NA,NA,NA,NA,NA,NA
"Japan",16561.6887248803,7.33579585565682,0.122984048303426,63837.0081255398,13.9013651830601,0.0780554944855056,52,153
"Jersey",NA,NA,NA,NA,NA,NA,NA,NA
"Jordan",NA,NA,NA,NA,NA,NA,NA,NA
"Kazakhstan",142730.915855677,7.13463040028512,0.0585086014980544,NA,NA,NA,85,260
"Kenya",38907.4225140439,7.06330531811972,0.0581113792567269,NA,NA,NA,95,NA
"Kosovo",16547.1033595578,6.1909431269808,0.0471377037114727,NA,NA,NA,88,NA
"Kuwait",69592.5387312718,5.29595260909401,0.0507287625756113,37742.60227855,15.7981336280357,0.0848912166571152,67,222
"Kyrgyzstan",44473.3399804932,13.0842873774884,0.113620134456621,NA,NA,NA,91,NA
"Laos",NA,NA,NA,NA,NA,NA,NA,NA
"Latvia",NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon",NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho",NA,NA,NA,NA,NA,NA,NA,NA
"Liberia",NA,NA,NA,NA,NA,NA,NA,NA
"Libya",54456.6621544843,8.23080955257539,0.0533842095659652,NA,NA,NA,115,NA
"Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1762.96833434903,2.04918455686153,0.0871784631294991,3833.2016799256,9.44632585090286,0.0509409569373778,84,185
"Luxembourg",3842.91828504622,2.67306108945118,0.153040089263775,4979.26514808281,9.32360132394328,0.0655537891955574,79,161
"Madagascar",15880.8799408394,8.67158578176983,0.0767134446549591,NA,NA,NA,97,NA
"Malawi",412.53405460087,6.94102429283737,0.316354952080896,5259.79906499234,5.84316571173705,0.0789226761979227,135,167
"Malaysia",6466.73004063866,3.5234262824064,0.111355288476934,1762.18083787135,15.8848483749998,0.180521919878027,69,141
"Maldives",2238.40810847438,2.76981751866656,0.0891717132732336,8084.27430767934,9.03064892339094,0.0729731736864961,115,184
"Mali",NA,NA,NA,NA,NA,NA,NA,NA
"Malta",612.946377527259,1.85823114119629,0.0627181837950678,1324.85590683571,24.9058564705512,0.164026845287738,83,196
"Marshall_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",6977.50582627579,3.37099941152255,0.0790450187621652,NA,NA,NA,143,NA
"Mauritius",NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",811850.424598851,4.71840428672798,0.0353240772255767,NA,NA,NA,75,NA
"Moldova",29643.946982114,3.7164869531905,0.0378252235411007,36188.6834798016,9.40656546888883,0.0569812344783213,84,196
"Monaco",NA,NA,NA,NA,NA,NA,NA,NA
"Mongolia",NA,NA,NA,NA,NA,NA,NA,NA
"Montenegro",4812.03333182825,9.36025304117852,0.075994650025806,9523.10775399665,21.3632074822411,0.117634600416008,90,237
"Montserrat",NA,NA,NA,NA,NA,NA,NA,NA
"Morocco",NA,NA,NA,NA,NA,NA,NA,NA
"Mozambique",NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar",NA,NA,NA,NA,NA,NA,NA,NA
"Namibia",12375.5062604495,4.4278038536071,0.0657520581542856,NA,NA,NA,177,NA
"Nepal",18579.2834008369,6.36491891184572,0.111112829998287,70515.5343492732,10.2783075769105,0.0738672731444012,122,205
"Netherlands",47908.8148513985,3.63679629266138,0.0908677725285162,259037.492733529,10.8414497686796,0.0460080682408206,69,193
"New_Caledonia",NA,NA,NA,NA,NA,NA,NA,NA
"New_Zealand",1090.57243825732,2.66945119648297,0.235375574879716,379.490871686789,10.2406047589222,0.0643425127713342,85,160
"Nicaragua",4771.75512264416,2.01244752575315,0.0448371714884684,NA,NA,NA,145,260
"Niger",636.365961699602,2.72467775446031,0.31120777564521,459.021369117603,2.86345094055226,0.045798378633978,97,125
"Nigeria",58949.7434044395,4.52729367784095,0.0430173272982628,NA,NA,NA,90,NA
"North_Macedonia",1540.64913890662,3.29610602649039,0.13400544617531,15488.1714773764,5.46000795930488,0.0432523116638678,84,132
"Northern_Mariana_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Norway",8471.55777410542,2.93014461536863,0.100874557309617,6497.03902592552,12.8554483944532,0.0656167957818798,69,202
"Oman",90630.4516753333,6.26214233859148,0.0597409809778313,NA,NA,NA,86,NA
"Pakistan",299441.28400409,5.92886665745566,0.0625021273085466,NA,NA,NA,79,NA
"Palestine",64685.0146151855,6.9261887311067,0.0415846940383831,NA,NA,NA,85,NA
"Panama",119756.198035115,4.79121050331954,0.0356808069363361,NA,NA,NA,80,NA
"Papua_New_Guinea",NA,NA,NA,NA,NA,NA,NA,NA
"Paraguay",95099.9309800808,8.2137173657551,0.0427109568543762,NA,NA,NA,92,NA
"Peru",319744.546512707,5.279744357059,0.0668469493573654,523874.661140185,10.5029208029085,0.0659752922004176,79,190
"Philippines",408851.486575499,6.54398322456872,0.0381686197569692,NA,NA,NA,76,NA
"Poland",38439.2016218244,3.14588007169761,0.0460523546120613,49460.4451708878,10.6047806164617,0.0646120611044189,77,192
"Portugal",28186.4855720871,3.66918157154392,0.114844085994704,23492.2541413841,7.51649001902815,0.0681800289753027,75,145
"Puerto_Rico",NA,NA,NA,NA,NA,NA,NA,NA
"Qatar",118075.585603192,5.03683447110103,0.0572746771946594,NA,NA,NA,73,NA
"Romania",19070.5403669828,3.66289326788654,0.0845739634054956,113136.416171013,8.0109543742274,0.0488675737363483,76,157
"Russia",1069906.35901461,3.57405873639631,0.036546284984501,NA,NA,NA,79,NA
"Rwanda",7616.50760345945,5.12522843518469,0.0317048951529862,NA,NA,NA,91,NA
"Saint_Kitts_and_Nevis",NA,NA,NA,NA,NA,NA,NA,NA
"Saint_Lucia",NA,NA,NA,NA,NA,NA,NA,NA
"Saint_Vincent_and_the_Grenadines",NA,NA,NA,NA,NA,NA,NA,NA
"San_Marino",NA,NA,NA,NA,NA,NA,NA,NA
"Sao_Tome_and_Principe",NA,NA,NA,NA,NA,NA,NA,NA
"Saudi_Arabia",330046.023368932,4.75164252117336,0.0454001529394654,NA,NA,NA,77,NA
"Senegal",15899.8227389924,3.75041573837971,0.0329200588481692,NA,NA,NA,85,NA
"Serbia",10955.4806149354,4.2653919650814,0.123308390841368,21285.290276978,9.78606226986495,0.0750857533641095,80,157
"Seychelles",NA,NA,NA,NA,NA,NA,NA,NA
"Sierra_Leone",NA,NA,NA,NA,NA,NA,NA,NA
"Singapore",43326.8510685302,6.74676971293583,0.0755175315477091,12400.6835791997,20.8945731718227,0.12356908807512,47,192
"Sint_Maarten",NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",1466.75557942198,3.47828288397993,0.123557776716362,NA,NA,NA,80,160
"Slovenia",1422.57018559061,2.60726223850576,0.123133148743003,785.791862731709,13.5511441545256,0.106698411469228,75,149
"Solomon_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Somalia",3150.86857832847,2.6652604387076,0.0663764716012261,495.882142929308,12.2349142080495,0.075070992043085,110,227
"South_Africa",660887.562113489,8.58143988462495,0.0689472136398627,NA,NA,NA,80,NA
"South_Korea",10201.6671398476,2.93583142769405,0.168945144659862,30860.9791905748,7.00946177018134,0.0306235112200103,53,125
"South_Sudan",2420.70049453247,2.73074208463438,0.0772404957040691,NA,NA,NA,130,NA
"Spain",233323.028772795,4.19228073041014,0.118764126630421,698120.357870201,11.8401106274338,0.0595941963347187,64,168
"Sri_Lanka",1203.3710528175,4.22040228078367,0.0956912790220551,1018.89028273896,17.4238697107804,0.2480021987804,84,138
"Sudan",11426.7527784276,3.54408629623524,0.0695325752969997,1727.71185634805,19.8060961561905,0.154774312123741,113,224
"Suriname",5136.99113259833,4.33965672999868,0.0610863191716478,NA,NA,NA,159,NA
"Sweden",87909.3002474169,3.62596070493562,0.0390814472987063,16505.7132506847,12.1157220078155,0.0676332602162585,68,212
"Switzerland",30109.3028438932,4.06259478668538,0.141590749730752,35925.434192966,8.50626603161931,0.0425786132040398,68,159
"Syria",4650.36977486909,6.27561240330646,0.0602915485755678,NA,NA,NA,141,NA
"Taiwan",NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",8790.22064855512,1.96484288306805,0.0441637966461056,NA,NA,NA,127,NA
"Thailand",3184.95314174376,3.33004720835808,0.127018396173141,NA,NA,NA,72,NA
"Timor_Leste",NA,NA,NA,NA,NA,NA,NA,NA
"Togo",NA,NA,NA,NA,NA,NA,NA,NA
"Trinidad_and_Tobago",5223.33221429434,14.9415247985153,0.0878108522584448,NA,NA,NA,89,NA
"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA
"Turkey",201521.586918031,2.77378691890763,0.0612107382341589,103925.453057408,11.7513640870041,0.068029807417587,80,210
"Turks_and_Caicos_islands",NA,NA,NA,NA,NA,NA,NA,NA
"Uganda",NA,NA,NA,NA,NA,NA,NA,NA
"Ukraine",NA,NA,NA,NA,NA,NA,NA,NA
"United_Arab_Emirates",60675.25525555,4.13235960094386,0.0506137470311437,37136.1444424229,17.0595606753495,0.0891604117492091,73,225
"United_Kingdom",279224.043226274,4.03857507202539,0.0731786564408158,NA,NA,NA,66,197
"United_Republic_of_Tanzania",NA,NA,NA,NA,NA,NA,NA,NA
"United_States_of_America",1757174.56165986,4.80679187679181,0.0803188715693138,5174741.20469932,8.27880652207214,0.0527697153503904,61,157
"United_States_Virgin_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA
"Uzbekistan",62820.6142404564,5.86625712402973,0.041193896509594,13139.6123222809,38.1768498493099,0.214951288456542,88,251
"Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA
"Venezuela",92347.377007978,7.31288607928335,0.0451892305157545,NA,NA,NA,87,NA
"Vietnam",NA,NA,NA,NA,NA,NA,NA,NA
"Wallis_and_Futuna",NA,NA,NA,NA,NA,NA,NA,NA
"Western_Sahara",742.242606678868,1.98828019244399,0.203656460503041,NA,NA,NA,181,NA
"Yemen",1899.23431231986,2.89826782379043,0.0632324655521087,NA,NA,NA,137,260
"Zambia",15589.7024221218,6.56787898030423,0.0563586391220688,NA,NA,NA,112,NA
"Zimbabwe",7029.738298407,5.95511165733213,0.0806430311955999,1231.24569844468,39.3745805696202,0.359908325777634,147,248
