"","a1_Logi","b1_Logi","c1_Logi","a2_Logi","b2_Logi","c2_Logi","startpoint","breakpoint"
"Afghanistan",37907.3335452675,5.36560073806406,0.0714172210217414,NA,NA,NA,89,NA
"Albania",24402.840589971,5.1179377667124,0.0278893821035797,3480.25500933158,38.6492770060215,0.212347422533762,82,251
"Algeria",12055.711396802,3.56595647772187,0.0619797551188439,40007.3268433308,8.94231797200639,0.0640839919243752,81,167
"Andorra",NA,NA,NA,NA,NA,NA,NA,NA
"Angola",6001.19853339737,4.84793500350503,0.0432463727567436,NA,NA,NA,NA,NA
"Anguilla",NA,NA,NA,NA,NA,NA,NA,NA
"Antigua_and_Barbuda",NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",1177895.73221128,6.76203760625777,0.0362094389561423,NA,NA,NA,80,NA
"Armenia",45969.7104879218,5.12205290464967,0.0498770663303778,NA,NA,NA,81,NA
"Aruba",4049.27949677694,13.1491177137407,0.0855208524926194,NA,NA,NA,96,NA
"Australia",6872.51275883492,4.92965225497402,0.198967244728162,19589.0084316608,14.7672426691517,0.0981138238815127,69,164
"Austria",15928.3787270919,3.93872468651332,0.15841082213399,NA,NA,NA,70,167
"Azerbaijan",38702.1020293247,5.60242725615366,0.0531890566672761,5863.05903541474,20.0008918538407,0.118647016149706,86,233
"Bahamas",4029.98551704993,9.35992628104034,0.0679408473176621,NA,NA,NA,110,NA
"Bahrain",47814.6169558013,5.36345105515148,0.0472328838678686,38605.839159407,13.5160782783141,0.068903528228942,69,221
"Bangladesh",336088.05819508,4.52301482840579,0.0444338754959545,NA,NA,NA,95,260
"Barbados",NA,NA,NA,NA,NA,NA,NA,NA
"Belarus",67832.9485665845,4.1671473490116,0.0637143124237708,9198.68720856099,17.3679775214631,0.0985558371602751,84,230
"Belgium",59202.7065802182,3.95460405909956,0.0992817698579766,99865.6161172744,9.02069699344768,0.0432798652064616,67,184
"Belize",NA,NA,NA,NA,NA,NA,NA,NA
"Benin",301.90557410827,7.01731585172946,0.405745035919958,1212.27892833021,9.90090259468871,0.160807827450048,117,148
"Bermuda",NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan",NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia",140340.448399591,5.58065527377959,0.0452176878848725,NA,NA,NA,91,NA
"Bonaire, Saint Eustatius and Saba",NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia_and_Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA
"Botswana",3836.25594048032,3.767096876084,0.0436193670039809,NA,NA,NA,168,NA
"Brazil",5097751.24564507,5.1767891749761,0.0368522806668916,NA,NA,NA,76,NA
"British_Virgin_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Brunei_Darussalam",NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria",2779.90866629549,3.29225938696269,0.0716116779054518,14357.6104080514,8.95822477637306,0.0684901561657801,80,154
"Burkina_Faso",NA,NA,NA,NA,NA,NA,NA,NA
"Burundi",NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia",NA,NA,NA,NA,NA,NA,NA,NA
"Cameroon",19342.1312239685,4.45567591010022,0.0528026712618359,7748.64506838685,7.86041520969871,0.0623446426887397,88,186
"Canada",102585.213508837,3.92997369348064,0.0705365858665802,16247.9205848737,18.6147008043713,0.131648297898744,71,190
"Cape_Verde",7303.1992813594,4.00617945790404,0.0307709997907155,NA,NA,NA,113,NA
"Cayman_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Central_African_Republic",4679.19423217796,4.21126771153987,0.0865443277103999,NA,NA,NA,125,NA
"Chad",NA,NA,NA,NA,NA,NA,NA,NA
"Chile",420450.581644408,5.36152418349412,0.0532317810414772,NA,NA,NA,78,NA
"China",85280.0861309872,8.02166948655099,0.190713778826763,NA,NA,NA,4,NA
"Colombia",911572.959178341,7.10842074341634,0.0463566212883088,NA,NA,NA,81,NA
"Comoros",NA,NA,NA,NA,NA,NA,NA,NA
"Congo",4988.75420007035,4.91327403630626,0.0472818114516457,1150.72669613186,48.7723905050238,0.327995348690566,103,236
"Costa_Rica",105336.904247833,7.43262731126324,0.0418405008335841,NA,NA,NA,82,NA
