"","a1_Logi","b1_Logi","c1_Logi","a2_Logi","b2_Logi","c2_Logi","startpoint","breakpoint"
"Brazil",5097748.31693492,5.176794967873,0.0368523314549269,NA,NA,NA,76,NA
"British_Virgin_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Brunei_Darussalam",NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria",2779.90947849616,3.29225863153013,0.0716116448787376,14357.6114124384,8.95822559174325,0.0684901599550692,80,154
"Burkina_Faso",NA,NA,NA,NA,NA,NA,NA,NA
"Burundi",NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia",NA,NA,NA,NA,NA,NA,NA,NA
"Cameroon",19342.1276534829,4.45567595327042,0.0528026763908593,7748.64764588665,7.86041229843433,0.0623446075243941,88,186
"Canada",102585.209146379,3.92997790106873,0.070536651766366,16247.9199180805,18.614706396505,0.131648337378947,71,190
"Cape_Verde",7303.19617482743,4.00618429942107,0.0307710451144302,NA,NA,NA,113,NA
"Cayman_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Central_African_Republic",4679.19424559677,4.21126664391609,0.0865443092249653,NA,NA,NA,125,NA
"Chad",NA,NA,NA,NA,NA,NA,NA,NA
"Chile",420450.660115476,5.36152238791753,0.0532317525914021,NA,NA,NA,78,NA
"China",85280.0836540681,8.02168148698306,0.190714085011695,NA,NA,NA,4,NA
"Colombia",911572.81313301,7.10842281097326,0.0463566372150059,NA,NA,NA,81,NA
"Comoros",NA,NA,NA,NA,NA,NA,NA,NA
"Congo",4988.75514969114,4.91327496717224,0.0472818156417591,1150.72674269197,48.7723751000685,0.32799524352423,103,236
"Costa_Rica",105336.791014852,7.43263481888019,0.0418405569839089,NA,NA,NA,82,NA
"Cote_dIvoire",18855.6149122218,5.32026264018998,0.0536655305602973,2402.93398692507,25.3357650763155,0.154241349096264,89,235
"Croatia",2154.04454354662,2.73856559489139,0.13064914377047,3115.39263530805,15.103554476023,0.125688163069465,81,160
"Cuba",1857.85820584873,3.23298063552339,0.123123939909786,402.65428350082,14.1715073565453,0.193222064777112,89,148
"Curaçao",NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus",NA,NA,NA,NA,NA,NA,NA,NA
"Czechia",8517.25206248322,3.14550861302178,0.110750559470432,NA,NA,NA,74,158
"Democratic_Republic_of_the_Congo",10185.2359227311,4.43445322705816,0.0526908837914466,NA,NA,NA,91,NA
"Denmark",12275.1387856206,2.93050024883603,0.0737125442270643,NA,NA,NA,72,194
"Djibouti",1039.26438020962,4.18012913622623,0.319115703414176,3995.58841333149,7.57078129005617,0.13203858684276,100,130
"Dominica",NA,NA,NA,NA,NA,NA,NA,NA
"Dominican_Republic",141487.862080892,4.4828601579939,0.0323906809924624,17496.0524987646,33.2874327281859,0.187452016196419,84,247
"Ecuador",42372.7656799131,5.16879714028329,0.115092613935907,108379.263967621,6.05312006482293,0.041043128302188,80,156
"Egypt",100497.48434237,6.15421828666934,0.0610226298187661,NA,NA,NA,75,NA
"El_Salvador",29701.2427081227,5.67131477634706,0.0495357298615908,NA,NA,NA,99,NA
"Equatorial_Guinea",6217.51029592423,3.52533907143566,0.0395781327685661,1864.59078992307,71.8885274621568,0.667012208995986,112,204
"Eritrea",NA,NA,NA,NA,NA,NA,NA,NA
"Estonia",1839.96208985822,2.5057224746922,0.100743182161652,3448.22647833787,10.9528499883977,0.0515616754547251,77,184
"Eswatini",5691.94167641945,5.1867263205832,0.0513977304652489,NA,NA,NA,122,NA
"Ethiopia",88778.8285268066,7.67442911605966,0.0538868155403631,NA,NA,NA,103,NA
"Falkland_Islands_(Malvinas)",NA,NA,NA,NA,NA,NA,NA,NA
"Faroe_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA,NA,NA
"Finland",7140.23767147712,3.13028393062033,0.0751914359151427,NA,NA,NA,74,199
"France",148083.163514068,4.33460909630743,0.104980496839729,1250396.90807665,11.6658928711105,0.050627856020513,63,173
"French_Polynesia",NA,NA,NA,NA,NA,NA,NA,NA
"Gabon",6387.36497292019,4.0499624804279,0.0696422202090037,2669.30049584967,13.948310211516,0.125015165627689,107,198
"Gambia",3453.11183175342,5.61659187003722,0.120485107642846,NA,NA,NA,188,NA
"Georgia",832.405119707601,2.66040341537848,0.0705161576788225,NA,NA,NA,86,185
"Germany",175870.791579018,4.49397213595168,0.114932145649032,160745.187070228,7.46137989272136,0.0369658665008325,63,165
"Ghana",8373.17998858396,5.37778378585935,0.112030175738791,39824.328601812,7.42917340888384,0.065010118328818,89,149
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA
"Greece",2722.55239057633,3.01699087221157,0.110825192583782,19513.8360626711,10.1830026276966,0.0542366162756521,72,153
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA,NA,NA
"Guam",NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala",90872.5423859901,5.47936335718725,0.046684599924685,NA,NA,NA,99,NA
"Guernsey",NA,NA,NA,NA,NA,NA,NA,NA
"Guinea",5405.95068723799,3.13544883158088,0.0663009048390266,5212.98506511691,8.26180127559206,0.0630094739451129,98,187
"Guinea_Bissau",1291.36938747039,3.56774289637816,0.162403910181068,873.495293139251,4.90008452718876,0.055050591194968,116,168
"Guyana",NA,NA,NA,NA,NA,NA,NA,NA
"Haiti",8051.28900002781,4.19066504869499,0.0717447771303315,NA,NA,NA,115,NA
"Holy_See",NA,NA,NA,NA,NA,NA,NA,NA
"Honduras",56989.0874059936,6.21919029494492,0.056383133071415,24527.7721156187,20.3301802834492,0.125573559325554,90,231
"Hungary",NA,NA,NA,NA,NA,NA,NA,NA
"Iceland",1749.51005453515,3.76705002926173,0.181761132640043,7518.13250657594,9.54752471998397,0.0355853981469076,73,144
"India",9218350.11664944,6.85808417469949,0.0370481505929798,NA,NA,NA,75,NA
"Indonesia",489447.500483693,4.85255876300213,0.0249703319819914,NA,NA,NA,77,NA
"Iran",95727.2850764799,4.29238186573789,0.108230277271791,306355.502999939,5.39257169049147,0.0393184570693241,59,125
"Iraq",438242.049481,6.47181314368072,0.0376637240138975,NA,NA,NA,73,NA
"Ireland",24975.5257539359,4.31041369110378,0.116014287438274,21650.5626268923,10.6695244363929,0.0516569599668598,76,182
"Isle_of_Man",NA,NA,NA,NA,NA,NA,NA,NA
"Israel",NA,NA,NA,NA,NA,NA,NA,NA
"Italy",234731.157446723,3.84974087460108,0.0866734543059374,94909.4998562502,13.5867370968729,0.0655212323585189,57,195
"Jamaica",NA,NA,NA,NA,NA,NA,NA,NA
"Japan",16561.6909049492,7.33579047450474,0.122983951874921,63837.008347455,13.9013650612402,0.0780554937335071,52,153
"Jersey",NA,NA,NA,NA,NA,NA,NA,NA
"Jordan",NA,NA,NA,NA,NA,NA,NA,NA
"Kazakhstan",142730.945769761,7.13462584069528,0.0585085599815856,NA,NA,NA,85,260
"Kenya",38907.4160539791,7.06331045431617,0.0581114238856197,NA,NA,NA,95,NA
"Kosovo",16547.1119909967,6.1909354458177,0.0471376356373462,NA,NA,NA,NA,NA
"Kuwait",69592.5613976004,5.29595088040448,0.0507287364273079,37742.6137441304,15.7981237049487,0.0848911596236918,67,222
"Kyrgyzstan",44473.3370124522,13.0842973393774,0.113620222271811,NA,NA,NA,91,NA
"Laos",NA,NA,NA,NA,NA,NA,NA,NA
"Latvia",NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon",70337.2380132605,8.85935857350839,0.044023970231436,NA,NA,NA,NA,NA
"Lesotho",NA,NA,NA,NA,NA,NA,NA,NA
"Liberia",NA,NA,NA,NA,NA,NA,NA,NA
"Libya",54456.6584141198,8.23080967775532,0.0533842112486943,NA,NA,NA,115,NA
"Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1762.96841625481,2.04918416257212,0.0871784365022028,3833.19794351732,9.44632957884526,0.050940987746213,84,185
"Luxembourg",3842.91852702525,2.67305975386366,0.153039986931581,4979.26181302547,9.32361078210201,0.0655538744792709,79,161
"Madagascar",15880.8738901756,8.67160522352507,0.0767136248149671,NA,NA,NA,97,NA
"Malawi",412.533936038987,6.94102969482014,0.316355235047517,5259.79905287762,5.84316705598033,0.078922692043523,135,167
"Malaysia",6466.73004687915,3.52342925294855,0.111355362945956,1762.18090432392,15.8848494704516,0.18052192734611,69,141
"Maldives",2238.40816220683,2.76981723269791,0.0891717028964411,8084.27353426086,9.03065196730043,0.072973199710678,115,184
"Mali",NA,NA,NA,NA,NA,NA,NA,NA
"Malta",612.946014245013,1.85823326842908,0.0627183440283055,1324.85605271328,24.9058511747884,0.164026808288655,83,196
"Marshall_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",6977.50299828747,3.37100376234025,0.0790451873921101,NA,NA,NA,143,NA
"Mauritius",NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",811850.434989486,4.71840405315351,0.0353240753328983,NA,NA,NA,75,NA
"Moldova",29643.9194241938,3.71648734228734,0.0378252473160287,36188.7024938046,9.40656994469454,0.0569812527732707,84,196
"Monaco",NA,NA,NA,NA,NA,NA,NA,NA
"Mongolia",NA,NA,NA,NA,NA,NA,NA,NA
"Montenegro",4812.00750007887,9.36032403911357,0.0759953341275013,9523.10714317707,21.3632082659411,0.117634605466271,90,237
"Montserrat",NA,NA,NA,NA,NA,NA,NA,NA
"Morocco",NA,NA,NA,NA,NA,NA,NA,NA
"Mozambique",NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar",NA,NA,NA,NA,NA,NA,NA,NA
"Namibia",12375.5025325024,4.42780367053917,0.0657520690527214,NA,NA,NA,177,NA
"Nepal",18579.2860537562,6.36491727964168,0.111112794106901,70515.4947017417,10.2783056661718,0.0738672683861389,122,205
"Netherlands",47908.8026306924,3.63680063614467,0.0908679246190829,259037.400272849,10.8414499104378,0.046008071116254,69,193
"New_Caledonia",NA,NA,NA,NA,NA,NA,NA,NA
"New_Zealand",1090.57253902554,2.66944874863309,0.235375251746847,379.491233250452,10.2405871471761,0.0643423876361581,85,160
"Nicaragua",4771.75489546976,2.01244708397282,0.0448371681700395,NA,NA,NA,145,260
"Niger",636.365885350633,2.72467873853163,0.311207962300084,459.021726190768,2.8634406780075,0.0457981868551761,97,125
"Nigeria",58949.7504478912,4.52729227756781,0.0430173107561567,NA,NA,NA,90,NA
"North_Macedonia",1540.64916492269,3.29610590080741,0.134005439226878,15488.1730906929,5.46000021833108,0.0432522537023743,84,132
"Northern_Mariana_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Norway",8471.55842244391,2.93014302401208,0.100874479122705,6497.02049885761,12.8554713425706,0.065616944409733,69,202
"Oman",90630.4385796037,6.2621483100557,0.0597410404435816,NA,NA,NA,86,NA
"Pakistan",299441.245878183,5.92887157244501,0.0625021841713563,NA,NA,NA,79,NA
"Palestine",64685.0444805621,6.92618731271329,0.0415846792974175,NA,NA,NA,85,NA
"Panama",119756.235096962,4.79120901702867,0.0356807895955715,NA,NA,NA,80,NA
"Papua_New_Guinea",NA,NA,NA,NA,NA,NA,NA,NA
"Paraguay",95100.152602449,8.21371494143399,0.0427109228974935,NA,NA,NA,92,NA
"Peru",319744.573019957,5.27974355155618,0.0668469366560888,523874.66515733,10.5029213866672,0.0659752955058041,79,190
"Philippines",408851.451579256,6.543983637824,0.0381686233114628,NA,NA,NA,76,NA
"Poland",38439.2474641698,3.14587254205984,0.0460522063575667,49460.4537474206,10.6047784748658,0.0646120450811233,77,192
"Portugal",28186.4854440461,3.66917970651208,0.114844039899762,23492.2578992861,7.51648621583048,0.0681799916430443,75,145
"Puerto_Rico",12623.234881497,3.44291192847024,0.0403029353142042,37441.7755669258,9.00441538091301,0.0631351043474591,92,179
"Qatar",118075.554259884,5.0368397640169,0.0572747557574734,NA,NA,NA,73,NA
"Romania",19070.5375275666,3.66289582509565,0.0845740267814024,113136.451075185,8.01095249470531,0.0488675573957848,76,157
"Russia",1069906.75279871,3.57405870291296,0.0365462674471231,NA,NA,NA,79,NA
"Rwanda",NA,NA,NA,NA,NA,NA,NA,NA
"Saint_Kitts_and_Nevis",NA,NA,NA,NA,NA,NA,NA,NA
"Saint_Lucia",NA,NA,NA,NA,NA,NA,NA,NA
"Saint_Vincent_and_the_Grenadines",NA,NA,NA,NA,NA,NA,NA,NA
"San_Marino",NA,NA,NA,NA,NA,NA,NA,NA
"Sao_Tome_and_Principe",NA,NA,NA,NA,NA,NA,NA,NA
"Saudi_Arabia",330046.015036136,4.75164528358604,0.0454001765887122,NA,NA,NA,77,NA
"Senegal",15899.8118228507,3.75042173505391,0.0329201249525688,NA,NA,NA,85,NA
"Serbia",10955.4819463263,4.26539101395051,0.123308343367951,21285.2881500812,9.78606533231627,0.0750857803833766,80,157
"Seychelles",NA,NA,NA,NA,NA,NA,NA,NA
"Sierra_Leone",NA,NA,NA,NA,NA,NA,NA,NA
"Singapore",43326.8411875122,6.74677170947434,0.0755175665255817,12400.6834831029,20.8945741825912,0.123569094340162,47,192
"Sint_Maarten",NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",1466.75557759103,3.47828311352658,0.123557783452891,NA,NA,NA,80,160
"Slovenia",1422.57034168596,2.60726162142436,0.1231330856891,785.791827551774,13.5511455710723,0.106698423427547,75,149
"Solomon_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Somalia",3150.86850270885,2.66525771697079,0.0663764254433573,495.881611709087,12.2349157649176,0.0750710134419684,110,227
"South_Africa",660887.608929411,8.58143644902245,0.0689471846474801,NA,NA,NA,80,NA
"South_Korea",10201.6788579597,2.9358106369308,0.16894343497627,30861.0221797747,7.00946164780309,0.0306235003522761,53,125
"South_Sudan",2420.69847212524,2.73075443373946,0.0772410103301498,NA,NA,NA,130,NA
"Spain",233322.98245939,4.19228438574199,0.11876427593112,698120.687148339,11.8401067856702,0.0595941717762807,64,168
"Sri_Lanka",1203.37224464982,4.2204034255448,0.0956912556548114,1018.8902877246,17.4238692676198,0.248002192164559,84,138
"Sudan",11426.7486842926,3.54409285169129,0.069532715983009,1727.71127645938,19.8061268311721,0.15477456275178,113,224
"Suriname",5136.98884065311,4.3396585689838,0.0610863651643469,NA,NA,NA,159,NA
"Sweden",87909.2610566406,3.62596236312208,0.039081477377474,16505.7242900124,12.1157192747177,0.0676332341266266,68,212
"Switzerland",30109.3008309112,4.06259710674836,0.141590844174979,35925.4687496618,8.50626317157191,0.0425785891544622,68,159
"Syria",4650.37437616075,6.27560346235573,0.0602914397227095,NA,NA,NA,141,NA
"Taiwan",NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",8790.21761886149,1.96484419508782,0.0441638553301989,NA,NA,NA,127,NA
"Thailand",3184.95317444774,3.33004659932319,0.127018365384212,NA,NA,NA,72,NA
"Timor_Leste",NA,NA,NA,NA,NA,NA,NA,NA
"Togo",NA,NA,NA,NA,NA,NA,NA,NA
"Trinidad_and_Tobago",5223.33440920507,14.9415196771881,0.087810816147652,NA,NA,NA,89,NA
"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA
"Turkey",201521.516817379,2.77378885131876,0.0612108188170553,103925.43626828,11.7513736771881,0.0680298644231365,80,210
"Turks_and_Caicos_islands",NA,NA,NA,NA,NA,NA,NA,NA
"Uganda",NA,NA,NA,NA,NA,NA,NA,NA
"Ukraine",NA,NA,NA,NA,NA,NA,NA,NA
"United_Arab_Emirates",60675.2168463437,4.1323647775036,0.05061383641063,37136.1134723055,17.0595759827401,0.089160501686351,73,225
"United_Kingdom",279224.086809153,4.03857324419732,0.0731786085318994,NA,NA,NA,66,197
"United_Republic_of_Tanzania",NA,NA,NA,NA,NA,NA,NA,NA
"United_States_of_America",1757173.69721412,4.80680083229812,0.0803190353685368,5174741.83592794,8.2788124653037,0.0527697468993594,61,157
"United_States_Virgin_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA
"Uzbekistan",62820.7649092689,5.86625319090376,0.0411938321227376,13139.6023734388,38.1769168905494,0.214951675742,88,251
"Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA
"Venezuela",92347.3985906868,7.31288519033469,0.0451892216469394,NA,NA,NA,87,NA
"Vietnam",NA,NA,NA,NA,NA,NA,NA,NA
"Wallis_and_Futuna",NA,NA,NA,NA,NA,NA,NA,NA
"Western_Sahara",742.242548160712,1.98829449320922,0.203657589975142,NA,NA,NA,181,NA
"Yemen",1899.23421783814,2.89826747416054,0.0632324663364382,27.3099085726929,56.633709205383,0.438829800164371,137,260
"Zambia",15589.672948555,6.5679076021777,0.0563589247462035,NA,NA,NA,112,NA
"Zimbabwe",7029.73355027351,5.95511823413705,0.0806431433467516,1231.2457890401,39.3745645505454,0.359908175236641,147,248
