"","a1_Logi","b1_Logi","c1_Logi","a2_Logi","b2_Logi","c2_Logi","startpoint","breakpoint"
"Monaco",NA,NA,NA,NA,NA,NA,NA,NA
"Mongolia",NA,NA,NA,NA,NA,NA,NA,NA
"Montenegro",4812.00029252182,9.36034384739153,0.0759955249922344,405.051978032126,89.8862176584929,0.589476515500133,90,237
"Montserrat",NA,NA,NA,NA,NA,NA,NA,NA
"Morocco",NA,NA,NA,NA,NA,NA,NA,NA
"Mozambique",NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar",NA,NA,NA,NA,NA,NA,NA,NA
"Namibia",19517.3346628519,4.53309003364175,0.0558203434049801,NA,NA,NA,NA,NA
"Nepal",18579.2814971685,6.36492008372831,0.111112855761803,26823.7027913558,13.2948575567051,0.112145095717755,122,205
"Netherlands",47908.8057073132,3.63679933009399,0.0908678821612008,21061.8403981539,18.9418554789783,0.11604220243129,69,193
"New_Caledonia",NA,NA,NA,NA,NA,NA,NA,NA
"New_Zealand",1090.57237157316,2.66945289794637,0.235375793894071,NA,NA,NA,85,160
"Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA
"Niger",636.365924197386,2.72467877526552,0.311207912328291,NA,NA,NA,97,125
"Nigeria",56550.1417714949,4.63680964104593,0.0451048828349726,NA,NA,NA,90,NA
"North_Macedonia",1540.64892081725,3.29610761855251,0.134005522291958,12532.6241817948,6.39325953154102,0.0556981798010509,84,132
"Northern_Mariana_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Norway",8471.55462127531,2.93015234317335,0.100874937200396,1652.85816941194,23.0254589227905,0.140365583901998,69,202
"Oman",89347.7424196694,6.40652725492973,0.0615226586375135,NA,NA,NA,86,NA
"Pakistan",294272.715022703,6.09749748056331,0.0648249325100001,NA,NA,NA,79,NA
"Palestine",29625.828944448,9.08160589033504,0.0680240979321627,NA,NA,NA,85,NA
"Panama",117424.116146328,4.83211916543136,0.0363442957008619,NA,NA,NA,80,NA
"Papua_New_Guinea",NA,NA,NA,NA,NA,NA,NA,NA
"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA
"Peru",319744.487023745,5.27974615653966,0.0668469777630732,420849.553166197,11.9929425793929,0.0787777627379336,79,190
"Philippines",NA,NA,NA,NA,NA,NA,NA,NA
"Poland",38439.2455799022,3.14587296991579,0.0460522139601959,34399.1233411143,13.5441192836279,0.0886114582895176,77,192
"Portugal",28186.4799289297,3.66918383030048,0.11484417842131,23492.2586922196,7.51648094406434,0.0681799462723491,75,145
"Puerto_Rico",NA,NA,NA,NA,NA,NA,NA,NA
"Qatar",114014.079801704,5.32685830376641,0.0618490230834504,NA,NA,NA,73,NA
"Romania",19070.5404601932,3.66289326674638,0.0845739629129036,85453.1684045544,9.05240928159459,0.0594259288412586,76,157
"Russia",941310.867800145,3.92742728748037,0.0443230278557194,NA,NA,NA,79,NA
"Rwanda",6270.41995150795,4.75789349145036,0.0306327175544072,NA,NA,NA,NA,NA
"Saint_Kitts_and_Nevis",NA,NA,NA,NA,NA,NA,NA,NA
"Saint_Lucia",NA,NA,NA,NA,NA,NA,NA,NA
"Saint_Vincent_and_the_Grenadines",NA,NA,NA,NA,NA,NA,NA,NA
"San_Marino",NA,NA,NA,NA,NA,NA,NA,NA
"Sao_Tome_and_Principe",NA,NA,NA,NA,NA,NA,NA,NA
"Saudi_Arabia",320074.429342766,4.88386312118815,0.0474914414099665,NA,NA,NA,77,NA
"Senegal",14392.5919156127,3.83908369767412,0.0359032235299041,NA,NA,NA,85,NA
"Serbia",10955.4824808352,4.26538933054533,0.123308293514236,20369.0346309467,10.3706618604916,0.0805544313647745,80,157
"Seychelles",NA,NA,NA,NA,NA,NA,NA,NA
"Sierra_Leone",NA,NA,NA,NA,NA,NA,NA,NA
"Singapore",43326.8503906737,6.74676972965343,0.0755175327573863,11749.7002910328,23.3458531207266,0.139069994467648,47,192
"Sint_Maarten",NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",1466.75554128013,3.47828183862056,0.123557755684705,5154.13309070582,8.74442148678508,0.0501012258040755,80,160
"Slovenia",1422.5701623876,2.6072624136622,0.123133160959178,785.791985534153,13.551143926553,0.106698405628273,75,149
"Solomon_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Somalia",3150.86855346757,2.66525883668768,0.0663764434732538,NA,NA,NA,110,227
"South_Africa",658521.626307901,8.65023236626608,0.0695908231139855,NA,NA,NA,80,NA
"South_Korea",10201.6761509019,2.93581540384554,0.168943828411055,NA,NA,NA,53,125
"South_Sudan",2308.52424511956,3.00579183658803,0.0900453554300175,NA,NA,NA,130,NA
"Spain",233323.038213204,4.19227997512804,0.118764095969044,445660.542640284,12.7252056820784,0.0682556833423724,64,168
"Sri_Lanka",1203.37421022184,4.22039866763692,0.0956910631152066,1018.89041883789,17.4238581643345,0.248002025760482,84,138
"Sudan",11426.7522582118,3.54408974482768,0.0695326342976476,NA,NA,NA,113,224
"Suriname",6384.15510231942,4.26077714724885,0.0539742728204163,NA,NA,NA,159,NA
"Sweden",87909.2508747795,3.6259627948766,0.0390814852023123,NA,NA,NA,68,212
"Switzerland",30109.3053298128,4.06259347737276,0.141590676628784,15640.4343840883,9.27170117631573,0.0547891706470101,68,159
"Syria",NA,NA,NA,NA,NA,NA,NA,NA
"Taiwan",NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",7778.5217812974,2.2188223770924,0.0596446014557716,NA,NA,NA,127,NA
"Thailand",3123.29893891223,3.49156867439132,0.13598901065704,NA,NA,NA,72,NA
"Timor_Leste",NA,NA,NA,NA,NA,NA,NA,NA
"Togo",NA,NA,NA,NA,NA,NA,NA,NA
"Trinidad_and_Tobago",NA,NA,NA,NA,NA,NA,NA,NA
"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA
"Turkey",201521.661401774,2.77378467901462,0.0612106495498408,44847.3918193706,19.4434029010921,0.127942027953025,80,210
"Turks_and_Caicos_islands",NA,NA,NA,NA,NA,NA,NA,NA
"Uganda",2702.35127834836,3.38606177120662,0.0294130670657348,NA,NA,NA,NA,NA
"Ukraine",194870.969930378,3.85951686779894,0.0253823654384711,NA,NA,NA,87,NA
"United_Arab_Emirates",60675.2424660752,4.13235947756782,0.0506137578348474,7342.80751507622,37.2249670294676,0.224602610526652,73,225
"United_Kingdom",279224.089693997,4.0385726208764,0.0731785980042616,50638.5239843284,14.0858551326304,0.0847831938488263,66,197
"United_Republic_of_Tanzania",NA,NA,NA,NA,NA,NA,NA,NA
"United_States_of_America",1757174.2976242,4.80679599918066,0.0803189419092786,4340551.81096953,9.70854701409343,0.0651174019915772,61,157
"United_States_Virgin_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA
"Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA
"Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA
"Venezuela",106316.052043949,7.37852412916078,0.0443117524357983,NA,NA,NA,87,NA
"Vietnam",NA,NA,NA,NA,NA,NA,NA,NA
"Wallis_and_Futuna",NA,NA,NA,NA,NA,NA,NA,NA
"Western_Sahara",743.299541969928,1.98473204710204,0.202848804408232,NA,NA,NA,181,NA
"Yemen",NA,NA,NA,NA,NA,NA,NA,NA
"Zambia",28300.4583558592,6.05144680874113,0.0432485618672237,NA,NA,NA,112,NA
"Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA
