"","a1_Logi","b1_Logi","c1_Logi","a2_Logi","b2_Logi","c2_Logi","startpoint","breakpoint"
"Afghanistan",37225.1270011627,5.54137482277249,0.0745151653551773,NA,NA,NA,89,NA
"Albania",NA,NA,NA,NA,NA,NA,NA,NA
"Algeria",12055.7094364293,3.56595703996791,0.0619797718089335,33969.2089630072,10.4638437819638,0.078415050485905,81,167
"Andorra",NA,NA,NA,NA,NA,NA,NA,NA
"Angola",3143.30048475184,5.25096523732137,0.0612217209302253,NA,NA,NA,144,NA
"Anguilla",NA,NA,NA,NA,NA,NA,NA,NA
"Antigua_and_Barbuda",NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",637972.420201011,6.95925876884123,0.0436431701153277,NA,NA,NA,80,NA
"Armenia",43668.9356353218,5.43704534061364,0.0544358946845468,NA,NA,NA,81,NA
"Aruba",1866.126069383,25.7304544484449,0.186759668186168,NA,NA,NA,96,NA
"Australia",6872.51227715194,4.92965599552442,0.198967431694305,19088.6831863712,15.3134281472948,0.102233574934584,69,164
"Austria",15928.3732936808,3.93873565282344,0.158411403619967,15617.4937714077,8.75708376374821,0.0514772133721664,70,167
"Azerbaijan",38702.1124969379,5.60242332145841,0.053189013934841,1763.61645168896,64.8798883522911,0.420037905080417,86,233
"Bahamas",2689.96171245004,11.5278080455344,0.0913765589563679,NA,NA,NA,110,NA
"Bahrain",47814.623020058,5.36344853869313,0.0472328598099297,9152.80165003603,31.8298179597921,0.192151261724627,69,221
"Bangladesh",NA,NA,NA,NA,NA,NA,NA,NA
"Barbados",NA,NA,NA,NA,NA,NA,NA,NA
"Belarus",67832.9566344214,4.16714230173787,0.0637142369455723,NA,NA,NA,84,230
"Belgium",59202.7084681084,3.95460029028343,0.0992816856687653,24643.3830769693,16.5346919501483,0.104092092334157,67,184
"Belize",NA,NA,NA,NA,NA,NA,NA,NA
"Benin",301.905574834286,7.01731556419276,0.405745020180492,1212.27851182688,9.90091552160911,0.160808046660413,117,148
"Bermuda",NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan",NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia",135690.66589587,5.66756947490493,0.0465866478107809,NA,NA,NA,91,NA
"Bonaire, Saint Eustatius and Saba",NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia_and_Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA
"Botswana",1890.39044742332,3.60677545494145,0.0616541880058555,NA,NA,NA,168,NA
"Brazil",4425290.75149448,5.41232956958108,0.0409793531681552,NA,NA,NA,76,NA
"British_Virgin_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Brunei_Darussalam",NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria",2779.90793012195,3.2922600700502,0.0716117077972848,NA,NA,NA,80,154
"Burkina_Faso",NA,NA,NA,NA,NA,NA,NA,NA
"Burundi",NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia",NA,NA,NA,NA,NA,NA,NA,NA
"Cameroon",19342.0996728922,4.45567632058761,0.0528027169245426,6124.23310372993,12.1693058300462,0.103423057299045,88,186
"Canada",102585.21541643,3.92997549188215,0.0705366101666562,16247.9199869274,18.6147063963735,0.131648337273549,71,190
"Cape_Verde",4509.40602233862,4.09805603777432,0.0404943842048377,NA,NA,NA,113,NA
"Cayman_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Central_African_Republic",4649.61404115429,4.25135212845131,0.0877652352816628,NA,NA,NA,125,NA
"Chad",NA,NA,NA,NA,NA,NA,NA,NA
"Chile",385091.150503435,6.13866105795165,0.0638578401941935,NA,NA,NA,78,NA
"China",84466.063239932,8.20514594259304,0.195806908544012,NA,NA,NA,4,NA
"Colombia",1040834.18703207,6.98303200381025,0.0439351650948716,NA,NA,NA,NA,NA
"Comoros",NA,NA,NA,NA,NA,NA,NA,NA
"Congo",4988.75004761447,4.91327365202937,0.0472818276881371,NA,NA,NA,103,236
"Costa_Rica",51658.5494026085,8.40416681650173,0.0563636198190589,NA,NA,NA,82,NA
"Cote_dIvoire",18855.5984971253,5.32027507273295,0.0536656749204768,NA,NA,NA,89,235
"Croatia",2154.04448662153,2.73856552775741,0.130649153730437,3115.39414048209,15.1035350591243,0.125687992430391,81,160
"Cuba",1857.85856155878,3.23297834421331,0.123123833953261,402.654562887724,14.1714731180279,0.193221562482587,89,148
"Curaçao",NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus",NA,NA,NA,NA,NA,NA,NA,NA
"Czechia",8517.24850231003,3.14551260644616,0.110750784217699,19324.7481243787,7.71933637503875,0.0495651511528719,74,158
"Democratic_Republic_of_the_Congo",9776.33102361718,4.66104873515758,0.0568764933558405,NA,NA,NA,91,NA
"Denmark",12275.138336266,2.93050070392168,0.0737125598800344,4523.45596573847,17.4501689395509,0.10919812470265,72,194
"Djibouti",1039.26449254889,4.18012736975897,0.319115532007971,NA,NA,NA,100,130
"Dominica",NA,NA,NA,NA,NA,NA,NA,NA
"Dominican_Republic",NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",42372.7724384082,5.16879435157126,0.115092542807955,81926.1614194546,7.04194349522243,0.0529068749185174,80,156
"Egypt",99367.4816255897,6.26207706158891,0.062421346807859,NA,NA,NA,75,NA
"El_Salvador",NA,NA,NA,NA,NA,NA,NA,NA
"Equatorial_Guinea",NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea",NA,NA,NA,NA,NA,NA,NA,NA
"Estonia",1839.96142970501,2.50572763553476,0.100743480668871,473.768645052317,13.5543165253754,0.0845650545687445,77,184
"Eswatini",6275.90190057808,5.08354198635645,0.0483623982273867,NA,NA,NA,122,NA
"Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA
"Falkland_Islands_(Malvinas)",NA,NA,NA,NA,NA,NA,NA,NA
"Faroe_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA,NA,NA
"Finland",7140.23768698473,3.13028379500702,0.0751914330121579,1004.11937257058,16.4063573579331,0.100703506602642,74,199
"France",148083.120224214,4.33461430454953,0.104980671858003,NA,NA,NA,63,173
"French_Polynesia",NA,NA,NA,NA,NA,NA,NA,NA
"Gabon",6387.36984858265,4.04995611747501,0.0696420806934892,2436.88891239423,16.8888118660646,0.154156426076151,107,198
"Gambia",3074.30732182051,6.20270503172284,0.140196192005614,NA,NA,NA,188,NA
"Georgia",832.404755495774,2.66040499694841,0.0705162492011159,590.360029684744,11.3011231485177,0.0816316814260663,86,185
"Germany",175870.928128029,4.49395820449877,0.114931648812183,146001.040525102,7.56882867353627,0.0384228069253992,63,165
"Ghana",8373.16472633931,5.37779109091855,0.112030418660002,40815.617456255,7.26971479849427,0.0630609469497317,89,149
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA
"Greece",2722.55415950957,3.01698498908853,0.110824847427559,NA,NA,NA,72,153
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA,NA,NA
"Guam",NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala",79946.9502712152,5.86161430503461,0.0527888691085896,NA,NA,NA,99,NA
"Guernsey",NA,NA,NA,NA,NA,NA,NA,NA
"Guinea",5405.95321352411,3.13544910873574,0.0663008743718006,4380.6123229693,9.45721030378007,0.0757103834409599,98,187
"Guinea_Bissau",1291.36855061921,3.56774677619539,0.162404238632072,707.153212773381,6.82747589833932,0.0853659231170145,116,168
"Guyana",NA,NA,NA,NA,NA,NA,NA,NA
"Haiti",7599.62805067193,4.63415982373469,0.082899233740083,NA,NA,NA,115,NA
"Holy_See",NA,NA,NA,NA,NA,NA,NA,NA
"Honduras",56989.0605941726,6.21919310045235,0.0563831692757156,9188.15914158576,48.3965497479838,0.321716865869761,90,231
"Hungary",4413.92835964147,2.66968060014382,0.0652808128218184,NA,NA,NA,81,NA
"Iceland",1749.51005748152,3.76704988349658,0.181761126028987,487.698981506822,11.986466602525,0.0718449320053307,73,144
"India",6772200.6278744,6.99941538636904,0.0409535793877939,NA,NA,NA,75,NA
"Indonesia",242606.091508846,4.71551790411732,0.0317515316805961,NA,NA,NA,NA,NA
"Iran",95727.2851919829,4.29238190569207,0.108230278026176,NA,NA,NA,59,125
"Iraq",280073.714832958,7.07271332487876,0.0471597970805361,NA,NA,NA,73,NA
"Ireland",24975.5277703201,4.31041189156918,0.116014223202302,6740.01061085547,12.6832470882304,0.073567770452356,76,182
"Isle_of_Man",NA,NA,NA,NA,NA,NA,NA,NA
"Israel",NA,NA,NA,NA,NA,NA,NA,NA
"Italy",234731.205895187,3.84973851555894,0.0866733592597421,NA,NA,NA,57,195
"Jamaica",NA,NA,NA,NA,NA,NA,NA,NA
"Japan",16561.6916391552,7.33578866772467,0.122983919480932,58141.500564119,15.3153079177662,0.0874307780869363,52,153
"Jersey",NA,NA,NA,NA,NA,NA,NA,NA
"Jordan",NA,NA,NA,NA,NA,NA,NA,NA
"Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",45045.3780365358,6.59430184951613,0.0516456539162352,NA,NA,NA,95,NA
"Kosovo",19225.0118631196,5.90154825637962,0.0425778428315661,NA,NA,NA,88,NA
"Kuwait",69592.561365929,5.29595229219427,0.0507287486116753,14218.764471775,35.7077946525281,0.212826556316276,67,222
"Kyrgyzstan",43233.0934292316,13.9928408844081,0.122229109356764,NA,NA,NA,91,NA
"Laos",NA,NA,NA,NA,NA,NA,NA,NA
"Latvia",NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon",NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho",NA,NA,NA,NA,NA,NA,NA,NA
"Liberia",NA,NA,NA,NA,NA,NA,NA,NA
"Libya",NA,NA,NA,NA,NA,NA,NA,NA
"Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1762.96861577036,2.04918327705106,0.0871783738100726,1549.04844552548,11.9144346349308,0.0760748453786525,84,185
"Luxembourg",3842.91868384695,2.67305941631365,0.15303994250782,3788.85707101977,13.7655360675675,0.103957692431494,79,161
"Madagascar",15668.0738664474,8.89825474097621,0.079072769268021,NA,NA,NA,97,NA
"Malawi",412.533991948409,6.94102713753004,0.316355101200098,5048.0158102103,6.10876983915784,0.0841243069783982,135,167
"Malaysia",6466.73162555108,3.52342480837983,0.111355206476685,1762.18066374505,15.8848474239349,0.180521920855365,69,141
"Maldives",2238.40804041695,2.76981741499374,0.0891717147305593,6135.39834620322,10.3998727112564,0.0896314105614662,115,184
"Mali",NA,NA,NA,NA,NA,NA,NA,NA
"Malta",612.947023730954,1.85822733512387,0.0627178982726488,NA,NA,NA,83,196
"Marshall_Islands",NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",6593.97861776743,3.67920224022355,0.0908044428668768,NA,NA,NA,143,NA
"Mauritius",NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",715789.033745232,4.9402490142138,0.0393704330803551,NA,NA,NA,75,NA
"Moldova",29644.071297488,3.71648509740705,0.0378251151255406,19901.0155083773,12.5522647326974,0.0858587906161829,84,196
