"","전국(지역)","수도권(서울+경기+인천)","비수도권"
"(Intercept)_1",-42.3251209474397,-22.3062814462151,-62.9398311331325
"log(Days)_1",17.0542453055251,8.36746329021794,24.5993991779666
"Days_1",-0.371025626876405,-0.143057395877715,-0.549647519052507
"(Intercept)_2",-12.2240744454925,12.1405910501951,-22.5115547372162
"log(Days)_2",3.38141099518567,-2.66743943257061,5.66128266092057
"Days_2",-0.00844935103812745,0.0289845818779757,-0.0254448743546317
"Break_Point",91,101,89
"R-square",0.0188136189721599,-1.33002257878668,0.337882253164243
